Date,open,high,low,close,volume,trade_date,sqz_on,sqz_off,sqz_val,tr,atr14,ema8,ema21,ema50,prev_bar_low,prev_bar_high,weekly_bull,near_ema50,momentum_up,sqz_fired,entry_fired,entry_pullback,entry_strong,entry_fired_next,entry_pullback_next,entry_strong_next
2022-01-03,31.762317902916994,32.056011896278235,31.762317902916994,31.849336624145508,27136808,2022-01-03,False,True,0.6193749480988688,0.40246651663956357,0.25717700207870997,31.466613041279007,31.096648577492473,30.700080539650255,31.620914186449415,31.762320449671797,True,False,True,False,False,False,False,False,False,False
2022-01-04,32.13214692590503,32.545494079589844,32.13214692590503,32.545494079589844,38537760,2022-01-04,False,True,0.7745730167924617,0.6961574554443359,0.2828166881227975,31.70636438312586,31.22836180495587,30.77244969807926,31.762317902916994,32.056011896278235,True,False,True,False,False,False,False,False,False,False
2022-01-05,32.65427299149349,32.75216987754096,32.43672288047635,32.48023223876953,45626404,2022-01-05,False,True,0.894147662726622,0.3154469970646048,0.29136310712997876,31.87833501771334,31.342168208029836,30.839421562420053,32.13214692590503,32.545494079589844,True,False,True,False,False,False,False,False,False,False
2022-01-06,32.262685038373185,32.36058193325255,31.979869204626045,32.175662994384766,34484932,2022-01-06,False,True,0.9502835056000378,0.5003630341434864,0.29990943696137734,31.9444079014181,31.41794046133483,30.891823187202984,32.43672288047635,32.75216987754096,True,False,True,False,False,False,False,False,False,False
2022-01-07,32.26268350916015,32.41496792948233,31.871092628652093,31.89284896850586,27956496,2022-01-07,False,True,0.9344921950154595,0.543875300830237,0.325548888277745,31.932950360770935,31.46111396198674,30.931079100195255,31.979869204626045,32.36058193325255,True,False,False,False,False,False,False,False,False,False
2022-01-10,31.762318278994776,32.15390916826254,31.63178687605503,32.09952163696289,62807884,2022-01-10,False,True,0.9465624723571213,0.5221222922075057,0.3379800170579144,31.969966199924706,31.519151023348208,30.97690037614693,31.871092628652093,32.41496792948233,True,False,True,False,False,False,False,False,False,False
2022-01-11,32.11040703977303,32.30620086873233,31.9146098912615,32.262691497802734,71021608,2022-01-11,False,True,0.9665787813985652,0.39159097747083393,0.34574941148192934,32.035016266119825,31.586745611934983,31.027323557388335,31.63178687605503,32.15390916826254,True,False,True,False,False,False,False,False,False,False
2022-01-12,32.49111283084547,32.54550036265502,32.34970325640974,32.53462219238281,40619208,2022-01-12,False,True,0.9890492019410785,0.28280886485228507,0.36051119721690866,32.14603980528938,31.67291621015751,31.086433307780275,31.9146098912615,32.30620086873233,True,False,True,False,False,False,False,False,False,False
2022-01-13,32.53462183021576,32.73041561473001,32.53462183021576,32.697784423828125,29812384,2022-01-13,False,True,1.0146862080840184,0.195793784514251,0.353518527757601,32.26864972052021,31.766086047763928,31.149623547625293,32.34970325640974,32.54550036265502,True,False,True,False,False,False,False,False,False,False
2022-01-14,32.80655948623637,32.893578208342376,32.42584676780752,32.697784423828125,40446116,2022-01-14,False,True,1.047292740687812,0.4677314405348554,0.3721652076159315,32.36401298792197,31.8507859001334,31.210335738848936,32.53462183021576,32.73041561473001,True,False,True,False,False,False,False,False,False,False
2022-01-17,32.87182932924464,33.15464187149758,32.87182932924464,33.067623138427734,27711192,2022-01-17,False,True,1.1136815955098935,0.45685744766945646,0.38615088094742844,32.52037079914547,31.961407467251068,31.283170538832422,32.42584676780752,32.893578208342376,True,False,True,False,False,False,False,False,False,False
2022-01-18,33.11112833315887,33.12200650330998,32.665149913374776,32.697784423828125,57660460,2022-01-18,False,True,1.0576152208066278,0.4568565899352066,0.4009128639774683,32.55979604907495,32.02835082693989,31.33864559314598,32.87182932924464,33.15464187149758,True,False,False,False,False,False,False,False,False,False
