strategy,trades,total_return,cagr,sharpe,sortino,mdd,calmar,win_rate,total_pnl,avg_pnl,avg_return_pct,profit_factor,avg_bars_held,best_trade_pct,worst_trade_pct,exposure,total_cost
taiwan_daily,13,0.2157867527108699,0.03506064959770483,0.41168782053599307,0.2675168314211584,-0.1759055649357083,0.19931518147546465,0.6153846153846154,158.99630164803426,12.23048474215648,0.04617802203170096,2.152262083710168,22.76923076923077,0.2602006240323982,-0.060905622223950906,0.11287988422575977,42.5133383970713
