strategy,trades,total_return,cagr,sharpe,sortino,mdd,calmar,win_rate,total_pnl,avg_pnl,avg_return_pct,profit_factor,expectancy,avg_bars_held,best_trade_pct,worst_trade_pct,exposure,total_cost
atr,24,0.25750806164339357,0.12165104759726986,1.043121390053686,0.751147700559011,-0.13245778147782505,0.9184137484413147,0.5833333333333334,225.9548624999997,9.414785937499987,0.010013100841651667,1.8713920332783975,9.414785937499987,14.291666666666666,0.03949887841750388,-0.029512111907198824,0.23573883161512027,146.68799464285715
vortex,19,0.4492906187221306,0.20432454681216172,1.200697379419887,1.053370704751127,-0.21625516399385547,0.9448308333481796,0.5789473684210527,367.1626,19.32434736842105,0.01896664249799841,2.7053702922056244,19.32434736842105,30.789473684210527,0.21370162102337487,-0.05002649002948589,0.4137457044673539,110.83739999999999
fixed_pct,15,0.48394310433471355,0.21866680099666813,1.1615370826508773,1.025672730848243,-0.21916642113844442,0.9977203618182884,0.5333333333333333,255.75621750000062,17.05041450000004,0.0239830741193799,1.6153044214087353,17.05041450000004,47.13333333333333,0.09357415682652248,-0.05554959183163999,0.5292096219931272,87.1437825
