Date,open,high,low,close,volume,dividends,stock splits,trade_date,sqz_on,sqz_off,sqz_val,atr14,ema8,ema21,ema50,prev_bar_low,prev_bar_high,prev_ema8,prev_ema21,prev2_ema8,prev2_ema21,vi_plus,vi_minus,vortex_spread,vortex_z,weekly_bull,entry_signal,day_low_so_far
2021-03-03,261.22370947603537,261.6733199914846,254.92916225974534,259.8748779296875,9296074,0.0,0.0,2021-03-03,True,False,-0.39901362263070617,9.57027923122573,261.7081400718866,261.49338621046286,249.61641700460564,255.82837348514133,267.5182464387682,262.23192925537205,261.6552370385404,263.16229562186226,261.92319604512886,0.9362422773194597,0.8926170974983864,0.04362517982107339,0.6689354066502275,True,False,254.92916225974534
2021-03-04,257.62682217635296,258.5260431961657,249.98344350794457,252.6811065673828,12519455,0.0,0.0,2021-03-04,True,False,-0.8706207876771614,9.795088457610749,259.7021326264413,260.69226987927374,249.73660090902828,254.92916225974534,261.6733199914846,261.7081400718866,261.49338621046286,262.23192925537205,261.6552370385404,0.8393449176174219,0.9475399163798799,-0.10819499876245797,-0.12531795725782655,True,False,249.98344350794457
2021-03-05,249.08423928000713,251.3322919810902,245.93696549849076,247.28579711914062,11820537,0.0,0.0,2021-03-05,False,True,-2.659261553248819,9.762972238344691,256.9429469581523,259.4734996283525,249.64049095648366,249.98344350794457,258.5260431961657,259.7021326264413,260.69226987927374,261.7081400718866,261.49338621046286,0.8223688942720296,0.973683552480783,-0.15131465820875334,-0.3390451191956216,True,False,245.93696549849076
2021-03-08,251.78187231039163,251.78187231039163,242.7896625850205,243.23927307128906,10820965,0.0,0.0,2021-03-08,False,True,-5.0413939707787465,10.116237623887551,253.8976860944049,257.9976608504376,249.3894628041231,245.93696549849076,251.3322919810902,256.9429469581523,259.4734996283525,259.7021326264413,260.69226987927374,0.8000003628996035,0.9555550227883275,-0.15555465988872397,-0.39850765961320755,True,False,242.7896625850205
2021-03-09,240.09199069347056,240.541601162934,232.89822318205572,236.94471740722656,17334230,0.0,0.0,2021-03-09,False,True,-8.020707486398209,10.084123185604776,250.1303597194764,256.0837569010548,248.90143357287226,242.7896625850205,251.78187231039163,253.8976860944049,257.9976608504376,256.9429469581523,259.4734996283525,0.7866245052899712,1.019107816375687,-0.23248331108571585,-1.0061285695295796,True,False,232.89822318205572
2021-03-10,242.78965327424825,244.58809515035378,237.843938114958,238.29354858398438,12590581,0.0,0.0,2021-03-10,False,True,-11.007890574216066,9.313362933234918,247.4999572449226,254.4664652358666,248.48543808311194,232.89822318205572,240.541601162934,250.1303597194764,256.0837569010548,253.8976860944049,257.9976608504376,0.7689658602187258,1.075861418728046,-0.30689555850932015,-1.4178407465946774,True,False,237.843938114958
2021-03-11,240.99119445909193,254.4795075818023,239.1927527093972,253.13067626953125,14670775,0.0,0.0,2021-03-11,False,True,-11.08770117874992,9.602398871820503,248.75122813928007,254.34502987529063,248.66760428650093,237.843938114958,244.58809515035378,247.4999572449226,254.4664652358666,250.1303597194764,256.0837569010548,0.6555187835951356,1.0635447746345477,-0.40802599103941206,-2.1602755507443656,True,False,239.1927527093972
2021-03-12,255.37873353349403,256.72756487257936,250.43301862351439,253.58029174804688,10993548,0.0,0.0,2021-03-12,False,True,-11.262415407565442,9.473938792059242,249.82435338567268,254.27550822735938,248.86025869675763,239.1927527093972,254.4795075818023,248.75122813928007,254.34502987529063,247.4999572449226,254.4664652358666,0.7966105263578033,0.999999610444301,-0.2033890840864977,-0.7927043260586671,True,False,250.43301862351439
2021-03-15,250.4330344260276,252.68108679969032,249.08420300182996,249.5338134765625,8281126,0.0,0.0,2021-03-15,False,True,-12.426906766143613,9.313361778574373,249.75978896142598,253.84444506819602,248.88667260969115,250.43301862351439,256.72756487257936,249.82435338567268,254.27550822735938,248.75122813928007,254.34502987529063,0.755172990568509,1.0482756083819231,-0.2931026178134142,-1.367234283347674,True,False,249.08420300182996
2021-03-16,250.43301862351439,255.82834397985582,249.9834081771526,253.58029174804688,8761741,0.0,0.0,2021-03-16,False,True,-12.566611721246417,9.249130479289928,250.60878958067505,253.82043113000066,249.07073610531293,249.08420300182996,252.68108679969032,249.75978896142598,253.84444506819602,249.82435338567268,254.27550822735938,0.7916668304909313,0.9895837270716875,-0.19791689658075617,-0.7313459389185066,True,False,249.9834081771526
2021-03-17,254.47954790357133,255.37876892089844,252.23149536025355,255.37876892089844,6876524,0.0,0.0,2021-03-17,False,True,-12.942996189937979,8.83163297860508,251.66878498961358,253.96209820190046,249.31810994121824,249.9834081771526,255.82834397985582,250.60878958067505,253.82043113000066,249.75978896142598,253.84444506819602,0.8181826848966006,0.9927273966925242,-0.17454471179592357,-0.5359020014189321,True,False,252.23149536025355
2021-03-18,258.0764259762234,262.12292046017114,256.27798398335773,258.97564697265625,9619500,0.0,0.0,2021-03-18,False,True,-11.049171050268203,8.671057293802267,253.2925320969564,254.41787536287825,249.69683688362758,252.23149536025355,255.37876892089844,251.66878498961358,253.96209820190046,250.60878958067505,253.82043113000066,0.8666672647541888,0.9222226267437589,-0.05555536198957012,0.2797697412027836,True,False,256.27798398335773
2021-03-19,258.5260323837873,258.5260323837873,254.4795379638672,254.4795379638672,11019237,0.0,0.0,2021-03-19,False,True,-8.873701720249771,8.092984609650482,253.5563111784921,254.42348105387723,249.88439378873503,256.27798398335773,262.12292046017114,253.2925320969564,254.41787536287825,251.66878498961358,253.96209820190046,0.9404767712497932,0.9047623040065532,0.03571446724324001,0.9899807517200244,True,False,254.4795379638672
2021-03-22,256.2779740921712,258.52602649648844,254.47953216871733,258.076416015625,4098207,0.0,0.0,2021-03-22,False,True,-6.271585485391981,7.29010882235549,254.56077892007718,254.75556605039975,250.20564956233855,254.4795379638672,258.5260323837873,253.5563111784921,254.42348105387723,253.2925320969564,254.41787536287825,0.9339212898092575,1.0088111040738614,-0.07488981426460395,0.2291983537106955,True,False,254.47953216871733
2021-03-23,258.5260364744398,260.7740889655219,257.1772049797906,258.97564697265625,5365531,0.0,0.0,2021-03-23,False,True,-3.1201416076634385,7.065303554783493,255.5418607095392,255.13920977060488,250.54957102940983,254.47953216871733,258.52602649648844,254.56077892007718,254.75556605039975,253.5563111784921,254.42348105387723,0.9681824428251249,0.9272732267832496,0.04090921604187525,1.1151862132652972,True,False,257.1772049797906
2021-03-24,258.9756526379159,259.8748736540198,254.9291580654485,256.72760009765625,4953663,0.0,0.0,2021-03-24,False,True,-0.09827398682567434,6.712037923842662,255.805358351343,255.2836088912459,250.79184667914498,257.1772049797906,260.7740889655219,255.5418607095392,255.13920977060488,254.56077892007718,254.75556605039975,1.0095701908359476,0.913876051050495,0.0956941397854526,1.4764850172336588,True,False,254.9291580654485
2021-03-25,256.7276004468891,257.6268214642162,251.78188485159,255.37876892089844,6228684,0.0,0.0,2021-03-25,False,True,2.0921312295290324,6.647809034109388,255.71056070013307,255.2922598030325,250.97172598274315,254.9291580654485,259.8748736540198,255.805358351343,255.2836088912459,255.5418607095392,255.13920977060488,1.0338169005258442,0.8743965832523373,0.15942031727350692,1.775704213307925,True,False,251.78188485159
