symbol,entry_version,entry_time,exit_time,entry_price,entry_cost_after_fee,exit_price,exit_net_after_fee_tax,sold_shares_norm,exit_size_pct_of_initial,net_return_pct,net_pnl_norm,bars_held,exit_reason
2308.TW,fired,2024-12-11,2024-12-13,395.95630869388003,396.5205464337688,417.9165220725616,416.0672414623905,0.0012609687051450573,0.5,0.04929554144021275,0.024647770720106415,3,fib_1272_partial_exit
2308.TW,fired,2024-12-11,2025-01-03,395.95630869388003,396.5205464337688,406.7640380859375,404.9641072174072,0.0012609687051450573,0.5,0.02129413181631623,0.01064706590815812,18,ema21_trailing_exit
