Date,open,high,low,close,volume,trade_date,sqz_on,sqz_off,sqz_val,tr,atr14,ema8,ema21,ema50,prev_bar_low,prev_bar_high,weekly_bull,near_ema50,momentum_up,sqz_fired,entry_fired,entry_pullback,entry_strong,entry_fired_next,entry_pullback_next,entry_strong_next
2022-01-03,252.6974643139129,258.6486727126101,251.7818937910364,258.1908874511719,5888040,2022-01-03,False,True,8.02841182420348,6.866797102258545,4.250863353652922,251.95900256792504,247.04427160578888,242.53816622376203,251.78187561035156,254.5285869806463,False,False,True,False,False,False,False,False,False,False
2022-01-04,261.8531335901331,272.8399783561527,261.39534839154896,271.9244079589844,15548338,2022-01-04,False,True,10.191121663047971,14.649090904980824,4.937538619331832,256.39575932149376,249.3061021833521,243.69056786043743,251.7818937910364,258.6486727126101,False,False,True,False,False,False,False,False,False,False
2022-01-05,276.5022653392588,276.5022653392588,265.0576351513756,265.97320556640625,10172224,2022-01-05,False,True,10.84902116724517,11.444630187883206,5.460721733390151,258.5240807092521,250.82129339999338,244.56439679008326,261.39534839154896,272.8399783561527,False,False,True,False,False,False,False,False,False,False
2022-01-06,263.6842884181701,267.3465702017558,260.02200663458444,266.4309997558594,7272144,2022-01-06,False,True,11.149854326065757,7.324563567171367,5.526119662005216,260.2811738307204,252.240357614163,245.42191063187843,265.0576351513756,276.5022653392588,False,False,True,False,False,False,False,False,False,False
2022-01-07,267.34654812762255,268.26211849792264,258.1908444246218,259.1064147949219,6692949,2022-01-07,False,True,10.496525877198376,10.071274073300856,5.885808011135558,260.02011626720963,252.86454463059562,245.95855785395858,260.02200663458444,267.3465702017558,False,False,False,False,False,False,False,False,False,False
2022-01-10,255.4441722082713,260.9375952665137,253.15524593400366,259.5642395019531,5729943,2022-01-10,False,True,10.015038237738613,7.7823493325100515,6.016603820670052,259.91881031937487,253.473607800719,246.4921139970172,258.1908444246218,268.26211849792264,True,False,False,False,False,False,False,False,False,False
2022-01-11,255.90192921070272,266.43098890989086,255.90192921070272,262.7687072753906,7526835,2022-01-11,False,True,9.986262786893935,10.529059699188139,6.507089766614974,260.55212075404506,254.31861684387096,247.1304117726397,253.15524593400366,260.9375952665137,True,False,False,False,False,False,False,False,False,False
2022-01-12,263.68431058843083,266.43102215706034,255.90196114398063,258.1908874511719,6709009,2022-01-12,False,True,8.947911748559884,10.529061013079712,7.095670820201773,260.02740224229547,254.67064144453465,247.56415591689588,255.90192921070272,266.43098890989086,True,False,False,False,False,False,False,False,False,False
2022-01-13,259.5641830940109,259.5641830940109,252.6974057634815,253.61297607421875,6180022,2022-01-13,False,True,6.937408605358888,6.866777330529402,7.291865190072177,258.60197420494507,254.5744900472332,247.80136455051638,255.90196114398063,266.43102215706034,True,True,False,False,False,False,False,False,False,False
2022-01-14,249.95071765204162,250.86628804637144,245.37286568039252,248.57736206054688,6667600,2022-01-14,False,True,3.9336799178290915,8.240110393826228,7.716949792443161,256.374282617301,254.02929659389807,247.83179582541953,252.6974057634815,259.5641830940109,True,True,False,False,False,False,False,False,False,False
2022-01-17,247.6617970579939,250.86629350791247,247.20401185086268,250.40850830078125,3393651,2022-01-17,False,True,1.6758159242691937,3.662281657049789,7.58615414506695,255.0485549914077,253.70013402179652,247.93284337347293,245.37286568039252,250.86628804637144,True,True,False,False,False,False,False,False,False,False
2022-01-18,251.32405714048954,253.61298297965612,250.86627197265625,250.86627197265625,2492696,2022-01-18,False,True,-0.8707807278239734,3.204474678874874,7.6188500541087825,254.11915876501848,253.4425101991474,248.0478797891272,247.20401185086268,250.86629350791247,True,True,False,False,False,False,False,False,False,False
2022-01-19,252.6974460671165,253.61301652388138,249.49294946843926,251.78187561035156,4741817,2022-01-19,False,True,-3.056705753097228,4.120067055442121,7.716946882603334,253.59976250842584,253.29154341834777,248.19431099780266,250.86627197265625,253.61298297965612,True,True,False,False,False,False,False,False,False,False
2022-01-20,250.86630612994554,252.23966182043793,246.2884538283042,249.49295043945312,5538212,2022-01-20,False,True,-5.657085785403144,5.951207992133732,7.945838927730632,252.68713760420968,252.9462167839028,248.24523803473014,249.49294946843926,253.61301652388138,True,True,False,False,False,False,False,False,False,False
2022-01-21,249.95073566961727,252.23966182043793,247.20402428863247,249.49295043945312,4385695,2022-01-21,False,True,-7.8101442672549215,5.035637531805463,7.8150418155554116,251.97731823426378,252.6322834798619,248.29416793295457,246.2884538283042,252.23966182043793,True,True,False,False,False,False,False,False,False,False
2022-01-24,246.74624530006855,249.95074199227724,246.28846005832446,249.03517150878906,2378221,2022-01-24,False,True,-9.832408090901838,3.6622819339527837,7.030269746196266,251.32350785082497,252.30527330067346,248.32322689671278,247.20402428863247,252.23966182043793,True,True,False,False,False,False,False,False,False,False
2022-01-25,246.28843688964844,247.66179248568739,243.5417256975706,246.28843688964844,5697799,2022-01-25,False,True,-11.778651610993455,5.493445811218464,6.60518514786307,250.20460319278573,251.75828817239844,248.24343121016125,246.28846005832446,249.95074199227724,True,True,False,False,False,False,False,False,False,False
