Date,open,high,low,close,volume,dividends,stock splits,trade_date,sqz_on,sqz_off,sqz_val,atr14,ema8,ema21,ema50,prev_bar_low,prev_bar_high,prev_ema8,prev_ema21,prev2_ema8,prev2_ema21,vi_plus,vi_minus,vortex_spread,vortex_z,weekly_bull,prev_atr14,entry_signal,day_low_so_far
2020-04-30,286.9750123541039,289.4129068765295,282.09922330925264,289.06463623046875,21757679,0.0,0.0,2020-04-30,False,False,,,289.06463623046875,289.06463623046875,289.06463623046875,,,,,,,,,,,,,False,282.09922330925264
2020-05-04,281.40265450220977,282.09919572622516,277.2234071581176,278.2682189941406,11748303,0.0,0.0,2020-05-04,False,False,,,286.66543240017364,288.0831437544389,288.6412473192402,282.09922330925264,289.4129068765295,289.06463623046875,289.06463623046875,,,,,,,False,,False,277.2234071581176
2020-05-05,281.054429107704,282.44751177986114,275.8303690871147,279.6613464355469,7287899,0.0,0.0,2020-05-05,False,False,,,285.1089688524788,287.3175258163578,288.2890943434091,277.2234071581176,282.09919572622516,286.66543240017364,288.0831437544389,289.06463623046875,289.06463623046875,,,,,False,,False,275.8303690871147
2020-05-06,282.0992189295152,285.2336546953987,279.6613244449391,284.1888427734375,8553772,0.0,0.0,2020-05-06,False,False,,,284.9044963904696,287.03310008518315,288.12830016419457,275.8303690871147,282.44751177986114,285.1089688524788,287.3175258163578,286.66543240017364,288.0831437544389,,,,,False,,False,279.6613244449391
2020-05-07,286.9749836051551,289.06460727218297,286.2784423828125,286.2784423828125,8084230,0.0,0.0,2020-05-07,False,False,,,285.2098177221013,286.9644948395131,288.0557567217874,279.6613244449391,285.2336546953987,284.9044963904696,287.03310008518315,285.1089688524788,287.3175258163578,,,,,False,,False,286.2784423828125
2020-05-08,289.06463400561495,291.1542578658965,286.6267395019531,286.6267395019531,6577964,0.0,0.0,2020-05-08,False,False,,,285.52468922873504,286.93378980882585,287.9997168308135,286.2784423828125,289.06460727218297,285.2098177221013,286.9644948395131,284.9044963904696,287.03310008518315,,,,,False,,False,286.6267395019531
2020-05-11,289.41288601014674,289.41288601014674,283.4922854539825,285.5819091796875,6480940,0.0,0.0,2020-05-11,False,False,,,285.53740477339113,286.81089156981324,287.9049008444948,286.6267395019531,291.1542578658965,285.52468922873504,286.93378980882585,285.2098177221013,286.9644948395131,,,,,False,,False,283.4922854539825
2020-05-12,284.18885087146805,285.2336628232014,281.40268566684585,283.4923095703125,5093041,0.0,0.0,2020-05-12,False,False,,,285.08293917270703,286.50920229713137,287.73185804942887,283.4922854539825,289.41288601014674,285.53740477339113,286.81089156981324,285.52468922873504,286.93378980882585,,,,,False,,False,281.40268566684585
2020-05-13,284.53710817609516,292.5473327636719,283.49229627336774,292.5473327636719,10514740,0.0,0.0,2020-05-13,False,False,,,286.74169330403254,287.058123248635,287.9207001950855,281.40268566684585,285.2336628232014,285.08293917270703,286.50920229713137,285.53740477339113,286.81089156981324,,,,,False,,False,283.49229627336774
2020-05-14,290.4576897168682,291.8507721615534,283.1440068822708,286.2784423828125,8304088,0.0,0.0,2020-05-14,False,False,,,286.63874865487253,286.9872431699239,287.85629792793753,283.49229627336774,292.5473327636719,286.74169330403254,287.058123248635,285.08293917270703,286.50920229713137,,,,,False,,False,283.1440068822708
2020-05-15,288.36806604984037,289.41287788335427,281.7509244375855,286.2784423828125,5763797,0.0,0.0,2020-05-15,False,False,,,286.55868059441474,286.9228067347319,287.79442123989344,283.1440068822708,291.8507721615534,286.63874865487253,286.9872431699239,286.74169330403254,287.058123248635,,,,,False,,False,281.7509244375855
2020-05-18,314.8366402702895,314.8366402702895,304.0402510574809,306.826416015625,25249990,0.0,0.0,2020-05-18,False,False,,,291.0626217991281,288.7322257602676,288.54077397619665,281.7509244375855,289.41287788335427,286.55868059441474,286.9228067347319,286.63874865487253,286.9872431699239,,,,,False,,False,304.0402510574809
2020-05-19,322.150333619221,323.1951455120401,319.0158979407637,321.80206298828125,21999164,0.0,0.0,2020-05-19,False,False,,,297.893608730051,291.738574599178,289.8451382511804,304.0402510574809,314.8366402702895,291.0626217991281,288.7322257602676,286.55868059441474,286.9228067347319,,,,,False,,False,319.0158979407637
2020-05-20,325.2847052391539,333.6431987356632,323.19508186502657,327.37432861328125,18417567,0.0,0.0,2020-05-20,False,False,,9.577440613029811,304.4448798152133,294.9781886004601,291.3168712065569,319.0158979407637,323.1951455120401,297.893608730051,291.738574599178,291.0626217991281,288.7322257602676,,,,,False,,False,323.19508186502657
2020-05-21,327.3743726978774,328.76745513488964,320.75723112206924,323.54339599609375,9007736,0.0,0.0,2020-05-21,False,False,,9.627193501997207,308.68899452207563,297.5750256364268,292.5806564924211,323.19508186502657,333.6431987356632,304.4448798152133,294.9781886004601,297.893608730051,291.738574599178,0.9767445155048534,0.6925067009875335,0.2842378145173199,,False,9.577440613029811,False,320.75723112206924
2020-05-22,311.0056512754967,316.92625157973345,306.4781333957862,307.8712158203125,15401024,0.0,0.0,2020-05-22,False,False,,10.000338753994091,308.5072659216838,298.5110429258709,293.1802862699855,320.75723112206924,328.76745513488964,308.68899452207563,297.5750256364268,304.4448798152133,294.9781886004601,0.9676620079074504,0.7388061596920072,0.22885584821544314,,False,9.627193501997207,False,306.4781333957862
2020-05-25,314.48839555823287,320.40899658203125,312.7470423159392,320.40899658203125,11317742,0.0,0.0,2020-05-25,False,False,,10.423241473206401,311.1520949573166,300.5017659855219,294.2480788312422,306.4781333957862,316.92625157973345,308.5072659216838,298.5110429258709,308.68899452207563,297.5750256364268,0.9880668341949386,0.6945107724036532,0.29355606179128535,,False,10.000338753994091,False,312.7470423159392
2020-05-26,320.40899658203125,325.9813269573709,319.01591398819636,320.40899658203125,6684259,0.0,0.0,2020-05-26,False,False,,10.522747381686044,313.2091842072532,302.3115142215682,295.2739971744104,312.7470423159392,320.40899658203125,311.1520949573166,300.5017659855219,308.5072659216838,298.5110429258709,1.0047282909179183,0.6784868766711938,0.3262414142467245,,False,10.423241473206401,False,319.01591398819636
2020-05-27,323.8916666053468,324.58820782385294,320.0606899035631,323.54339599609375,8149230,0.0,0.0,2020-05-27,False,False,,10.497872626082069,315.5056757158844,304.2416852919796,296.3826010497705,319.01591398819636,325.9813269573709,313.2091842072532,302.3115142215682,311.1520949573166,300.5017659855219,0.9810425682006406,0.7132703192777371,0.2677722489229035,,False,10.522747381686044,False,320.0606899035631
2020-05-28,325.9813269573709,326.6778682542884,315.88147815206776,320.40899658203125,10968535,0.0,0.0,2020-05-28,False,True,,10.920770813163257,316.5953025750282,305.71144086380247,297.32481263927093,320.0606899035631,324.58820782385294,315.5056757158844,304.2416852919796,313.2091842072532,302.3115142215682,0.9544420592679747,0.7266517121931143,0.22779034707486034,,False,10.497872626082069,False,315.88147815206776
2020-05-29,320.40900277782464,325.2847919505307,315.8814842603119,322.4986267089844,9537183,0.0,0.0,2020-05-29,False,True,,11.16953560845287,317.907152382574,307.23754866790995,298.31202103416166,315.88147815206776,326.6778682542884,316.5953025750282,305.71144086380247,315.5056757158844,304.2416852919796,0.9755014149300133,0.7305123182788941,0.24498909665111923,,False,10.920770813163257,False,315.8814842603119
2020-06-01,325.9813146456866,327.3743971869075,320.4089844808031,321.45379638671875,8722266,0.0,0.0,2020-06-01,False,True,,11.368549122257352,318.69529549460617,308.5299348241653,299.21954163622274,315.8814842603119,325.2847919505307,317.907152382574,307.23754866790995,316.5953025750282,305.71144086380247,1.0196935351723642,0.6980308622353585,0.3216626729370057,,False,11.16953560845287,False,320.4089844808031
2020-06-02,339.9121335373711,341.6534866804929,333.99153285075704,337.822509765625,17040745,0.0,0.0,2020-06-02,False,True,,12.16459582250521,322.9457875548326,311.1928961824798,300.73338352365033,320.4089844808031,327.3743971869075,318.69529549460617,308.5299348241653,317.907152382574,307.23754866790995,1.0122699056804711,0.6809817185441043,0.3312881871363669,,False,11.368549122257352,False,333.99153285075704
2020-06-03,342.6983194156569,343.7431313650949,339.2156129175303,341.30523681640625,9435845,0.0,0.0,2020-06-03,False,True,,11.915831230938696,327.0256651685156,313.93038169465495,302.3244365939545,333.99153285075704,341.6534866804929,322.9457875548326,311.1928961824798,318.69529549460617,308.5299348241653,1.0417538469887666,0.6534445582120307,0.3883092887767359,,False,12.16459582250521,False,339.2156129175303
2020-06-04,337.82253031827963,343.3948607152822,335.73290641940366,341.30523681640625,8177190,0.0,0.0,2020-06-04,False,True,,11.915831291660826,330.1989033124913,316.41900488754146,303.85309542620746,339.2156129175303,343.7431313650949,327.0256651685156,313.93038169465495,322.9457875548326,311.1928961824798,1.0292277495775068,0.6409184653275246,0.38830928424998223,,False,11.915831230938696,False,335.73290641940366
2020-06-05,343.3948588506413,346.5292946819352,342.0017762589551,344.0914001464844,8352917,0.0,0.0,2020-06-05,False,True,,10.249107004378825,333.2861248311565,318.934677183809,305.43106816033594,335.73290641940366,343.3948607152822,330.1989033124913,316.41900488754146,327.0256651685156,313.93038169465495,1.0412623649710084,0.652912489323049,0.3883498756479594,,False,11.915831291660826,False,342.0017762589551
2020-06-08,345.1361774564151,351.75331910290544,343.39482439154926,344.43963623046875,9669114,0.0,0.0,2020-06-08,False,True,,9.676947376874617,335.76468291989255,321.25330982441443,306.9608159277921,342.0017762589551,346.5292946819352,333.2861248311565,318.934677183809,330.1989033124913,316.41900488754146,1.0334190149604705,0.6838047206264878,0.3496142943339827,,False,10.249107004378825,False,343.39482439154926
2020-06-09,342.00177842336683,347.9223794755025,339.56388387248745,346.529296875,7942284,0.0,0.0,2020-06-09,False,True,,9.428187366562696,338.1568193543609,323.5511268290131,308.51252106297676,343.39482439154926,351.75331910290544,335.76468291989255,321.25330982441443,333.2861248311565,318.934677183809,0.9841691363726293,0.7941941971721189,0.18997493920051034,,False,9.676947376874617,False,339.56388387248745
2020-06-10,345.13619421386716,350.36025366210936,344.78792358398437,348.2706298828125,6677972,0.0,0.0,2020-06-10,False,True,,9.254052085513024,340.40433280512786,325.7983543793585,310.0716625853233,339.56388387248745,347.9223794755025,338.1568193543609,323.5511268290131,335.76468291989255,321.25330982441443,1.0430105144722077,0.7338704258462404,0.3091400886259673,,False,9.428187366562696,False,344.78792358398437
2020-06-11,348.2706582798338,354.53953012887087,345.48449301359517,345.832763671875,10694186,0.0,0.0,2020-06-11,False,True,,8.681893122296461,341.6106507755161,327.6196643150418,311.47405870636453,344.78792358398437,350.36025366210936,340.40433280512786,325.7983543793585,338.1568193543609,323.5511268290131,1.160458371635911,0.6389677083638665,0.5214906632720444,,False,9.254052085513024,False,345.48449301359517
2020-06-12,329.46404459222316,345.1362243032697,329.46404459222316,343.0466003417969,11862920,0.0,0.0,2020-06-12,False,True,,8.955531573577398,341.92975067913403,329.0221130447468,312.7121975940285,345.48449301359517,354.53953012887087,341.6106507755161,327.6196643150418,340.40433280512786,325.7983543793585,1.0166666446212531,0.7861108474824158,0.23055579713883734,,False,8.681893122296461,False,329.46404459222316
2020-06-15,346.8775776044971,351.7533668479338,343.0466003417969,343.0466003417969,7204482,0.0,0.0,2020-06-15,False,True,,9.07991396907471,342.17793949305906,330.2970664353877,313.9017820155096,329.46404459222316,345.1362243032697,341.92975067913403,329.0221130447468,341.6106507755161,327.6196643150418,1.073972580570858,0.7808216568944243,0.2931509236764337,,False,8.955531573577398,False,343.0466003417969
2020-06-16,342.6982515222886,355.2359924316406,342.3499809414733,355.2359924316406,11665647,0.0,0.0,2020-06-16,False,True,,9.676949224065961,345.0797290349661,332.5642415259561,315.52273144359316,343.0466003417969,351.7533668479338,342.17793949305906,330.2970664353877,341.92975067913403,329.0221130447468,1.0565549405385555,0.758354836329066,0.2982001042094895,,False,9.07991396907471,False,342.3499809414733
2020-06-17,355.93253359327133,359.4152394014246,351.7532866234873,355.2359924316406,6203179,0.0,0.0,2020-06-17,False,True,,9.453060843760008,347.3366764564493,334.6253097901092,317.0801142274382,342.3499809414733,355.2359924316406,345.0797290349661,332.5642415259561,342.17793949305906,330.2970664353877,1.1605256889510651,0.7368424681082131,0.42368322084285204,1.4023774864185208,False,9.676949224065961,False,351.7532866234873
2020-06-18,358.71876618086014,358.71876618086014,353.84297712597464,357.32568359375,5395592,0.0,0.0,2020-06-18,False,True,,9.129666655521914,349.55645582029393,336.6889801358947,318.65837184964647,351.7532866234873,359.4152394014246,347.3366764564493,334.6253097901092,345.0797290349661,332.5642415259561,1.1825611315885445,0.7220707371591377,0.46049039442940676,1.6418466739890782,False,9.453060843760008,False,353.84297712597464
2020-06-19,362.201421828497,390.0630696614583,360.80833943684894,380.3114929199219,21698522,0.0,0.0,2020-06-19,False,True,,10.970521895636479,356.39090850910014,340.6546631162608,321.07614130338277,353.84297712597464,358.71876618086014,349.55645582029393,336.6889801358947,347.3366764564493,334.6253097901092,1.1451247411572596,0.5827661129740828,0.5623586281831768,2.335204925197986,False,9.129666655521914,False,360.80833943684894
2020-06-22,385.1872854762607,401.2077331542969,380.31149705251056,401.2077331542969,17770887,0.0,0.0,2020-06-22,False,True,,11.020275462822253,366.35020287469945,346.1594876651731,324.2185566700853,360.80833943684894,390.0630696614583,356.39090850910014,340.6546631162608,349.55645582029393,336.6889801358947,1.2641083818712333,0.6004511210234135,0.6636572608478198,2.594744094239605,False,10.970521895636479,False,380.31149705251056
2020-06-23,403.9939449722343,413.7455229543227,388.67003671466676,399.814697265625,15468824,0.0,0.0,2020-06-23,False,True,,12.388480079978402,373.786757183794,351.0372339924869,327.18311120324375,380.31149705251056,401.2077331542969,366.35020287469945,346.1594876651731,356.39090850910014,340.6546631162608,1.2610444895964104,0.5923690891649303,0.6686754004314801,2.166532040367504,False,11.020275462822253,False,388.67003671466676
2020-06-24,398.42159697434,406.7800920157597,395.6354319605334,403.9939270019531,9137582,0.0,0.0,2020-06-24,False,True,35.30206565651186,12.637244777074667,380.4994615878294,355.85147881152926,330.19530005809514,388.67003671466676,413.7455229543227,373.786757183794,351.0372339924869,366.35020287469945,346.1594876651731,1.3149608566803777,0.6377950104418274,0.6771658462385503,1.9022261524468527,False,12.388480079978402,False,395.6354319605334
2020-06-29,394.24231756429754,401.20772953539824,392.15269397296737,393.5457763671875,11967207,0.0,0.0,2020-06-29,False,True,35.51437939924833,13.10990014589301,383.39864264990894,359.2782331347709,332.67963246237326,395.6354319605334,406.7800920157597,380.4994615878294,355.85147881152926,373.786757183794,351.0372339924869,1.239088986379299,0.6869068168067113,0.5521821695725878,0.9545116391912595,False,12.637244777074667,False,392.15269397296737
2020-06-30,396.3319811252732,403.29739379882807,395.63543985791773,403.2973937988281,9477547,0.0,0.0,2020-06-30,False,True,36.86057275973761,13.209408911627609,387.82058734966876,363.2799750133216,335.4489564363519,392.15269397296737,401.20772953539824,383.39864264990894,359.2782331347709,380.4994615878294,355.85147881152926,1.2372880728913833,0.6949144958341061,0.5423735770572772,0.8003182109920063,False,13.10990014589301,False,395.63543985791773
2020-07-01,410.95936423157906,413.7455294128101,400.5112448019626,401.9043273925781,7577668,0.0,0.0,2020-07-01,False,True,36.648130773841686,13.557679555044208,390.9503073592042,366.79127977507216,338.05504941502744,395.63543985791773,403.29739379882807,387.82058734966876,363.2799750133216,383.39864264990894,359.2782331347709,1.2770640476967698,0.6275223128819478,0.649541734814822,1.381923716616589,False,13.209408911627609,False,400.5112448019626
2020-07-02,401.90432111892966,405.3870275411041,399.1181559811901,399.814697265625,6018098,0.0,0.0,2020-07-02,False,True,36.71231242411418,13.607432518029137,392.9201717828533,369.79340863784967,340.47699638956067,400.5112448019626,413.7455294128101,390.9503073592042,366.79127977507216,387.82058734966876,363.2799750133216,1.241316172799411,0.6855568896461168,0.5557592831532943,0.676718801666334,False,13.557679555044208,False,399.1181559811901
2020-07-03,400.51124116294403,408.86973663069244,400.51124116294403,407.4766540527344,8709502,0.0,0.0,2020-07-03,False,True,37.98176105733468,13.607432678728546,396.1549456206046,373.21915822102096,343.1044339449793,399.1181559811901,405.3870275411041,392.9201717828533,369.79340863784967,390.9503073592042,366.79127977507216,1.2413160222089856,0.6855570166107913,0.5557590055981944,0.6172471228012729,False,13.607432518029137,False,400.51124116294403
2020-07-06,416.34314260175154,417.7616882324219,411.37823289440524,417.7616882324219,7257983,10.500859,0.0,2020-07-06,False,True,40.39197808937206,13.172883757302523,400.95644397878624,377.26847913114835,346.03216940723195,400.51124116294403,408.86973663069244,396.1549456206046,373.21915822102096,392.9201717828533,369.79340863784967,1.3739150054693232,0.5858051500282798,0.7881098554410434,1.8626433478001363,True,13.607432678728546,False,411.37823289440524
2020-07-07,424.145140712701,448.2604162716171,422.0173222810319,438.3305969238281,19356242,0.0,0.0,2020-07-07,False,True,44.618650724729235,14.729452438235256,409.26181129990664,382.8195807486647,349.6517155843534,411.37823289440524,417.7616882324219,400.95644397878624,377.26847913114835,396.1549456206046,373.21915822102096,1.2994895745573751,0.5344026320722389,0.7650869424851362,1.5193067933149313,True,13.172883757302523,False,422.0173222810319
2020-07-08,446.132527776998,478.0497992395813,443.2954369803239,468.8292541503906,21759399,0.0,0.0,2020-07-08,False,True,51.948670970746164,16.646108925777103,422.4990208222364,390.63864196700337,354.3253445477274,422.0173222810319,448.2604162716171,409.26181129990664,382.8195807486647,400.95644397878624,377.26847913114835,1.337995497982657,0.4538255241341684,0.8841699738484885,1.8906881454855113,True,14.729452438235256,False,443.2954369803239
2020-07-09,468.8292689638387,470.24781440699707,453.9345418106759,461.7365417480469,17160954,0.0,0.0,2020-07-09,False,True,56.792501723759045,17.26406034137595,431.2184699168609,397.10208740164364,358.5375483595046,443.2954369803239,478.0497992395813,422.4990208222364,390.63864196700337,409.26181129990664,382.8195807486647,1.3310102681861082,0.5229466658891603,0.808063602296948,1.3769432354853521,True,16.646108925777103,False,453.9345418106759
2020-07-10,454.64386848350625,458.89950531798524,436.9120483398438,436.91204833984375,16945547,0.0,0.0,2020-07-10,False,True,56.12116199057743,18.688967795184347,432.48370956641264,400.72117475966184,361.61105816265524,453.9345418106759,470.24781440699707,431.2184699168609,397.10208740164364,422.4990208222364,390.63864196700337,1.2218838317686096,0.5891866436712594,0.6326971880973502,0.3281058801770987,True,17.26406034137595,False,436.9120483398438
2020-07-13,444.0047804403381,453.22532699900324,438.330597942698,446.1325988769531,10446840,0.0,0.0,2020-07-13,False,True,56.09728994604389,17.51581726600229,435.5167960798661,404.84948604305197,364.92562838674536,436.9120483398438,458.89950531798524,432.48370956641264,400.72117475966184,431.2184699168609,397.10208740164364,1.2225425727672634,0.7040061253637458,0.5185364474035176,-0.3393428531497621,True,18.688967795184347,False,438.330597942698
2020-07-14,444.71405723559286,445.4233300541504,432.6564193201143,433.3656921386719,9142920,0.0,0.0,2020-07-14,False,True,51.40817442866259,16.98581293189256,435.0387729818229,407.44186841538107,367.60955245544835,438.330597942698,453.22532699900324,435.5167960798661,404.84948604305197,432.48370956641264,400.72117475966184,1.1206284399370061,0.7714620129910801,0.34916642694592603,-1.4536521183883435,True,17.51581726600229,False,432.6564193201143
