Date,open,high,low,close,volume,dividends,stock splits,trade_date,sqz_on,sqz_off,sqz_val,atr14,ema8,ema21,ema50,prev_bar_low,prev_bar_high,prev_ema8,prev_ema21,prev2_ema8,prev2_ema21,vi_plus,vi_minus,vortex_spread,vortex_z,weekly_bull,entry_signal,day_low_so_far
2020-04-30,59.65352948553643,60.279815673828125,59.49696092481737,60.279815673828125,49682112,0.0,0.0,2020-04-30,False,False,,,60.279815673828125,60.279815673828125,60.279815673828125,,,,,,,,,,,False,False,59.49696092481737
2020-05-04,57.93124266758861,58.7140972982317,57.85295839906567,58.322669982910156,50274654,0.0,0.0,2020-05-04,False,False,,,59.84489440917969,60.101893338290125,60.20306486241957,59.49696092481737,60.279815673828125,60.279815673828125,60.279815673828125,,,,,,,False,False,57.85295839906567
2020-05-05,58.47924456083226,58.714103363368714,57.931248651857125,58.0095329284668,30499283,0.0,0.0,2020-05-05,False,False,,,59.4370363023546,59.91167875557891,60.117044002264564,57.85295839906567,58.7140972982317,59.84489440917969,60.101893338290125,60.279815673828125,60.279815673828125,,,,,False,False,57.931248651857125
2020-05-06,58.00953265255231,58.87067163657767,58.00953265255231,58.166107177734375,26782236,0.0,0.0,2020-05-06,False,False,,,59.15460760799455,59.75299043032032,60.040536675812405,57.931248651857125,58.714103363368714,59.4370363023546,59.91167875557891,59.84489440917969,60.101893338290125,,,,,False,False,58.00953265255231
2020-05-07,58.322670645314915,59.340384065792435,58.322670645314915,58.87066650390625,31856315,0.0,0.0,2020-05-07,False,False,,,59.091509584863815,59.67277916428267,59.99465941416903,58.00953265255231,58.87067163657767,59.15460760799455,59.75299043032032,59.4370363023546,59.91167875557891,,,,,False,False,58.322670645314915
2020-05-08,60.12324775342477,60.12324775342477,59.41867727726983,59.65353012084961,38394983,0.0,0.0,2020-05-08,False,False,,,59.216403037305106,59.6710292512433,59.981281794823175,58.322670645314915,59.340384065792435,59.091509584863815,59.67277916428267,59.15460760799455,59.75299043032032,,,,,False,False,59.41867727726983
2020-05-11,60.20151802257754,62.002079961768814,60.20151802257754,61.76722717285156,58601957,0.0,0.0,2020-05-11,False,False,,,59.78325284520432,59.86159269866223,60.05131886847135,59.41867727726983,60.12324775342477,59.216403037305106,59.6710292512433,59.091509584863815,59.67277916428267,,,,,False,False,60.20151802257754
2020-05-12,61.29752603378968,61.3758103100588,60.2798125241688,60.514671325683594,45434634,0.0,0.0,2020-05-12,False,False,,,59.945790285310835,59.9209634829369,60.06948955306791,60.20151802257754,62.002079961768814,59.78325284520432,59.86159269866223,59.216403037305106,59.6710292512433,,,,,False,False,60.2798125241688
2020-05-13,60.827804680964505,61.68894958496094,60.827804680964505,61.68894958496094,42897241,0.0,0.0,2020-05-13,False,False,,,60.33315901856641,60.08168949221181,60.13299778961273,60.2798125241688,61.3758103100588,59.945790285310835,59.9209634829369,59.78325284520432,59.86159269866223,,,,,False,False,60.827804680964505
2020-05-14,61.06266972232711,61.76724018289549,61.06266972232711,61.21923828125,41840911,0.0,0.0,2020-05-14,False,False,,,60.530065521384984,60.18510301848801,60.17559545595145,60.827804680964505,61.68894958496094,60.33315901856641,60.08168949221181,59.945790285310835,59.9209634829369,,,,,False,False,61.06266972232711
