Date,open,high,low,close,volume,trade_date,sqz_on,sqz_off,sqz_val,tr,atr14,ema8,ema21,ema50,prev_bar_low,prev_bar_high,weekly_bull,near_ema50,momentum_up,sqz_fired,entry_fired,entry_pullback,entry_strong,entry_fired_next,entry_pullback_next,entry_strong_next
2022-01-03,89.18490548735683,89.61162752318151,87.90473937988281,87.90473937988281,21800309,2022-01-03,True,False,-0.7676357968127197,1.7068881432986984,1.0972875050853261,88.85787894024222,89.20601463186549,89.98670092978631,88.75818634033203,89.6116304397583,False,False,False,False,False,False,False,False,False,False
2022-01-04,88.75817340353261,88.75817340353261,87.90472942849864,88.33145141601562,18097232,2022-01-04,True,False,-0.7688572346903134,0.8534439750339686,1.066807352236564,88.74089504596964,89.12650888497005,89.92178918414825,87.90473937988281,89.61162752318151,False,True,False,False,False,False,False,False,False,False
2022-01-05,88.75817815098195,94.73228629575958,88.33145614064068,93.02539825439453,142256949,2022-01-05,False,True,-0.06842467220843296,6.400834879743954,1.4325694092882892,89.69300687006407,89.48095337309955,90.04349934376576,87.90472942849864,88.75817340353261,False,True,True,False,False,False,False,False,False,False
2022-01-06,92.1719482992297,92.5986702820965,90.46506036776249,91.3185043334961,49111058,2022-01-06,False,True,0.18821643027663293,2.560337886632041,1.4630499770773693,90.05422852860451,89.64800346040832,90.09349953944147,88.33145614064068,94.73228629575958,False,True,True,False,False,False,False,False,False,False
2022-01-07,92.17195064920776,92.59867264295409,90.46506267422242,90.89178466796875,38575103,2022-01-07,False,True,0.4241311983665219,2.133609968731662,1.554490405198633,90.2403521151299,89.76107447927745,90.1248048385994,90.46506036776249,92.5986702820965,False,True,True,False,False,False,False,False,False,False
2022-01-10,90.46507212077601,90.89179415908156,88.75818396755382,89.18490600585938,34566857,2022-01-10,False,True,0.25908193554982395,2.133610191527737,1.6459308423328036,90.005808535292,89.70869552714854,90.08794606084489,90.46506267422242,92.59867264295409,False,True,False,False,False,False,False,False,False,False
2022-01-11,89.18490600585938,89.61162804416492,88.75818396755382,89.18490600585938,26075278,2022-01-11,False,True,0.0842792381230637,0.8534440766110976,1.6154506602352703,89.82338575097364,89.66107829794043,90.05253272535526,88.75818396755382,90.89179415908156,False,True,False,False,False,False,False,False,False,False
2022-01-12,89.61162804416492,90.03835008247046,88.75818396755382,89.18490600585938,18805639,2022-01-12,False,True,-0.07025408113565457,1.2801661149166392,1.6459300548833338,89.68150136317047,89.61778990775124,90.01850814812013,88.75818396755382,89.61162804416492,False,True,False,False,False,False,False,False,False,False
2022-01-13,89.61163091433556,90.0383529663086,89.18490886236253,90.0383529663086,19590729,2022-01-13,False,True,-0.005939727998811373,0.8534469604492188,1.6459293396275965,89.7608017194234,89.65602291307464,90.01928637628438,88.75818396755382,90.03835008247046,False,True,True,False,False,False,False,False,False,False
2022-01-14,89.61161737856658,90.03833936608356,87.90472942849864,88.33145141601562,38360049,2022-01-14,False,True,-0.3782568141196535,2.133623537809953,1.737370728083574,89.44316831866611,89.53560732243291,89.95309676999933,89.18490886236253,90.0383529663086,False,True,False,False,False,False,False,False,False,False
2022-01-17,88.33145141601562,89.1848953910496,88.33145141601562,88.33145141601562,16094235,2022-01-17,False,True,-0.725427811286547,0.8534439750339686,1.7373707208280647,89.19612011807712,89.42613860366771,89.88950283454899,87.90472942849864,90.03833936608356,False,True,False,False,False,False,False,False,False,False
2022-01-18,89.1848953910496,89.1848953910496,88.33145141601562,88.33145141601562,14778734,2022-01-18,False,True,-1.0992678934412368,0.8534439750339686,1.7373705075841184,89.00397151761901,89.32662158660843,89.82840277892024,88.33145141601562,89.1848953910496,False,True,False,False,False,False,False,False,False,False
2022-01-19,88.33145141601562,89.1848953910496,87.90472942849864,88.33145141601562,23938918,2022-01-19,False,True,-1.3322894665241858,1.280165962550953,1.7678502676285806,88.85452260615159,89.2361515711,89.76969880390438,88.33145141601562,89.1848953910496,False,True,False,False,False,False,False,False,False,False
2022-01-20,88.33146141570748,88.75818345153216,87.90473937988281,87.90473937988281,28843468,2022-01-20,False,True,-1.6995751323551156,0.8534440716493492,1.767850265644515,88.64345966698076,89.11511409917117,89.69656314021725,87.90472942849864,89.1848953910496,False,True,False,False,False,False,False,False,False,False
2022-01-21,87.47802210789101,87.90474416695389,87.05130004882812,87.05130004882812,32900646,2022-01-21,False,True,-2.1145608883934846,0.8534441181257648,1.7068899781321625,88.28964641850239,88.92749464004908,89.59282733271179,87.90473937988281,88.75818345153216,False,False,False,False,False,False,False,False,False,False
