Date,open,high,low,close,volume,trade_date,sqz_on,sqz_off,sqz_val,tr,atr14,ema8,ema21,ema50,prev_bar_low,prev_bar_high,weekly_bull,near_ema50,momentum_up,sqz_fired,entry_fired,entry_pullback,entry_strong,entry_fired_next,entry_pullback_next,entry_strong_next
2022-01-03,889.0465390412704,896.4245186183764,844.7786615786346,848.4676513671875,7374387,2022-01-03,False,True,40.611822896317484,51.64585703974183,25.29592800306807,845.9634232795642,816.9521021176203,776.3844397517598,866.9125237985819,885.3574711134453,True,False,False,False,False,False,False,False,False,False
2022-01-04,859.5345458984375,866.9125248331881,844.7785880289364,859.5345458984375,6688764,2022-01-04,False,True,42.86657812220399,22.133936804251675,25.559427081115,848.9792283059804,820.8232333704218,779.6452282281001,844.7786615786346,896.4245186183764,True,False,True,False,False,False,False,False,False,False
2022-01-05,863.2235471035572,877.9795051737034,848.4675890334108,866.9125366210938,7020406,2022-01-05,False,True,44.55823639252348,29.511916140292556,26.086425546866817,852.9644079315611,825.0131700295738,783.0674756160607,844.7785880289364,866.9125248331881,True,False,True,False,False,False,False,False,False,False
2022-01-06,848.4677271905975,852.1567173088175,818.9558062448376,837.4007568359375,8129690,2022-01-06,False,True,42.36225555814088,47.95673037625613,27.930916995338237,849.5058187992004,826.1393142846977,785.1981925266441,848.4675890334108,877.9795051737034,True,False,False,False,False,False,False,False,False,False
2022-01-07,833.7116976651278,844.7786671031605,804.1997791637074,811.5777587890625,8258414,2022-01-07,False,True,34.45254036752028,40.578887939453125,29.511912726121693,841.0773610191698,824.8155365123672,786.2326853212487,818.9558062448376,852.1567173088175,True,False,False,False,False,False,False,False,False,False
2022-01-10,796.8217639661815,807.8887329101562,789.4437846701984,807.8887329101562,7069419,2022-01-10,False,True,24.898055893379553,22.133974118864103,30.03891220280395,833.702110328278,823.2767361848935,787.0819420894412,804.1997791637074,844.7786671031605,True,True,False,False,False,True,False,False,False,False
2022-01-11,804.199695163303,807.8886845906576,785.75474802653,796.8217163085938,4406422,2022-01-11,False,True,13.676930367926891,22.133984883626226,28.721423067075087,825.5064672127926,820.8717343779571,787.463894019604,789.4437846701984,807.8887329101562,True,True,False,False,False,True,False,False,True,False
2022-01-12,807.8887213781682,807.8887213781682,789.4437734014977,800.5107421875,3016339,2022-01-12,False,True,3.3003364944965305,18.444947976670505,29.24842158069424,819.9518616516165,819.0207350879155,787.9755351242275,785.75474802653,807.8886845906576,True,True,False,False,False,True,False,False,True,False
2022-01-13,804.1997791637074,818.9557384144176,800.5107893510298,811.5777587890625,5047874,2022-01-13,False,True,-5.760073880326594,18.444996226917624,29.51192345271411,818.0909499043822,818.3441008789288,788.9011125228484,789.4437734014977,807.8887213781682,True,True,False,False,False,False,False,False,True,False
2022-01-14,804.1997081774501,804.1997081774501,778.3767817680825,785.7547607421875,5581491,2022-01-14,False,True,-17.027312658891475,33.20097702097996,30.038922729374104,810.9051300905612,815.3814335937705,788.7777261785087,800.5107893510298,818.9557384144176,True,True,False,False,False,False,False,False,False,False
