Date,open,high,low,close,volume,dividends,stock splits,capital gains,trade_date,sqz_on,sqz_off,sqz_val,atr14,ema8,ema21,ema50,prev_bar_low,prev_bar_high,prev_ema8,prev_ema21,prev2_ema8,prev2_ema21,vi_plus,vi_minus,vortex_spread,vortex_z,weekly_bull,entry_signal,day_low_so_far
2022-01-24,31.59190303015445,32.014312744140625,31.50297234822776,32.014312744140625,52641948,0.0,0.0,0.0,2022-01-24,False,False,,0.44565775646026423,32.25818749783463,32.23095857458747,32.08337193761296,31.636371358223368,32.003200722443374,32.32786599889006,32.25262315763216,32.50320431285168,32.306467283392934,0.8396288944673723,0.9459133439470325,-0.1062844494796602,,True,False,31.50297234822776
2022-01-25,31.691949031077247,31.691949031077247,31.402930233640994,31.491857528686523,96087792,0.0,0.0,0.0,2022-01-25,False,False,,0.466796002127306,32.087891949135056,32.163767570414656,32.06017529412565,31.50297234822776,32.014312744140625,32.25818749783463,32.23095857458747,32.32786599889006,32.25262315763216,0.7356491853393891,0.9799878829524568,-0.2443386976130677,,True,False,31.402930233640994
2022-01-26,31.380690987149453,31.614129334493203,31.358460863624195,31.469621658325195,71003288,0.0,0.0,0.0,2022-01-26,False,False,,0.4493175448998232,31.950498551177308,32.10066339658834,32.03701632801583,31.402930233640994,31.691949031077247,32.087891949135056,32.163767570414656,32.25818749783463,32.23095857458747,0.7857357084829917,0.9483502294601734,-0.16261452097718176,,True,False,31.358460863624195
2022-02-07,31.703063052204506,31.747526695886034,31.39181076171668,31.63636589050293,96090320,0.0,0.0,0.0,2022-02-07,False,False,,0.4358775831683869,31.88069129324967,32.058454532398756,32.02130454615258,31.358460863624195,31.614129334493203,31.950498551177308,32.10066339658834,32.087891949135056,32.163767570414656,0.802419405439916,0.9338101412333302,-0.1313907357934142,,True,False,31.39181076171668
2022-02-08,31.858686995448338,31.903150638423917,31.747526191830136,31.769756317138672,44340368,0.0,0.0,0.0,2022-02-08,False,True,,0.4176391871479212,31.856039076336113,32.03220924010238,32.011439909720664,31.39181076171668,31.747526695886034,31.88069129324967,32.058454532398756,31.950498551177308,32.10066339658834,0.8765464217479373,0.8406419586139755,0.035904463133961784,,True,False,31.747526191830136
2022-02-09,31.903152021438494,31.903152021438494,31.714177290152016,31.880918502807617,32243600,0.0,0.0,0.0,2022-02-09,False,True,,0.40316660144198047,31.861567837774224,32.01845553671195,32.00632142317505,31.747526191830136,31.903150638423917,31.856039076336113,32.03220924010238,31.88069129324967,32.058454532398756,0.816099620809858,0.8619018646425107,-0.045802243832652745,,True,False,31.714177290152016
2022-02-10,31.99208123313091,32.24775314331055,31.90315393798252,32.24775314331055,24016868,0.0,0.0,0.0,2022-02-10,False,True,,0.40916844265098845,31.947386794560074,32.03930077367546,32.0157893337686,31.714177290152016,31.903152021438494,31.861567837774224,32.01845553671195,31.856039076336113,32.03220924010238,0.7871405413001205,0.841665268434413,-0.05452472713429257,,True,False,31.90315393798252
2022-02-11,32.169940677563496,32.24775460862328,32.02543296829132,32.225521087646484,17259684,0.0,0.0,0.0,2022-02-11,False,True,,0.4110627701355103,32.00919441524594,32.056229893127366,32.02401410843048,31.90315393798252,32.24775314331055,31.947386794560074,32.03930077367546,31.861567837774224,32.01845553671195,0.7772368180730806,0.8745291750902408,-0.0972923570171601,,True,False,32.02543296829132
2022-02-14,32.00319613480976,32.00319613480976,31.614133304498946,31.72529411315918,47456160,0.0,0.0,0.0,2022-02-14,False,True,,0.42132393356727044,31.94610545922666,32.02614482222116,32.01229959881199,32.02543296829132,32.24775460862328,32.00919441524594,32.056229893127366,31.947386794560074,32.03930077367546,0.7012222589626859,0.9090158407075433,-0.2077935817448574,,True,False,31.614133304498946
2022-02-15,31.725287694374355,31.836448480544103,31.558546515119733,31.580780029296875,29444908,0.0,0.0,0.0,2022-02-15,False,True,,0.40854167159956895,31.864922030353377,31.9856571137735,31.995377262752577,31.614133304498946,32.00319613480976,31.94610545922666,32.02614482222116,32.00919441524594,32.056229893127366,0.6346105452580048,1.0113951159760168,-0.3767845707180121,,True,False,31.558546515119733
2022-02-16,31.992076353938103,32.11435391038743,31.969846229720808,32.10323715209961,26800172,0.0,0.0,0.0,2022-02-16,False,True,,0.4140214743035711,31.917880946296982,31.99634620816678,31.999607062334814,31.558546515119733,31.836448480544103,31.864922030353377,31.9856571137735,31.94610545922666,32.02614482222116,0.6789389548443487,0.9365746633025661,-0.25763570845821737,,True,False,31.969846229720808
2022-02-17,32.10324331631346,32.23663765666394,32.01431601765246,32.1254768371582,19763216,0.0,0.0,0.0,2022-02-17,False,True,,0.39804577240394984,31.964013366488366,32.00808535625691,32.00454313193573,31.969846229720808,32.11435391038743,31.917880946296982,31.99634620816678,31.864922030353377,31.9856571137735,0.7345435970690078,0.8359596059523973,-0.10141600888338942,,True,False,32.01431601765246
2022-02-18,31.90315427799882,32.047661982244804,31.803110221800917,32.03654861450195,15468844,0.0,0.0,0.0,2022-02-18,False,True,,0.39620922955401056,31.980132310491385,32.01067292518828,32.00579824889911,32.01431601765246,32.23663765666394,31.964013366488366,32.00808535625691,31.917880946296982,31.99634620816678,0.7067012354448531,0.8375904342425011,-0.13088919879764804,,True,False,31.803110221800917
2022-02-21,31.89203661401322,31.980967299947803,31.747528913862876,31.969850540161133,18011756,0.0,0.0,0.0,2022-02-21,False,True,,0.35968533258310814,31.977847472640217,32.00696179927672,32.00438853483095,31.803110221800917,32.047661982244804,31.980132310491385,32.01067292518828,31.964013366488366,32.00808535625691,0.7924941102215002,0.818985823801172,-0.02649171357967184,,True,False,31.747528913862876
