Date,open,high,low,close,volume,dividends,stock splits,capital gains,trade_date,sqz_on,sqz_off,sqz_val,atr14,ema8,ema21,ema50,prev_bar_low,prev_bar_high,prev_ema8,prev_ema21,prev2_ema8,prev2_ema21,vi_plus,vi_minus,vortex_spread,vortex_z,weekly_bull,entry_signal,day_low_so_far
2022-08-04,26.32809810689746,26.429926768899612,26.067871605879017,26.373355865478516,27397668,0.0,0.0,0.0,2022-08-04,False,True,1.3267759753924953,0.30132228898556285,26.3123702903272,26.147616192248986,26.583332097117246,26.135754911361204,26.30546760559082,26.294945840283965,26.125042224926034,26.291939621624866,26.106999686859556,1.0920879885018295,0.7297424026779549,0.36234558582387466,0.6418753273701657,False,False,26.067871605879017
2022-08-05,26.701464345764414,27.040889739990234,26.678836331430727,27.040889739990234,37238236,0.0,0.0,0.0,2022-08-05,False,True,1.3815071162676174,0.3304521383584671,26.474263501363428,26.228822878407282,26.60127553409266,26.067871605879017,26.429926768899612,26.3123702903272,26.147616192248986,26.294945840283965,26.125042224926034,1.0659044488497875,0.7142220189522959,0.35168242989749166,0.5403126773964508,False,False,26.678836331430727
2022-08-08,26.92774688272856,26.984317779541016,26.769349062216392,26.984317779541016,34765628,0.0,0.0,0.0,2022-08-08,False,True,1.3705491471744833,0.3329097603905308,26.587608896514002,26.297504233055804,26.61629679862005,26.678836331430727,27.040889739990234,26.474263501363428,26.228822878407282,26.3123702903272,26.147616192248986,1.0896594872534906,0.7066409115144539,0.38301857573903675,0.545800831426243,False,False,26.769349062216392
2022-08-09,26.79197630977543,27.040887903353404,26.701462532181605,26.961688995361328,31536632,0.0,0.0,0.0,2022-08-09,False,True,1.2330193883176161,0.3265047008792316,26.670737807368962,26.357884665992668,26.629841590649118,26.769349062216392,26.984317779541016,26.587608896514002,26.297504233055804,26.474263501363428,26.228822878407282,1.0419820778071909,0.7799126685663433,0.26206940924084754,0.10944639280254567,False,False,26.701462532181605
2022-08-10,26.70146483725997,26.746720866760377,26.588323037102086,26.678836822509766,28891416,0.0,0.0,0.0,2022-08-10,False,True,1.093392615684408,0.3313961786437944,26.672537588511364,26.38706213476695,26.631762972290712,26.701462532181605,27.040887903353404,26.670737807368962,26.357884665992668,26.587608896514002,26.297504233055804,0.9560396986946015,0.8075328614684427,0.14850683722615876,-0.34688312722214776,False,False,26.588323037102086
2022-08-11,27.108775247139533,27.255858202088998,27.063517492503163,27.165346145629883,42912384,0.0,0.0,0.0,2022-08-11,False,True,1.021077018386004,0.3580937254243311,26.782050601204368,26.457815226663577,26.652687802617738,26.588323037102086,26.746720866760377,26.672537588511364,26.38706213476695,26.670737807368962,26.357884665992668,0.9188082064969637,0.8082671137680821,0.11054109272888157,-0.6059959810914163,False,False,27.063517492503163
2022-08-12,27.27848921849259,27.380316149975197,27.22191831735628,27.335060119628906,33697348,0.0,0.0,0.0,2022-08-12,False,True,0.9697825767225051,0.3581238343121788,26.90494160529871,26.537564762387696,26.67944750132406,27.063517492503163,27.255858202088998,26.782050601204368,26.457815226663577,26.672537588511364,26.38706213476695,0.9526383544176391,0.7609153727345639,0.19172298168307522,-0.45838849127612225,False,False,27.22191831735628
2022-08-15,27.482140468004978,27.629225142253546,27.436884441962373,27.583969116210938,38189448,0.0,0.0,0.0,2022-08-15,False,True,0.9469820959494284,0.3565515423621792,27.05583660772365,26.632692430917082,26.714918937201976,27.22191831735628,27.380316149975197,26.90494160529871,26.537564762387696,26.782050601204368,26.457815226663577,1.0112900156381928,0.7009521347194985,0.3103378809186943,-0.0672427753277361,False,False,27.436884441962373
2022-08-16,27.606596764499333,27.67448252907308,27.58396875177699,27.62922477722168,39489064,0.0,0.0,0.0,2022-08-16,False,True,0.9076050158708383,0.3380130354757695,27.183256200945433,26.723286280581135,26.75077406818314,27.436884441962373,27.629225142253546,27.05583660772365,26.632692430917082,26.90494160529871,26.537564762387696,1.0501495216235934,0.6797594932450277,0.3703900283785657,0.11983403323316129,False,False,27.58396875177699
2022-08-17,27.6292262065103,27.674483960702933,27.56134216483155,27.640541076660156,55419464,0.0,0.0,0.0,2022-08-17,False,True,0.8701915170304142,0.3259302945265493,27.28487506221537,26.80667308022468,26.785666892044983,27.58396875177699,27.67448252907308,27.183256200945433,26.723286280581135,27.05583660772365,26.632692430917082,0.9703348550109868,0.7198555888225032,0.2504792661884836,-0.8290564839763801,False,False,27.56134216483155
2022-08-18,27.470827580390623,27.482140723803212,27.368998931236863,27.45951271057129,21088012,0.0,0.0,0.0,2022-08-18,False,True,0.8157041131293269,0.31951606871973226,27.323683428516688,26.86602213752892,26.8120922182617,27.56134216483155,27.674483960702933,27.28487506221537,26.80667308022468,27.183256200945433,26.723286280581135,0.9267411142114711,0.7874515313338829,0.1392895828775882,-1.5827612160597386,False,False,27.368998931236863
2022-08-19,27.436884513283555,27.60659720099459,27.357685604299753,27.504770278930664,16104076,0.0,0.0,0.0,2022-08-19,False,True,0.775991776625545,0.32277708018377893,27.363924950830906,26.92409015038362,26.839256063778134,27.368998931236863,27.482140723803212,27.323683428516688,26.86602213752892,27.28487506221537,26.80667308022468,0.9474668917873643,0.7420672641574638,0.2053996276299005,-1.0171930256903188,False,False,27.357685604299753
2022-08-22,27.15403127536909,27.210602173859442,27.097460376878736,27.165346145629883,20028000,0.0,0.0,0.0,2022-08-22,False,True,0.6750563351339742,0.31437209734668087,27.319796327452902,26.946022513587824,26.85204391012526,27.357685604299753,27.60659720099459,27.363924950830906,26.92409015038362,27.323683428516688,26.86602213752892,0.9845780035173203,0.7352164613249185,0.2493615421924018,-0.6475023174478721,False,False,27.097460376878736
2022-08-23,26.82592191012344,26.9277488412292,26.746721267700195,26.746721267700195,41302508,0.0,0.0,0.0,2022-08-23,False,True,0.48638774932670126,0.33215153903954303,27.19244631417452,26.92790421850713,26.847913610422317,27.097460376878736,27.210602173859442,27.319796327452902,26.946022513587824,27.363924950830906,26.92409015038362,0.9124099646145813,0.7445237195184303,0.16788624509615102,-1.0941283460961608,False,False,26.746721267700195
2022-08-24,26.882492408075322,26.9164335669972,26.622265922430824,26.678836822509766,28253912,0.0,0.0,0.0,2022-08-24,False,True,0.32077321297965344,0.3273024305785273,27.078310871582353,26.905261727961914,26.841283148151238,26.746721267700195,26.9277488412292,27.19244631417452,26.92790421850713,27.319796327452902,26.946022513587824,0.8987663336809713,0.7703693629553953,0.128396970725576,-1.234353995914996,False,False,26.622265922430824
2022-08-25,26.814605929270513,27.02957465333063,26.803291058990794,26.92774772644043,19574876,0.0,0.0,0.0,2022-08-25,False,True,0.21500652174826296,0.3046741417434663,27.04485239488415,26.907305909641778,26.844673915927284,26.622265922430824,26.9164335669972,27.078310871582353,26.905261727961914,27.19244631417452,26.92790421850713,0.8328917891381068,0.7957554809193675,0.037136308218739256,-1.6284192113898117,False,False,26.803291058990794
2022-08-26,27.120091336152335,27.176662240786115,27.029577543456888,27.063520431518555,39838948,0.0,0.0,0.0,2022-08-26,False,True,0.16350900660469447,0.3030579872128837,27.04900084746957,26.921507229812395,26.85325613222498,26.803291058990794,27.02957465333063,27.04485239488415,26.907305909641778,27.078310871582353,26.905261727961914,0.8533345716803689,0.7359996150490615,0.11733495663130733,-1.0092239096195381,False,False,27.029577543456888
2022-08-29,26.305470090810413,26.4638679298267,26.248899187389316,26.373355865478516,63102952,0.0,0.0,0.0,2022-08-29,False,True,-0.013671857729082193,0.33700054956698644,26.898857518138225,26.871675287600226,26.834436513921197,27.029577543456888,27.176662240786115,27.04900084746957,26.921507229812395,27.04485239488415,26.907305909641778,0.8297376847222807,0.7985607310148255,0.031176953707455213,-1.5699216556495743,False,False,26.248899187389316
2022-08-30,26.373353590869705,26.5204365459536,26.294152951785374,26.418609619140625,48621412,0.0,0.0,0.0,2022-08-30,False,True,-0.2082909169429774,0.32649466641762814,26.792135762805422,26.830487499558444,26.81812957687098,26.248899187389316,26.4638679298267,26.898857518138225,26.871675287600226,27.04900084746957,26.921507229812395,0.9059408118999339,0.7623764409451331,0.1435643709548008,-0.6473813914364285,False,False,26.294152951785374
2022-08-31,26.237584072919823,26.610952377319336,26.203642912307373,26.610952377319336,28183656,0.0,0.0,0.0,2022-08-31,False,True,-0.3431686321365601,0.31437238680568036,26.751872788252957,26.81052976117307,26.81000498081013,26.294152951785374,26.5204365459536,26.792135762805422,26.830487499558444,26.898857518138225,26.871675287600226,0.8611834299704608,0.791773191593046,0.06941023837741478,-1.2171615780252256,False,False,26.203642912307373
2022-09-01,26.135755615820667,26.158383630379834,25.966042917016637,26.056556701660156,84246316,0.0,0.0,0.0,2022-09-01,False,True,-0.5607688234616148,0.34508234794549353,26.597358102343446,26.741986755762802,26.780457989470914,26.203642912307373,26.610952377319336,26.751872788252957,26.81052976117307,26.792135762805422,26.830487499558444,0.7283380971873579,0.8477753607534593,-0.1194372635661014,-2.4194280881829577,False,False,25.966042917016637
2022-09-02,26.04524225338548,26.04524225338548,25.762387750793533,25.77370262145996,55976232,0.0,0.0,0.0,2022-09-02,False,True,-0.7388018841644226,0.3450826285342067,26.414323551036006,26.653960925371635,26.740977386803817,25.966042917016637,26.158383630379834,26.597358102343446,26.741986755762802,26.751872788252957,26.81052976117307,0.6604226137461863,0.9180327072690954,-0.2576100935229091,-2.7232280593539784,False,False,25.762387750793533
2022-09-05,25.818955897752204,25.966040568694993,25.728442121294584,25.830270767211914,35512716,0.0,0.0,0.0,2022-09-05,False,True,-0.8777578194831139,0.3555886763988007,26.28453404351954,26.579080001902568,26.705263401721783,25.762387750793533,26.04524225338548,26.414323551036006,26.653960925371635,26.597358102343446,26.741986755762802,0.6340913655971264,0.9454550821287309,-0.31136371653160444,-2.5056231788180017,False,False,25.728442121294584
2022-09-06,25.977356727575035,26.113126535797228,25.852900062967404,25.999984741210938,25904464,0.0,0.0,0.0,2022-09-06,False,True,-0.974745758820567,0.36771110302122445,26.221300865228738,26.52643497820333,26.677605415035085,25.728442121294584,25.966040568694993,26.28453404351954,26.579080001902568,26.414323551036006,26.653960925371635,0.6703300321801388,0.9142860484564064,-0.24395601627626762,-1.8170326962570567,False,False,25.852900062967404
2022-09-07,25.59267459599201,25.603989466458053,25.366390997925933,25.389019012451172,61955568,0.0,0.0,0.0,2022-09-07,False,True,-1.170961079177308,0.39357193143991814,26.03634934238928,26.423033526771317,26.627072614933756,25.852900062967404,26.113126535797228,26.221300865228738,26.52643497820333,26.28453404351954,26.579080001902568,0.6570841500546605,0.9342917912541027,-0.2772076411994422,-1.73280442767604,False,False,25.366390997925933
2022-09-08,25.58136224935879,25.58136224935879,25.434277560749525,25.57004737854004,28468684,0.0,0.0,0.0,2022-09-08,False,True,-1.2724836463788052,0.3895313343122598,25.932726683756115,26.345489331477562,26.5856206448791,25.366390997925933,25.603989466458053,26.03634934238928,26.423033526771317,26.221300865228738,26.52643497820333,0.659750936120899,0.9522819340152364,-0.29253099789433745,-1.5924602279433575,False,False,25.434277560749525
2022-09-12,26.0904987409351,26.169697652528246,26.02261297305138,26.113126754760742,30181272,0.0,0.0,0.0,2022-09-12,False,True,-1.2403121220384437,0.40326993230770825,25.97281558842381,26.324365460866943,26.5670914727176,25.434277560749525,25.58136224935879,25.932726683756115,26.345489331477562,26.03634934238928,26.423033526771317,0.7414827780198443,0.9078153759948111,-0.1663325979749668,-0.9050452457640311,False,False,26.02261297305138
2022-09-13,26.27152365817503,26.339409423682056,26.192324749354658,26.2488956451416,18161944,0.0,0.0,0.0,2022-09-13,False,True,-1.1440496686444985,0.38953120309282446,26.034166712138877,26.317504568528275,26.554613204969524,26.02261297305138,26.169697652528246,25.97281558842381,26.324365460866943,25.932726683756115,26.345489331477562,0.7946058559561168,0.858920962764402,-0.06431510680828523,-0.3570985514300644,False,False,26.192324749354658
2022-09-14,25.581362747922796,25.785016615374197,25.52479184554031,25.717132568359375,43782264,0.0,0.0,0.0,2022-09-14,False,True,-1.1269186236567938,0.4202409284524613,25.963714680187877,26.262925295785646,26.521770827063243,26.192324749354658,26.339409423682056,26.034166712138877,26.317504568528275,25.97281558842381,26.324365460866943,0.7769231505039901,0.8826919327799265,-0.10576878227593645,-0.48173668572967204,False,False,25.52479184554031
2022-09-15,25.683185509484407,25.852898189062497,25.61529974709051,25.76238441467285,14736400,0.0,0.0,0.0,2022-09-15,False,True,-1.07025234028682,0.41215954353468426,25.91897462118454,26.217421579320845,26.491990967753818,25.52479184554031,25.785016615374197,25.963714680187877,26.262925295785646,26.034166712138877,26.317504568528275,0.7784305804698493,0.9098037616384091,-0.1313731811685599,-0.5413014676209349,False,False,25.61529974709051
2022-09-16,25.490845862654606,25.536101888500923,25.41164695422019,25.468217849731445,51803628,0.0,0.0,0.0,2022-09-16,False,True,-1.0591453446136503,0.41943261111375413,25.818806449750518,26.149312149358174,26.451843002341178,25.61529974709051,25.852898189062497,25.91897462118454,26.217421579320845,25.963714680187877,26.262925295785646,0.7148352430078356,0.9691712833961486,-0.2543360403883129,-1.1065765562769574,False,False,25.41164695422019
2022-09-19,25.55873159977804,25.55873159977804,25.3211348586867,25.355077743530273,28709272,0.0,0.0,0.0,2022-09-19,False,True,-1.0147781914860898,0.3782165751824755,25.71575562614602,26.077109021555636,26.408832600034867,25.41164695422019,25.536101888500923,25.818806449750518,26.149312149358174,25.91897462118454,26.217421579320845,0.7136742458390278,0.9401704305404568,-0.22649618470142896,-0.865137582320194,False,False,25.3211348586867
2022-09-20,25.468219970187306,25.603989785437026,25.400334199359012,25.581361770629883,23028824,0.0,0.0,0.0,2022-09-20,False,True,-0.9338115704353318,0.37983289287808447,25.685890324920212,26.032041089653294,26.37638276358761,25.3211348586867,25.55873159977804,25.71575562614602,26.077109021555636,25.818806449750518,26.149312149358174,0.712765618410106,0.9340413865608165,-0.22127576815071048,-0.7625429753787368,False,False,25.400334199359012
2022-09-21,25.524789777955764,25.524789777955764,25.29850618675547,25.366390228271484,44046172,0.0,0.0,0.0,2022-09-21,False,True,-0.9161876258545669,0.370943329939688,25.614890303442717,25.97152737498222,26.336775213183056,25.400334199359012,25.603989785437026,25.685890324920212,26.032041089653294,25.71575562614602,26.077109021555636,0.6928092779474738,0.9542475998758919,-0.2614383219284181,-0.9289383399499528,False,False,25.29850618675547
2022-09-22,24.98171035471634,25.060909271240234,24.778054764792827,25.060909271240234,59646724,0.0,0.0,0.0,2022-09-22,False,True,-0.9233603460133988,0.3669023301665421,25.491783407397723,25.888743911005673,26.286741254675494,25.29850618675547,25.524789777955764,25.614890303442717,25.97152737498222,25.685890324920212,26.032041089653294,0.7378840653619706,0.9845809262009195,-0.24669686083894893,-0.7529238268731459,False,False,24.778054764792827
2022-09-23,24.947763691912105,24.970391703720946,24.74410813281925,24.823307037353516,58395944,0.0,0.0,0.0,2022-09-23,False,True,-0.9301911547695502,0.36851891499185363,25.343233102943454,25.79188601340093,26.229351677525614,24.778054764792827,25.060909271240234,25.491783407397723,25.888743911005673,25.614890303442717,25.97152737498222,0.7565761999106446,0.9649118521973724,-0.2083356522867278,-0.41377251047052527,False,False,24.74410813281925
2022-09-26,24.449944099981433,24.449944099981433,24.246288511123222,24.35943031311035,79683304,0.0,0.0,0.0,2022-09-26,False,True,-0.9332593276470024,0.3927632063368454,25.124610260758317,25.661662767919967,26.156021427940704,24.74410813281925,24.970391703720946,25.343233102943454,25.79188601340093,25.491783407397723,25.888743911005673,0.7263351619454804,0.979423068094441,-0.2530879061489606,-0.667713072398077,False,False,24.246288511123222
2022-09-27,24.39337290778545,24.427314066850894,24.21234533620435,24.32548713684082,35851112,0.0,0.0,0.0,2022-09-27,False,True,-0.9809805395586456,0.3879141321983618,24.947027344332206,25.54019225600368,26.0842357694662,24.246288511123222,24.449944099981433,25.124610260758317,25.661662767919967,25.343233102943454,25.79188601340093,0.69791390224832,1.0145833510359257,-0.3166694487876057,-1.0826541712893996,False,False,24.21234533620435
2022-09-28,24.348113197216517,24.359428066934647,23.816347122192383,23.816347122192383,75593876,0.0,0.0,0.0,2022-09-28,False,True,-1.0805738385741634,0.3814489323024518,24.69576507274558,25.383479062020836,25.995298959769187,24.21234533620435,24.427314066850894,24.947027344332206,25.54019225600368,25.124610260758317,25.661662767919967,0.6906750142551593,1.006356109544899,-0.31568109528973964,-1.1047683521378515,False,False,23.816347122192383
2022-09-29,24.08788873947494,24.08788873947494,23.66926442110606,23.737150192260742,41608432,0.0,0.0,0.0,2022-09-29,False,True,-1.1292930802345067,0.397611866692542,24.48273954374895,25.233812801133553,25.906744106141407,23.816347122192383,24.359428066934647,24.69576507274558,25.383479062020836,24.947027344332206,25.54019225600368,0.6727615787692095,1.0589437163901891,-0.38618213762097964,-1.9405024269833164,False,False,23.66926442110606
2022-09-30,23.375097383646043,23.51086720308731,23.30721161072195,23.409038543701172,50705712,0.0,0.0,0.0,2022-09-30,False,True,-1.2463663136425231,0.38548960294615525,24.24413932151611,25.067924232276063,25.808794868398653,23.66926442110606,24.08788873947494,24.48273954374895,25.233812801133553,24.69576507274558,25.383479062020836,0.5869991457351189,1.1551370714323494,-0.5681379256972305,-3.0231720196171183,False,False,23.30721161072195
2022-10-03,23.194068324738694,23.442979932210626,23.09224139826598,23.126182556152344,43969468,0.0,0.0,0.0,2022-10-03,False,True,-1.4031363511825476,0.39437930759067896,23.995704484768606,24.89140226171936,25.703594385565463,23.30721161072195,23.51086720308731,24.24413932151611,25.067924232276063,24.48273954374895,25.233812801133553,0.5409804288910562,1.2008209961816745,-0.6598405672906182,-2.827580149221247,False,False,23.09224139826598
2022-10-04,23.657948606624192,23.714519500732422,23.556119961385374,23.714519500732422,30114732,0.0,0.0,0.0,2022-10-04,False,True,-1.421376631947318,0.38468167508916373,23.933218932760564,24.784412919811455,25.625591448905347,23.09224139826598,23.442979932210626,23.995704484768606,24.89140226171936,24.24413932151611,25.067924232276063,0.5945343891469513,1.100841140156714,-0.5063067510097626,-1.52604310758244,False,False,23.556119961385374
2022-10-05,24.0992024828504,24.404684985943202,24.065259598860802,24.2689151763916,42787184,0.0,0.0,0.0,2022-10-05,False,True,-1.3070103999853098,0.4170078924633633,24.007818098011906,24.73754948859147,25.572388457826374,23.556119961385374,23.714519500732422,23.933218932760564,24.784412919811455,23.995704484768606,24.89140226171936,0.637594898308779,1.046511714509295,-0.408916816200516,-0.7852738770553519,False,False,24.065259598860802
2022-10-06,24.39337121648795,24.438627243041992,24.32548545025013,24.438627243041992,33828044,0.0,0.0,0.0,2022-10-06,False,True,-1.2090701069562646,0.40407750719177243,24.103553463574148,24.710374738996062,25.527927233717183,24.065259598860802,24.404684985943202,24.007818098011906,24.73754948859147,23.933218932760564,24.784412919811455,0.7099980256887589,1.0160001523108395,-0.3060021266220806,-0.07499367592429443,False,False,24.32548545025013
2022-10-07,24.302860032091143,24.302860032091143,24.008690648857485,24.03131866455078,34802512,0.0,0.0,0.0,2022-10-07,False,True,-1.1708116082584445,0.41781606812699884,24.0875012860134,24.648642368591947,25.469236701593008,24.32548545025013,24.438627243041992,24.103553463574148,24.710374738996062,24.007818098011906,24.73754948859147,0.6653748113695986,1.0193427448710795,-0.3539679335014808,-0.3791808345850178,False,False,24.008690648857485
2022-10-11,23.080925869103222,23.114868752427373,22.741500488675236,22.78675651550293,125921740,0.0,0.0,0.0,2022-10-11,False,True,-1.279443984519169,0.4921665062676269,23.79844689256663,24.479380018311126,25.36404140017771,24.008690648857485,24.302860032091143,24.0875012860134,24.648642368591947,24.103553463574148,24.710374738996062,0.6535283918255054,1.0689661987936399,-0.4154378069681345,-0.7171246366946816,False,False,22.741500488675236
2022-10-12,22.7188722547483,22.78675629433095,22.52653155298735,22.673614501953125,53397184,0.0,0.0,0.0,2022-10-12,False,True,-1.324321065791314,0.4905500333134246,23.548484139096963,24.315219516824033,25.258534462992433,22.741500488675236,23.114868752427373,23.79844689256663,24.479380018311126,24.0875012860134,24.648642368591947,0.644149703911898,1.1136747546707495,-0.46952505075885154,-1.0005565017005982,False,False,22.52653155298735
2022-10-13,22.752816996782915,22.752816996782915,22.402076721191406,22.402076721191406,83371040,0.0,0.0,0.0,2022-10-13,False,True,-1.4279180001691785,0.47357894846434256,23.293726935117952,24.141297444493794,25.14651651233357,22.52653155298735,22.78675629433095,23.548484139096963,24.315219516824033,23.79844689256663,24.479380018311126,0.665527252571393,1.0989763941849475,-0.4334491416135545,-0.6626469433719214,False,False,22.402076721191406
2022-10-14,23.024357610214416,23.14881428785944,22.877272916563104,23.046985626220703,45731032,0.0,0.0,0.0,2022-10-14,False,True,-1.3623926882931072,0.5042886933391318,23.238895533140784,24.041814551923512,25.064181967780122,22.402076721191406,22.752816996782915,23.293726935117952,24.141297444493794,23.548484139096963,24.315219516824033,0.7035250759570391,1.0048076580924883,-0.30128258213544923,0.4490120468832639,False,False,22.877272916563104
2022-10-17,22.617042541503906,22.650985422901396,22.413388705932288,22.617042541503906,78771904,0.0,0.0,0.0,2022-10-17,False,True,-1.383154785247192,0.5083300072004262,23.1007059794437,23.912289823703546,24.968215715769293,22.877272916563104,23.14881428785944,23.238895533140784,24.041814551923512,23.293726935117952,24.141297444493794,0.6883941772118355,0.9984102371738712,-0.31001605996203574,0.4056878231115036,False,False,22.413388705932288
2022-10-18,22.96778352275639,22.979098392394324,22.617043280860965,22.877269744873047,25608136,0.0,0.0,0.0,2022-10-18,False,True,-1.332600816410254,0.5188362300749887,23.05105348287244,23.81819708926441,24.886217834557677,22.413388705932288,22.650985422901396,23.1007059794437,23.912289823703546,23.238895533140784,24.041814551923512,0.727414226477348,0.9501552762182863,-0.22274104974093833,1.1333354183943938,False,False,22.617043280860965
2022-10-19,22.809389182544702,22.854645215180284,22.526534662554848,22.57179069519043,62496316,0.0,0.0,0.0,2022-10-19,False,True,-1.2911742149709236,0.5050972399018411,22.94455064116533,23.704887417075863,24.79545598595504,22.617043280860965,22.979098392394324,23.05105348287244,23.81819708926441,23.1007059794437,23.912289823703546,0.7600012077718696,0.9535994816529638,-0.19359827388109419,1.3460781474390096,False,False,22.526534662554848
2022-10-20,22.221050670799638,22.50390519423857,22.028709940142566,22.44733428955078,75939888,0.0,0.0,0.0,2022-10-20,False,True,-1.2284733241037056,0.5139869853789113,22.83405811858432,23.590564405482674,24.703372782174483,22.526534662554848,22.854645215180284,22.94455064116533,23.704887417075863,23.05105348287244,23.81819708926441,0.7122652587903068,0.9559744772670592,-0.24370921847675242,0.9198855546532914,False,False,22.028709940142566
2022-10-21,22.469961720480065,22.59441666214306,22.334190182074135,22.37944793701172,48662404,0.0,0.0,0.0,2022-10-21,False,True,-1.170528340389901,0.5018646924167781,22.73303363379041,23.48046290834895,24.612238474521043,22.028709940142566,22.50390519423857,22.83405811858432,23.590564405482674,22.94455064116533,23.704887417075863,0.7874405494664051,0.8921095571173749,-0.10466900765096987,1.851026178925875,False,False,22.334190182074135
2022-10-24,22.79807359622814,22.80938846723569,22.31156349182129,22.31156349182129,67982140,0.0,0.0,0.0,2022-10-24,False,True,-1.1045628763278632,0.5123708668074747,22.63937360224172,23.37419932502825,24.522015926179876,22.334190182074135,22.59441666214306,22.73303363379041,23.48046290834895,22.83405811858432,23.590564405482674,0.8186133008949266,0.8548890492010939,-0.03627574830616731,2.086382374148375,False,False,22.31156349182129
2022-10-25,22.311561477826828,22.311561477826828,21.8363662873219,21.881622314453125,80259668,0.0,0.0,0.0,2022-10-25,False,True,-1.1123778321863007,0.5042894568017111,22.470984427177587,23.238510505885056,24.41847107866118,22.31156349182129,22.80938846723569,22.63937360224172,23.37419932502825,22.73303363379041,23.48046290834895,0.743591422482177,0.9903843716169178,-0.2467929491347408,0.6385641530333781,False,False,21.8363662873219
2022-10-26,21.915566761263666,22.175793251847335,21.836367844931303,22.08527946472168,43837832,0.0,0.0,0.0,2022-10-26,False,True,-1.068583632306926,0.4792365940663719,22.3852722132985,23.133671320324748,24.326973368310615,21.8363662873219,22.311561477826828,22.470984427177587,23.238510505885056,22.63937360224172,23.37419932502825,0.7065785760738954,1.0607076781679394,-0.354129102094044,-0.0843173686877608,False,False,21.836367844931303
2022-10-27,22.28893491956923,22.481275637045556,22.28893491956923,22.402076721191406,32068688,0.0,0.0,0.0,2022-10-27,False,True,-0.9964273321137183,0.4953997444716209,22.389006548385815,23.067162720403534,24.251487225286333,21.836367844931303,22.175793251847335,22.3852722132985,23.133671320324748,22.470984427177587,23.238510505885056,0.7226770685401334,1.0309944215495457,-0.3083173530094123,0.22718532329509786,False,False,22.28893491956923
2022-10-28,22.311565286087475,22.311565286087475,22.00608273479335,22.119224548339844,45962880,0.0,0.0,0.0,2022-10-28,False,True,-0.9720485527889915,0.49297527248687445,22.329054992820044,22.980986522943198,24.167869081092352,22.28893491956923,22.481275637045556,22.389006548385815,23.067162720403534,22.3852722132985,23.133671320324748,0.7262319400696655,1.0426222066430393,-0.31639026657337377,0.14821991030697546,False,False,22.00608273479335
2022-10-31,22.368131454257462,22.4812732438353,22.198418769890704,22.413389205932617,40352320,0.0,0.0,0.0,2022-10-31,False,True,-0.91319468928026,0.42670602388829665,22.34779592906728,22.929386766851326,24.09906594873315,22.00608273479335,22.311565286087475,22.329054992820044,22.980986522943198,22.389006548385815,23.067162720403534,0.7689419136817977,0.962121825750651,-0.19317991206885332,0.9083532802200333,False,False,22.198418769890704
2022-11-01,22.368132916114032,22.617044524171412,22.356819772260906,22.537845611572266,32777216,0.0,0.0,0.0,2022-11-01,False,True,-0.8594322383266874,0.4267060088450772,22.390029191846168,22.893792116371408,24.037841621785663,22.198418769890704,22.4812732438353,22.34779592906728,22.929386766851326,22.329054992820044,22.980986522943198,0.831442307534201,0.8844699135906273,-0.05302760605642631,1.8601382446411132,False,False,22.356819772260906
2022-11-02,22.537846960016466,22.639675619227926,22.492590929082652,22.628360748291016,28021220,0.0,0.0,0.0,2022-11-02,False,True,-0.7386532221734681,0.4121591813132032,22.442991759945023,22.869661992000463,23.982567862040774,22.356819772260906,22.617044524171412,22.390029191846168,22.893792116371408,22.34779592906728,22.929386766851326,0.8705912375244738,0.8705885327309146,2.7047935591273387e-06,2.0070635987804626,False,False,22.492590929082652
2022-11-03,22.28893433974352,22.368133253537383,22.25499145485848,22.334190368652344,54132456,0.0,0.0,0.0,2022-11-03,False,True,-0.6152358451663045,0.385490018939239,22.418813672991096,22.82098275351427,23.917925607398093,22.492590929082652,22.639675619227926,22.442991759945023,22.869661992000463,22.390029191846168,22.893792116371408,0.8155168554817007,0.9790364733850588,-0.16351961790335812,0.682564226732717,False,False,22.25499145485848
2022-11-04,22.19841895181562,22.390759650392916,22.062649148490866,22.368131637573242,25730140,0.0,0.0,0.0,2022-11-04,False,True,-0.4496816619752926,0.36366956048307003,22.407550998453797,22.779814470246905,23.857149373287317,22.25499145485848,22.368133253537383,22.418813672991096,22.82098275351427,22.442991759945023,22.869661992000463,0.8466695521724741,0.9533343475747897,-0.10666479540231566,1.0227961649482957,False,False,22.062649148490866
2022-11-07,22.583102557203468,22.820699286489404,22.526531660743945,22.75281524658203,48426144,0.0,0.0,0.0,2022-11-07,True,False,-0.18842925771802577,0.37013468891348034,22.484276386926737,22.77735999536828,23.81384215263221,22.062649148490866,22.390759650392916,22.407550998453797,22.779814470246905,22.418813672991096,22.82098275351427,0.8689986570519079,0.9563336153041991,-0.0873349582522912,1.0570184629018342,False,False,22.526531660743945
2022-11-08,22.956468875586822,23.06961066743576,22.911212849409942,22.99041175842285,41625688,0.0,0.0,0.0,2022-11-08,True,False,-0.005087512724126553,0.36771042738030396,22.596750913925874,22.79672833746415,23.781550764624,22.526531660743945,22.820699286489404,22.484276386926737,22.77735999536828,22.407550998453797,22.779814470246905,0.9340674424841925,0.8923095309730756,0.04175791151111685,1.7879342646606988,False,False,22.911212849409942
