symbol,entry_version,entry_time,exit_time,entry_price,entry_cost_after_fee,exit_price,exit_net_after_fee_tax,sold_shares_norm,exit_size_pct_of_initial,net_return_pct,net_pnl_norm,bars_held,exit_reason
2454.TW,fired,2023-05-22,2023-05-26,569.4460475191157,570.2575081368304,591.1142210651602,588.4985406369469,0.000876796873106715,0.5,0.031987360516680274,0.015993680258340102,5,fib_1272_partial_exit
2454.TW,fired,2023-05-22,2023-07-10,569.4460475191157,570.2575081368304,604.4467163085938,601.7720395889282,0.000876796873106715,0.5,0.05526368526924519,0.02763184263462257,36,ema21_trailing_exit
