Date,open,high,low,close,volume,dividends,stock splits,trade_date,sqz_on,sqz_off,sqz_val,atr14,ema8,ema21,ema50,prev_bar_low,prev_bar_high,prev_ema8,prev_ema21,prev2_ema8,prev2_ema21,vi_plus,vi_minus,vortex_spread,vortex_z,weekly_bull,entry_signal,day_low_so_far
2020-04-30,269.28827896494,271.96332809373075,268.8424374434748,271.5174865722656,55126085,0.0,0.0,2020-04-30,False,False,,,271.5174865722656,271.5174865722656,271.5174865722656,,,,,,,,,,,False,False,268.8424374434748
2020-05-04,262.6006063170352,264.38397206451936,262.1547648801642,263.04644775390625,71581861,0.0,0.0,2020-05-04,False,False,,,269.6350335015191,270.74739213423294,271.1852889715457,268.8424374434748,271.96332809373075,271.5174865722656,271.5174865722656,,,,,,,False,False,262.1547648801642
2020-05-05,264.38405375472587,265.7215784786115,263.0465290308402,263.49237060546875,23547405,0.0,0.0,2020-05-05,False,False,,,268.2699973023968,270.0878447225271,270.8836058983662,262.1547648801642,264.38397206451936,269.6350335015191,270.74739213423294,271.5174865722656,271.5174865722656,,,,,False,False,263.0465290308402
2020-05-06,262.60067723248454,263.9382019042969,260.81731100340147,263.9382019042969,34240479,0.0,0.0,2020-05-06,False,False,,,267.30737610281903,269.52878628450617,270.6112371142851,263.0465290308402,265.7215784786115,268.2699973023968,270.0878447225271,269.6350335015191,270.74739213423294,,,,,False,False,260.81731100340147
2020-05-07,262.60055613798255,266.61312830307907,262.60055613798255,265.2756042480469,27621198,0.0,0.0,2020-05-07,False,False,,,266.85587124620304,269.1421333721008,270.4019966097267,260.81731100340147,263.9382019042969,267.30737610281903,269.52878628450617,268.2699973023968,270.0878447225271,,,,,False,False,262.60055613798255
2020-05-08,267.50481100643384,267.50481100643384,263.9380801930147,265.2756042480469,32295893,0.0,0.0,2020-05-08,False,False,,,266.5047008021684,268.7906307244595,270.200961615151,262.60055613798255,266.61312830307907,266.85587124620304,269.1421333721008,267.30737610281903,269.52878628450617,,,,,False,False,263.9380801930147
2020-05-11,267.5049233674211,268.84244798425823,266.16739875058397,268.3966064453125,28727019,0.0,0.0,2020-05-11,False,False,,,266.92512427842263,268.75481033544617,270.13020258888287,263.9380801930147,267.50481100643384,266.5047008021684,268.7906307244595,266.85587124620304,269.1421333721008,,,,,False,False,266.16739875058397
2020-05-12,265.2756549382614,266.16733781200344,263.04644775390625,263.04644775390625,52089788,0.0,0.0,2020-05-12,False,False,,,266.0631961618634,268.2358682825789,269.85240828162887,266.16739875058397,268.84244798425823,266.92512427842263,268.75481033544617,266.5047008021684,268.7906307244595,,,,,False,False,263.04644775390625
2020-05-13,261.26313232010864,264.8298645019531,260.81729079737806,264.8298645019531,26156418,0.0,0.0,2020-05-13,False,False,,,265.78912245966114,267.9262315752493,269.65544578046513,263.04644775390625,266.16733781200344,266.0631961618634,268.2358682825789,266.92512427842263,268.75481033544617,,,,,False,False,260.81729079737806
2020-05-14,261.26312255859375,263.0464885828845,260.8172810525211,261.26312255859375,34315948,0.0,0.0,2020-05-14,False,False,,,264.78334470386835,267.32049439191695,269.32633506588195,260.81729079737806,264.8298645019531,265.78912245966114,267.9262315752493,266.0631961618634,268.2358682825789,,,,,False,False,260.8172810525211
