證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2454 聯發科,2015/6/5,228.184,229.0355,225.9136,227.3326,"5,625"
2454 聯發科,2015/6/8,227.0488,228.7517,224.7783,227.3326,"3,259"
2454 聯發科,2015/6/9,228.184,232.1574,227.6164,227.9002,"3,635"
2454 聯發科,2015/6/10,229.8869,232.1574,228.7517,229.0355,"4,823"
2454 聯發科,2015/6/11,229.6031,231.0222,227.6164,229.0355,"4,208"
2454 聯發科,2015/6/12,230.7383,237.266,229.6031,236.1308,"7,337"
2454 聯發科,2015/6/15,237.266,238.1174,231.306,232.1574,"5,757"
2454 聯發科,2015/6/16,233.5765,236.4146,233.2926,234.1441,"4,689"
2454 聯發科,2015/6/17,235.8469,241.2394,234.4279,240.9555,"9,588"
2454 聯發科,2015/6/18,240.1041,240.9555,238.4012,239.8203,"4,941"
2454 聯發科,2015/6/22,241.2394,247.4832,241.2394,246.3479,"8,138"
2454 聯發科,2015/6/23,248.3346,249.4699,241.807,241.807,"6,771"
2454 聯發科,2015/6/24,241.2394,241.5232,238.6851,239.2527,"5,274"
2454 聯發科,2015/6/25,239.5365,245.4965,239.5365,245.4965,"5,948"
2454 聯發科,2015/6/26,242.9422,244.6451,239.5365,241.2394,"6,264"
2454 聯發科,2015/6/29,238.4012,242.6584,238.4012,241.807,"5,107"
2454 聯發科,2015/6/30,241.8073,241.8073,238.9692,239.5368,"4,476"
2454 聯發科,2015/7/1,240.672,244.0778,240.672,242.6587,"4,028"
2454 聯發科,2015/7/2,240.9559,242.3749,238.9692,238.9692,"4,624"
2454 聯發科,2015/7/3,238.4016,241.8073,237.5501,241.8073,"5,004"
2454 聯發科,2015/7/6,238.9692,240.9559,237.8339,237.8339,"3,567"
2454 聯發科,2015/7/7,237.2663,239.5368,234.712,237.2663,"5,645"
2454 聯發科,2015/7/8,235.2796,235.5634,227.0491,228.752,"11,558"
2454 聯發科,2015/7/9,221.3729,228.1843,219.67,227.0491,"13,759"
2454 聯發科,2015/7/13,221.9405,227.0491,221.9405,225.9139,"8,055"
2454 聯發科,2015/7/14,224.7786,227.0491,220.8052,220.8052,"12,372"
2454 聯發科,2015/7/15,225.9192,227.1225,223.8134,224.4151,"9,519"
2454 聯發科,2015/7/16,225.0167,225.9192,220.2035,222.0085,"6,978"
2454 聯發科,2015/7/17,222.0085,222.3093,218.0978,219.6019,"6,857"
2454 聯發科,2015/7/20,219.9027,220.5044,202.1541,208.4714,"16,709"
2454 聯發科,2015/7/21,206.0648,214.7887,206.0648,214.7887,"7,237"
2454 聯發科,2015/7/22,211.1788,212.9837,209.3739,210.878,"5,982"
2454 聯發科,2015/7/23,210.878,212.0813,203.6582,205.764,"8,560"
2454 聯發科,2015/7/24,204.5607,205.764,196.1376,196.1376,"11,200"
2454 聯發科,2015/7/27,196.1376,200.6499,191.0236,191.0236,"10,714"
2454 聯發科,2015/7/28,192.5277,197.3409,192.5277,193.4302,"8,135"
2454 聯發科,2015/7/29,193.731,197.9425,193.1293,194.0318,"6,267"
2454 聯發科,2015/7/30,199.1458,200.3491,195.5359,196.7392,"8,072"
2454 聯發科,2015/7/31,196.7392,199.7475,193.731,199.7475,"7,589"
2454 聯發科,2015/8/3,179.8931,179.8931,179.8931,179.8931,"5,081"
2454 聯發科,2015/8/4,165.4535,172.6733,164.8518,168.4617,"27,240"
2454 聯發科,2015/8/5,172.9741,172.9741,161.2419,162.4452,"16,904"
2454 聯發科,2015/8/6,165.4535,167.2584,161.5428,165.4535,"10,716"
2454 聯發科,2015/8/7,164.2502,169.9658,160.6403,167.2584,"9,814"
2454 聯發科,2015/8/10,168.7625,175.3807,165.4535,173.2749,"10,390"
2454 聯發科,2015/8/11,178.0881,178.9906,170.8683,170.8683,"8,949"
2454 聯發科,2015/8/12,171.47,172.3724,166.0551,168.4617,"12,062"
2454 聯發科,2015/8/13,168.4617,170.2667,166.6568,168.1609,"8,411"
2454 聯發科,2015/8/14,168.4617,168.4617,159.437,162.4452,"17,730"
2454 聯發科,2015/8/17,161.2419,161.2419,158.2337,159.437,"9,130"
2454 聯發科,2015/8/18,160.6403,163.3477,160.3395,160.6403,"5,001"
2454 聯發科,2015/8/19,159.7378,160.9411,157.0304,157.0304,"14,079"
2454 聯發科,2015/8/20,156.4287,158.2337,152.8188,156.4287,"14,039"
2454 聯發科,2015/8/21,153.1197,154.6238,151.6155,152.8188,"12,198"
2454 聯發科,2015/8/24,150.4123,150.4123,137.7776,137.7776,"13,880"
2454 聯發科,2015/8/25,137.176,144.3958,136.5743,141.3875,"21,673"
2454 聯發科,2015/8/26,140.1842,140.7859,136.5743,138.0784,"16,419"
2454 聯發科,2015/8/27,141.6883,143.1925,137.176,138.3793,"20,533"
2454 聯發科,2015/8/28,146.2007,152.2172,144.9974,152.2172,"20,489"
2454 聯發科,2015/8/31,153.4205,154.0221,148.3065,151.0139,"13,381"
2454 聯發科,2015/9/1,149.5098,150.1114,144.0949,147.404,"10,406"
2454 聯發科,2015/9/2,145.8999,147.404,144.6966,146.2007,"8,966"
2454 聯發科,2015/9/3,146.2007,149.209,144.9974,145.5991,"6,755"
2454 聯發科,2015/9/4,145.5991,152.8188,145.5991,145.5991,"13,928"
2454 聯發科,2015/9/7,145.5991,149.5098,145.5991,148.3065,"7,497"
2454 聯發科,2015/9/8,150.4123,154.9246,150.4123,153.4205,"11,808"
2454 聯發科,2015/9/9,157.0304,168.7625,156.4287,168.4617,"15,644"
2454 聯發科,2015/9/10,165.1527,166.6568,162.4452,164.2502,"10,371"
2454 聯發科,2015/9/11,164.2502,170.5675,164.2502,166.6568,"10,357"
2454 聯發科,2015/9/14,169.9658,170.2667,165.4535,166.6568,"5,042"
2454 聯發科,2015/9/15,166.0551,166.6568,162.4452,163.0469,"4,329"
2454 聯發科,2015/9/16,165.7543,166.3559,163.6485,166.0551,"6,426"
2454 聯發科,2015/9/17,169.3642,170.5675,166.6568,166.6568,"6,720"
2454 聯發科,2015/9/18,168.4617,168.7625,166.6568,167.5592,"5,514"
2454 聯發科,2015/9/21,165.4535,165.4535,157.9329,158.5345,"13,096"
2454 聯發科,2015/9/22,156.4287,157.9329,154.0221,156.4287,"12,145"
2454 聯發科,2015/9/23,153.4205,153.7213,149.209,151.0139,"14,261"
2454 聯發科,2015/9/24,151.0139,152.2172,141.9892,141.9892,"20,323"
2454 聯發科,2015/9/25,141.0867,144.9974,140.485,142.5908,"11,640"
2454 聯發科,2015/9/30,138.9809,147.7048,138.6801,146.5015,"16,386"
2454 聯發科,2015/10/1,149.209,152.2172,148.3065,150.7131,"10,800"
2454 聯發科,2015/10/2,150.7131,151.6155,148.9081,150.1114,"7,736"
2454 聯發科,2015/10/5,150.1114,150.4123,145.5991,146.2007,"11,319"
2454 聯發科,2015/10/6,148.6073,149.8106,146.8024,147.404,"12,375"
2454 聯發科,2015/10/7,148.9081,155.2254,148.0057,155.2254,"15,636"
2454 聯發科,2015/10/8,159.1362,161.2419,157.632,159.7378,"16,739"
2454 聯發科,2015/10/12,161.8436,163.3477,158.8353,160.3395,"10,061"
2454 聯發科,2015/10/13,162.4452,166.9576,160.9411,166.6568,"15,217"
2454 聯發科,2015/10/14,166.6568,166.6568,163.3477,163.9494,"7,257"
2454 聯發科,2015/10/15,165.1527,166.6568,163.3477,166.0551,"7,426"
2454 聯發科,2015/10/16,166.3559,166.3559,163.6485,166.0551,"8,221"
2454 聯發科,2015/10/19,167.2584,167.5592,163.9494,164.8518,"4,833"
2454 聯發科,2015/10/20,166.0551,166.3559,163.9494,165.4535,"5,048"
2454 聯發科,2015/10/21,165.4535,165.7543,158.2337,159.1362,"10,963"
2454 聯發科,2015/10/22,157.0304,162.4452,157.0304,160.6403,"9,367"
2454 聯發科,2015/10/23,163.9494,163.9494,160.0386,160.6403,"11,031"
2454 聯發科,2015/10/26,161.8436,163.9494,161.2419,163.3477,"5,655"
2454 聯發科,2015/10/27,160.9411,161.5428,158.5345,159.1362,"7,147"
2454 聯發科,2015/10/28,158.2337,159.1362,151.6155,154.0221,"16,486"
2454 聯發科,2015/10/29,155.8271,155.8271,151.9164,152.2172,"6,708"
2454 聯發科,2015/10/30,151.6155,155.5263,150.1114,153.1197,"7,095"
2454 聯發科,2015/11/2,156.1279,163.0469,156.1279,162.4452,"18,194"
2454 聯發科,2015/11/3,165.4535,167.8601,164.551,166.0551,"17,531"
2454 聯發科,2015/11/4,170.2667,182.6005,169.0634,181.9988,"29,666"
2454 聯發科,2015/11/5,184.7062,184.7062,177.7873,178.6898,"10,909"
2454 聯發科,2015/11/6,178.6898,178.6898,173.2749,173.2749,"14,514"
2454 聯發科,2015/11/9,173.2749,176.2832,170.8683,172.0716,"8,430"
2454 聯發科,2015/11/10,169.9658,175.9823,169.9658,171.7708,"10,294"
2454 聯發科,2015/11/11,171.7708,173.2749,164.8518,165.4535,"10,980"
2454 聯發科,2015/11/12,165.4535,167.2584,159.437,163.6485,"8,874"
2454 聯發科,2015/11/13,163.3477,166.9576,159.437,159.7378,"10,011"
2454 聯發科,2015/11/16,159.437,163.9494,157.9329,162.7461,"7,885"
2454 聯發科,2015/11/17,164.8518,165.1527,159.437,159.7378,"9,340"
2454 聯發科,2015/11/18,158.2337,159.437,154.6238,155.2254,"9,540"
2454 聯發科,2015/11/19,155.2254,159.437,154.0221,159.437,"8,403"
2454 聯發科,2015/11/20,157.632,159.1362,156.4287,157.3312,"4,693"
2454 聯發科,2015/11/23,158.8353,165.4535,156.4287,165.4535,"13,269"
2454 聯發科,2015/11/24,166.0551,167.5592,160.9411,161.2419,"10,339"
2454 聯發科,2015/11/25,163.0469,164.8518,157.9329,157.9329,"9,438"
2454 聯發科,2015/11/26,161.2419,164.8518,159.7378,164.8518,"10,608"
2454 聯發科,2015/11/27,164.2502,164.551,160.3395,160.6403,"5,566"
2454 聯發科,2015/11/30,158.2337,159.1362,154.6238,156.7296,"12,207"
2454 聯發科,2015/12/1,157.0304,158.8353,154.0221,157.0304,"14,049"
2454 聯發科,2015/12/2,158.2337,163.0469,157.9329,161.8436,"11,859"
2454 聯發科,2015/12/3,160.6403,165.4535,160.3395,164.8518,"9,726"
2454 聯發科,2015/12/4,162.4452,163.0469,160.6403,161.8436,"5,575"
2454 聯發科,2015/12/7,163.3477,165.4535,163.0469,165.4535,"7,404"
2454 聯發科,2015/12/8,164.8518,165.4535,161.8436,162.4452,"6,749"
2454 聯發科,2015/12/9,162.7461,163.3477,158.8353,158.8353,"5,268"
2454 聯發科,2015/12/10,156.4287,158.2337,155.5263,156.4287,"6,584"
2454 聯發科,2015/12/11,157.0304,158.8353,154.9246,154.9246,"5,573"
2454 聯發科,2015/12/14,155.8271,156.4287,152.2172,153.4205,"5,033"
2454 聯發科,2015/12/15,153.7213,157.632,153.7213,155.8271,"6,228"
2454 聯發科,2015/12/16,153.4205,154.6238,150.4123,152.2172,"9,802"
2454 聯發科,2015/12/17,153.1197,156.7296,152.518,155.8271,"5,393"
2454 聯發科,2015/12/18,155.5263,156.4287,154.0221,155.8271,"5,525"
2454 聯發科,2015/12/21,152.8188,154.323,152.2172,152.8188,"6,929"
2454 聯發科,2015/12/22,155.2254,160.9411,155.2254,156.7296,"8,715"
2454 聯發科,2015/12/23,156.7296,157.9329,154.6238,154.6238,"4,946"
2454 聯發科,2015/12/24,155.8271,156.7296,153.1197,153.1197,"3,318"
2454 聯發科,2015/12/25,153.1197,154.6238,153.1197,154.323,"1,985"
2454 聯發科,2015/12/28,155.2254,157.0304,154.9246,156.1279,"2,643"
2454 聯發科,2015/12/29,154.0221,154.0221,149.209,150.4123,"14,312"
2454 聯發科,2015/12/30,150.4123,151.0139,148.3065,149.5098,"7,931"
2454 聯發科,2015/12/31,150.4123,151.0139,149.8106,150.4123,"3,143"
2454 聯發科,2016/1/4,151.0139,151.6155,147.404,147.404,"5,433"
2454 聯發科,2016/1/5,147.404,148.6073,145.5991,145.8999,"4,992"
2454 聯發科,2016/1/6,145.5991,145.8999,132.3628,136.5743,"18,471"
2454 聯發科,2016/1/7,135.6718,135.9727,123.338,123.9397,"21,538"
2454 聯發科,2016/1/8,121.5331,130.5578,121.5331,128.4521,"15,267"
2454 聯發科,2016/1/11,125.7446,126.6471,122.4356,125.7446,"10,917"
2454 聯發科,2016/1/12,126.3463,127.2488,122.1347,124.2405,"9,110"
2454 聯發科,2016/1/13,126.3463,126.6471,122.7364,124.2405,"10,219"
2454 聯發科,2016/1/14,121.2323,125.143,117.6224,125.143,"14,232"
2454 聯發科,2016/1/15,126.3463,127.5496,120.6306,123.338,"10,866"
2454 聯發科,2016/1/18,120.9314,127.2488,120.3298,126.3463,"7,493"
2454 聯發科,2016/1/19,126.3463,133.2653,125.7446,130.257,"10,318"
2454 聯發科,2016/1/20,129.6554,129.6554,126.3463,126.3463,"7,062"
2454 聯發科,2016/1/21,128.1512,128.7529,126.0455,126.3463,"5,104"
2454 聯發科,2016/1/22,128.4521,129.6554,127.2488,127.5496,"4,309"
2454 聯發科,2016/1/25,129.9562,130.5578,128.7529,129.0537,"3,730"
2454 聯發科,2016/1/26,126.9479,127.5496,124.8422,125.7446,"5,491"
2454 聯發科,2016/1/27,126.9479,127.8504,126.3463,126.9479,"2,178"
2454 聯發科,2016/1/28,125.143,127.2488,124.8422,125.143,"7,238"
2454 聯發科,2016/1/29,124.2405,129.3545,121.2323,128.7529,"13,311"
2454 聯發科,2016/1/30,128.1512,132.9644,127.5496,130.8587,"6,247"
2454 聯發科,2016/2/1,130.257,130.257,126.0455,126.3463,"9,398"
2454 聯發科,2016/2/2,116.7199,128.7529,116.4191,127.5496,"19,720"
2454 聯發科,2016/2/3,124.2405,125.4438,120.3298,120.3298,"15,642"
2454 聯發科,2016/2/15,122.1347,125.143,121.8339,123.6389,"9,836"
2454 聯發科,2016/2/16,125.4438,128.1512,124.5413,127.2488,"10,086"
2454 聯發科,2016/2/17,128.4521,129.3545,126.3463,126.3463,"8,867"
2454 聯發科,2016/2/18,128.7529,132.3628,128.1512,132.3628,"10,877"
2454 聯發科,2016/2/19,133.5661,134.1677,131.1595,132.6636,"5,659"
2454 聯發科,2016/2/22,133.8669,138.6801,133.2653,137.7776,"10,820"
2454 聯發科,2016/2/23,139.2817,139.5826,137.176,138.9809,"8,327"
2454 聯發科,2016/2/24,138.3793,138.3793,135.9727,136.5743,"5,333"
2454 聯發科,2016/2/25,138.3793,141.3875,137.7776,141.0867,"7,733"
2454 聯發科,2016/2/26,140.7859,142.8916,139.8834,141.9892,"6,121"
2454 聯發科,2016/3/1,140.485,141.0867,138.6801,139.8834,"5,050"
2454 聯發科,2016/3/2,141.6883,141.9892,140.485,140.7859,"4,606"
2454 聯發科,2016/3/3,142.29,146.2007,142.29,144.3958,"8,713"
2454 聯發科,2016/3/4,144.9974,144.9974,142.8916,144.3958,"3,850"
2454 聯發科,2016/3/7,145.5991,146.2007,140.7859,141.3875,"4,555"
2454 聯發科,2016/3/8,141.9892,143.4933,138.9809,141.3875,"4,603"
2454 聯發科,2016/3/9,140.1842,143.4933,138.3793,143.4933,"5,821"
2454 聯發科,2016/3/10,143.4933,143.7941,139.8834,139.8834,"5,216"
2454 聯發科,2016/3/11,141.0867,145.5991,140.7859,144.9974,"7,365"
2454 聯發科,2016/3/14,147.404,158.2337,147.404,156.4287,"17,235"
2454 聯發科,2016/3/15,158.2337,159.437,148.6073,149.209,"13,554"
2454 聯發科,2016/3/16,150.7131,153.7213,150.4123,151.9164,"6,032"
2454 聯發科,2016/3/17,155.2254,156.4287,151.6155,151.9164,"10,132"
2454 聯發科,2016/3/18,152.8188,155.2254,152.2172,155.2254,"7,898"
2454 聯發科,2016/3/21,154.0221,154.6238,152.518,154.6238,"4,735"
2454 聯發科,2016/3/22,154.323,154.323,146.5015,149.209,"7,913"
2454 聯發科,2016/3/23,147.1032,150.1114,144.3958,146.5015,"6,245"
2454 聯發科,2016/3/24,146.5015,148.9081,145.8999,148.0057,"4,211"
2454 聯發科,2016/3/25,148.9081,148.9081,146.2007,146.5015,"1,811"
2454 聯發科,2016/3/28,146.5015,146.8024,143.1925,144.3958,"3,155"
2454 聯發科,2016/3/29,144.0949,149.209,144.0949,146.8024,"3,931"
2454 聯發科,2016/3/30,148.6073,151.6155,148.0057,150.1114,"8,415"
2454 聯發科,2016/3/31,151.0139,151.3147,146.5015,148.6073,"6,203"
2454 聯發科,2016/4/1,145.5991,146.8024,143.7941,144.9974,"5,931"
2454 聯發科,2016/4/6,143.1925,143.4933,138.9809,138.9809,"8,660"
2454 聯發科,2016/4/7,139.8834,142.5908,137.7776,137.7776,"8,560"
2454 聯發科,2016/4/8,137.176,139.2817,137.176,138.0784,"5,118"
2454 聯發科,2016/4/11,140.1842,141.0867,138.3793,139.5826,"6,200"
2454 聯發科,2016/4/12,140.1842,140.7859,133.2653,133.5661,"6,549"
2454 聯發科,2016/4/13,135.371,137.176,134.7694,135.6718,"6,723"
2454 聯發科,2016/4/14,139.5826,140.7859,137.7776,138.9809,"6,593"
2454 聯發科,2016/4/15,140.1842,141.6883,139.8834,140.7859,"5,936"
2454 聯發科,2016/4/18,141.9892,141.9892,138.6801,141.0867,"2,760"
2454 聯發科,2016/4/19,142.5908,143.1925,139.5826,139.8834,"3,029"
2454 聯發科,2016/4/20,141.6883,142.5908,139.2817,139.5826,"4,687"
2454 聯發科,2016/4/21,140.7859,141.9892,139.2817,140.7859,"3,107"
2454 聯發科,2016/4/22,141.0867,141.3875,137.176,138.3793,"3,516"
2454 聯發科,2016/4/25,138.3793,138.6801,134.7694,137.176,"3,635"
2454 聯發科,2016/4/26,138.3793,142.8916,138.3793,142.29,"12,996"
2454 聯發科,2016/4/27,142.5908,148.0057,141.0867,145.5991,"11,237"
2454 聯發科,2016/4/28,147.404,147.404,141.9892,141.9892,"6,534"
2454 聯發科,2016/4/29,140.7859,140.7859,138.0784,138.3793,"5,802"
2454 聯發科,2016/5/3,125.143,129.0537,125.143,126.9479,"19,756"
2454 聯發科,2016/5/4,126.3463,126.9479,120.3298,121.2323,"17,249"
2454 聯發科,2016/5/5,120.9314,123.6389,120.3298,122.1347,"7,930"
2454 聯發科,2016/5/6,120.6306,120.9314,115.5166,115.5166,"24,447"
2454 聯發科,2016/5/9,118.224,121.2323,117.9232,117.9232,"15,410"
2454 聯發科,2016/5/10,119.7282,122.7364,118.5249,122.7364,"9,150"
2454 聯發科,2016/5/11,123.9397,125.143,120.3298,120.3298,"6,371"
2454 聯發科,2016/5/12,120.6306,122.1347,120.3298,120.3298,"3,731"
2454 聯發科,2016/5/13,120.3298,120.3298,120.3298,120.3298,0
2454 聯發科,2016/5/16,125.7446,126.0455,121.2323,121.2323,"10,109"
2454 聯發科,2016/5/17,122.4356,122.4356,120.3298,121.8339,"5,026"
2454 聯發科,2016/5/18,120.9314,122.7364,120.6306,122.4356,"4,367"
2454 聯發科,2016/5/19,122.7364,123.0372,120.3298,120.3298,"4,046"
2454 聯發科,2016/5/20,121.2323,122.4356,120.3298,121.5331,"4,008"
2454 聯發科,2016/5/23,122.7364,127.5496,122.1347,126.3463,"8,726"
2454 聯發科,2016/5/24,127.5496,128.1512,125.143,125.7446,"5,255"
2454 聯發科,2016/5/25,128.1512,128.7529,126.6471,126.9479,"4,690"
2454 聯發科,2016/5/26,128.4521,129.9562,127.2488,128.7529,"8,012"
2454 聯發科,2016/5/27,129.9562,130.257,127.2488,127.8504,"4,502"
2454 聯發科,2016/5/30,128.1512,132.062,128.1512,130.257,"7,976"
2454 聯發科,2016/5/31,133.2653,135.371,131.1595,132.3628,"17,297"
2454 聯發科,2016/6/1,132.3628,134.1677,132.062,133.5661,"4,865"
