證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
0050 元大台灣50,2016/1/4,11.0645,11.0918,10.7461,10.837,"16,928"
0050 元大台灣50,2016/1/5,10.8279,10.8734,10.7097,10.7461,"21,783"
0050 元大台灣50,2016/1/6,10.7461,10.7461,10.5368,10.6369,"28,939"
0050 元大台灣50,2016/1/7,10.6096,10.6096,10.3184,10.4367,"39,962"
0050 元大台灣50,2016/1/8,10.373,10.5004,10.3457,10.4549,"25,450"
0050 元大台灣50,2016/1/11,10.3548,10.3639,10.191,10.2911,"24,356"
0050 元大台灣50,2016/1/12,10.3366,10.373,10.2456,10.282,"17,649"
0050 元大台灣50,2016/1/13,10.373,10.464,10.3275,10.4003,"11,848"
0050 元大台灣50,2016/1/14,10.282,10.3184,10.1637,10.3184,"15,487"
0050 元大台灣50,2016/1/15,10.3912,10.464,10.2365,10.3184,"20,847"
0050 元大台灣50,2016/1/18,10.1728,10.4276,10.1546,10.3912,"13,014"
0050 元大台灣50,2016/1/19,10.373,10.4185,10.3093,10.4185,"8,110"
0050 元大台灣50,2016/1/20,10.3457,10.3457,10.1182,10.1728,"22,688"
0050 元大台灣50,2016/1/21,10.2092,10.2456,10.1182,10.1546,"10,450"
0050 元大台灣50,2016/1/22,10.2547,10.3002,10.191,10.2911,"13,943"
0050 元大台灣50,2016/1/25,10.373,10.5186,10.373,10.4731,"12,773"
0050 元大台灣50,2016/1/26,10.373,10.4003,10.3184,10.373,"7,583"
0050 元大台灣50,2016/1/27,10.4458,10.4549,10.3639,10.4185,"9,101"
0050 元大台灣50,2016/1/28,10.4003,10.5095,10.373,10.4731,"10,224"
0050 元大台灣50,2016/1/29,10.464,10.7552,10.4185,10.737,"20,207"
0050 元大台灣50,2016/1/30,10.8188,10.8643,10.7734,10.837,"13,202"
0050 元大台灣50,2016/2/1,10.8279,10.8461,10.7552,10.837,"7,967"
0050 元大台灣50,2016/2/2,10.8188,10.837,10.737,10.8007,"4,584"
0050 元大台灣50,2016/2/3,10.737,10.7825,10.6642,10.7279,"6,990"
0050 元大台灣50,2016/2/15,10.6096,10.7552,10.5732,10.737,"7,221"
0050 元大台灣50,2016/2/16,10.7552,10.9826,10.7552,10.9644,"17,822"
0050 元大台灣50,2016/2/17,10.9917,11.0099,10.9098,10.9098,"12,473"
0050 元大台灣50,2016/2/18,11.0645,11.1282,11.0099,11.0827,"16,986"
0050 元大台灣50,2016/2/19,11.0645,11.11,11.0281,11.0736,"11,352"
0050 元大台灣50,2016/2/22,11.0736,11.2101,11.019,11.0645,"11,614"
0050 元大台灣50,2016/2/23,11.1009,11.1282,11.0463,11.0736,"4,916"
0050 元大台灣50,2016/2/24,11.0645,11.1555,10.9553,10.9735,"7,764"
0050 元大台灣50,2016/2/25,11.0281,11.1646,11.0099,11.1191,"16,933"
0050 元大台灣50,2016/2/26,11.1646,11.2283,11.0827,11.1464,"14,513"
0050 元大台灣50,2016/3/1,11.1464,11.2738,11.1191,11.2556,"17,236"
0050 元大台灣50,2016/3/2,11.3466,11.4194,11.3284,11.3466,"22,870"
0050 元大台灣50,2016/3/3,11.3466,11.5195,11.3466,11.4558,"32,602"
0050 元大台灣50,2016/3/4,11.4467,11.5195,11.4194,11.4831,"24,050"
