證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2303 聯電,2025/10/20,46.05,46.25,45.85,46.1,"33,201"
2303 聯電,2025/10/17,45.3,45.9,45.1,45.75,"45,984"
2303 聯電,2025/10/16,44.9,45.3,44.65,44.9,"31,651"
2303 聯電,2025/10/15,45,45.1,44.3,44.5,"36,130"
2303 聯電,2025/10/14,46,46.35,44.85,44.85,"46,680"
2303 聯電,2025/10/13,44.5,45.5,44.25,45.45,"59,654"
2303 聯電,2025/10/9,45.6,46.3,45.5,45.65,"72,308"
2303 聯電,2025/10/8,44.5,44.95,44.3,44.95,"40,094"
2303 聯電,2025/10/7,43.85,44.35,43.5,44.3,"29,966"
2303 聯電,2025/10/3,43.35,43.85,43.2,43.85,"41,001"
2303 聯電,2025/10/2,44.45,44.55,43.35,43.8,"62,306"
2303 聯電,2025/10/1,45.8,45.9,44,44.25,"80,627"
2303 聯電,2025/9/30,45.55,47.3,45.25,45.55,"135,636"
2303 聯電,2025/9/26,44.85,45.3,44.15,44.85,"48,738"
2303 聯電,2025/9/25,44.85,45.25,44.05,44.3,"59,196"
2303 聯電,2025/9/24,44.4,45.3,44.1,44.85,"86,632"
2303 聯電,2025/9/23,43.55,44.45,43.35,43.9,"84,792"
2303 聯電,2025/9/22,43.9,43.95,43,43.05,"65,240"
2303 聯電,2025/9/19,42.45,43.4,42.2,43.25,"108,494"
2303 聯電,2025/9/18,41.7,42.1,41.65,41.8,"38,832"
2303 聯電,2025/9/17,41.1,41.5,41.1,41.45,"22,065"
2303 聯電,2025/9/16,41.2,41.5,41.05,41.05,"20,434"
2303 聯電,2025/9/15,41.2,41.45,41.1,41.1,"27,497"
2303 聯電,2025/9/12,41,41.3,40.9,41.15,"28,555"
2303 聯電,2025/9/11,41.25,41.4,40.9,40.9,"22,457"
2303 聯電,2025/9/10,41.45,41.5,41.1,41.25,"22,731"
2303 聯電,2025/9/9,41.6,41.75,41.4,41.45,"17,679"
2303 聯電,2025/9/8,41.6,41.65,41.25,41.6,"16,976"
2303 聯電,2025/9/5,41.85,41.9,41.05,41.2,"36,623"
2303 聯電,2025/9/4,41.15,42.7,41.15,42,"68,277"
2303 聯電,2025/9/3,40.95,40.95,40.7,40.9,"11,884"
2303 聯電,2025/9/2,40.9,41,40.65,40.9,"20,463"
2303 聯電,2025/9/1,40.6,40.8,40.4,40.75,"20,893"
2303 聯電,2025/8/29,40.85,40.9,40.45,40.5,"24,987"
2303 聯電,2025/8/28,40.95,41.2,40.6,40.6,"24,015"
2303 聯電,2025/8/27,41.2,41.3,40.9,40.95,"30,468"
2303 聯電,2025/8/26,40.5,41.8,40.35,41.8,"64,250"
2303 聯電,2025/8/25,40.85,40.9,40.55,40.55,"21,545"
2303 聯電,2025/8/22,41.15,41.2,40.6,40.6,"24,838"
2303 聯電,2025/8/21,42,42.05,41.4,41.4,"46,331"
2303 聯電,2025/8/20,41.5,42.5,41.5,41.9,"109,831"
2303 聯電,2025/8/19,40.3,41.05,40.1,41.05,"32,392"
2303 聯電,2025/8/18,40.9,40.9,40.2,40.4,"50,965"
2303 聯電,2025/8/15,41.1,41.6,41,41.2,"33,183"
2303 聯電,2025/8/14,40.85,41,40.75,40.8,"25,613"
2303 聯電,2025/8/13,40.8,41,40.4,40.75,"29,688"
2303 聯電,2025/8/12,40.6,40.85,40.35,40.65,"24,184"
2303 聯電,2025/8/11,40.4,40.65,40.3,40.4,"24,922"
2303 聯電,2025/8/8,40.4,40.6,40.2,40.5,"34,984"
2303 聯電,2025/8/7,40.5,40.8,40.4,40.4,"55,531"
2303 聯電,2025/8/6,40.95,41,40.35,40.7,"42,666"
2303 聯電,2025/8/5,41.35,41.65,41.3,41.4,"27,928"
2303 聯電,2025/8/4,40.9,41.55,40.5,41.2,"36,148"
2303 聯電,2025/8/1,40.75,41.4,40.35,41.05,"30,847"
2303 聯電,2025/7/31,42.25,42.25,41.55,41.55,"43,354"
2303 聯電,2025/7/30,42.8,42.9,42.1,42.55,"46,318"
2303 聯電,2025/7/29,43.3,43.35,42.8,42.8,"35,928"
2303 聯電,2025/7/28,43.5,43.6,43,43.5,"35,893"
2303 聯電,2025/7/25,43.4,43.75,43.3,43.5,"17,727"
2303 聯電,2025/7/24,43.95,44,43.45,43.5,"15,056"
2303 聯電,2025/7/23,43.4,43.9,43.3,43.9,"24,654"
2303 聯電,2025/7/22,43.8,43.8,43,43,"26,480"
2303 聯電,2025/7/21,43.6,43.7,43.35,43.5,"16,484"
2303 聯電,2025/7/18,43.75,44.05,43.35,43.45,"25,905"
2303 聯電,2025/7/17,43.5,43.6,43.15,43.55,"24,169"
2303 聯電,2025/7/16,43.55,43.6,43.2,43.45,"28,442"
2303 聯電,2025/7/15,43,43.55,42.9,43.55,"21,213"
2303 聯電,2025/7/14,43.25,43.35,42.8,43.15,"23,398"
2303 聯電,2025/7/11,43.7,43.7,43.2,43.25,"20,103"
2303 聯電,2025/7/10,43.8,44,43.2,43.7,"31,767"
2303 聯電,2025/7/9,43.5,43.95,43.45,43.9,"24,747"
2303 聯電,2025/7/8,43.6,43.8,43.15,43.7,"29,455"
2303 聯電,2025/7/7,44.05,44.05,43.1,43.45,"39,218"
2303 聯電,2025/7/4,44.7,44.75,43.55,43.75,"44,412"
2303 聯電,2025/7/3,44.55,44.95,44.25,44.4,"37,209"
2303 聯電,2025/7/2,43.85,44.45,43.8,44.45,"41,524"
2303 聯電,2025/7/1,44.25,44.6,43.55,43.95,"51,209"
2303 聯電,2025/6/30,44.1,44.4,43.95,44.2,"27,637"
2303 聯電,2025/6/27,43.85,44.3,43.6,44.3,"49,404"
2303 聯電,2025/6/26,43.8,44.35,43.15,43.25,"81,797"
2303 聯電,2025/6/25,45.45,45.45,43.8,43.8,"96,213"
2303 聯電,2025/6/24,42.5,45.35,42.5,45.35,"132,725"
2303 聯電,2025/6/23,43.6704,44.3278,43.3887,44.14,"74,927"
2303 聯電,2025/6/20,44.4217,45.0322,43.9522,44.7504,"65,811"
2303 聯電,2025/6/19,45.4548,45.5018,44.7035,44.8444,"51,364"
2303 聯電,2025/6/18,44.7974,45.3609,44.7035,45.3609,"41,980"
2303 聯電,2025/6/17,45.3139,45.8305,44.6096,44.6096,"71,371"
2303 聯電,2025/6/16,44.4687,45.0792,44.4687,45.0792,"41,273"
2303 聯電,2025/6/13,43.9522,44.8444,43.9522,44.5626,"44,917"
2303 聯電,2025/6/12,44.3748,44.5157,44.0461,44.4217,"33,016"
2303 聯電,2025/6/11,43.7174,44.3748,43.7174,44.3748,"57,332"
2303 聯電,2025/6/10,43.06,43.6704,43.013,43.5765,"47,792"
2303 聯電,2025/6/9,42.2617,42.9661,42.1208,42.8722,"39,339"
2303 聯電,2025/6/6,42.5434,42.9661,42.2617,42.2617,"55,833"
2303 聯電,2025/6/5,42.8722,43.2478,42.3556,42.5434,"74,800"
2303 聯電,2025/6/4,44.2339,44.3748,43.013,43.1539,"85,623"
2303 聯電,2025/6/3,43.8583,44.4217,43.7643,44.3748,"78,597"
2303 聯電,2025/6/2,43.9522,44.093,43.1069,44.093,"82,317"
2303 聯電,2025/5/29,44.5157,45.1731,43.9052,43.9052,"149,194"
2303 聯電,2025/5/28,43.5765,44.5626,43.3417,44.187,"98,207"
2303 聯電,2025/5/27,44.2339,44.7035,43.2009,43.2009,"99,894"
2303 聯電,2025/5/26,44.8913,45.8305,44.2339,44.2339,"79,080"
2303 聯電,2025/5/23,45.1731,46.4409,45.1261,45.1261,"71,795"
2303 聯電,2025/5/22,46.4409,46.7696,45.9244,46.4409,"71,129"
2303 聯電,2025/5/21,45.0792,46.6757,44.9852,46.5348,"93,873"
2303 聯電,2025/5/20,45.0322,45.0792,44.3748,44.9383,"28,818"
2303 聯電,2025/5/19,44.7035,45.0322,44.6096,44.8444,"36,989"
2303 聯電,2025/5/16,44.7035,44.8913,44.4217,44.8913,"29,107"
2303 聯電,2025/5/15,44.093,44.6096,43.9991,44.6096,"42,408"
2303 聯電,2025/5/14,44.0461,44.187,43.9522,44.14,"27,592"
2303 聯電,2025/5/13,43.8113,43.9991,43.5296,43.7174,"32,070"
2303 聯電,2025/5/12,42.9661,43.6235,42.8252,43.6235,"34,164"
2303 聯電,2025/5/9,42.4495,42.9191,42.4026,42.7782,"16,916"
2303 聯電,2025/5/8,42.6374,42.9661,42.5434,42.5434,"21,261"
2303 聯電,2025/5/7,42.8252,43.1069,42.6374,42.9661,"31,901"
2303 聯電,2025/5/6,42.2617,43.013,41.886,42.6374,"43,527"
2303 聯電,2025/5/5,42.9661,43.013,41.886,42.3087,"35,467"
2303 聯電,2025/5/2,42.4495,43.06,42.4026,42.8722,"31,343"
2303 聯電,2025/4/30,42.0269,42.5434,42.0269,42.4495,"30,414"
2303 聯電,2025/4/29,41.98,42.3556,41.933,42.2147,"28,542"
2303 聯電,2025/4/28,41.8391,42.1678,41.5104,42.1678,"23,062"
2303 聯電,2025/4/25,41.4165,41.98,41.2756,41.933,"54,530"
2303 聯電,2025/4/24,42.0269,42.2147,40.7591,40.7591,"42,911"
2303 聯電,2025/4/23,42.2147,42.5434,41.886,42.3556,"33,826"
2303 聯電,2025/4/22,40.9469,41.8391,40.8999,41.6043,"27,874"
2303 聯電,2025/4/21,41.6513,41.6513,40.9939,40.9939,"14,753"
2303 聯電,2025/4/18,41.7452,41.7452,41.4165,41.6043,"16,139"
2303 聯電,2025/4/17,42.1208,42.1208,41.3695,41.4165,"20,672"
2303 聯電,2025/4/16,41.5104,42.2617,41.5104,42.2147,"35,970"
2303 聯電,2025/4/15,41.7921,42.2147,41.6982,41.98,"31,336"
2303 聯電,2025/4/14,42.0739,42.5904,41.6043,41.6043,"56,583"
2303 聯電,2025/4/11,40.1017,41.6043,39.5382,41.4165,"69,607"
2303 聯電,2025/4/10,41.1817,41.1817,40.853,41.1817,"49,755"
2303 聯電,2025/4/9,38.0825,38.9747,37.2842,37.472,"85,701"
2303 聯電,2025/4/8,37.1433,39.4443,37.0964,39.1625,"121,853"
2303 聯電,2025/4/7,38.2703,38.2703,38.2703,38.2703,"14,322"
2303 聯電,2025/4/2,43.013,43.013,42.4026,42.4965,"50,674"
2303 聯電,2025/4/1,44.3278,45.0792,42.4965,43.1539,"143,677"
2303 聯電,2025/3/31,40.8999,41.933,40.6652,41.933,"62,053"
2303 聯電,2025/3/28,41.886,41.886,41.4165,41.8391,"38,051"
2303 聯電,2025/3/27,41.4165,42.0739,41.3226,42.0739,"43,394"
2303 聯電,2025/3/26,42.0269,42.0739,41.6043,41.8391,"28,296"
2303 聯電,2025/3/25,42.2617,42.4495,41.7452,42.1208,"36,633"
2303 聯電,2025/3/24,42.2617,42.5434,41.886,42.1208,"36,174"
2303 聯電,2025/3/21,42.2617,42.2617,41.7921,42.2617,"39,471"
2303 聯電,2025/3/20,41.98,42.4026,41.98,42.4026,"43,495"
2303 聯電,2025/3/19,41.7921,42.1678,41.6043,41.6043,"37,455"
2303 聯電,2025/3/18,41.5104,42.2617,41.4634,41.7921,"42,307"
2303 聯電,2025/3/17,42.2617,42.4026,41.4165,41.4165,"44,408"
2303 聯電,2025/3/14,40.8999,42.3087,40.853,42.1678,"68,624"
2303 聯電,2025/3/13,41.98,41.98,40.9469,41.0408,"57,922"
2303 聯電,2025/3/12,41.98,42.2147,41.4165,42.0739,"43,460"
2303 聯電,2025/3/11,41.6043,42.2617,41.5104,42.1208,"68,311"
2303 聯電,2025/3/10,41.8391,42.5434,41.6982,42.3087,"59,203"
2303 聯電,2025/3/7,41.3226,41.886,41.1347,41.4634,"31,930"
2303 聯電,2025/3/6,41.6043,41.7452,41.2286,41.3226,"30,510"
2303 聯電,2025/3/5,41.4165,41.7921,41.0408,41.3226,"46,628"
2303 聯電,2025/3/4,40.3364,41.1817,40.2895,40.9469,"44,412"
2303 聯電,2025/3/3,40.4773,40.9469,40.2425,40.9469,"53,313"
2303 聯電,2025/2/27,41.3226,41.4634,40.7591,41.0408,"69,493"
2303 聯電,2025/2/26,40.4773,41.1347,40.4304,40.9469,"35,296"
2303 聯電,2025/2/25,40.4304,40.853,40.2895,40.6652,"36,339"
2303 聯電,2025/2/24,40.4304,40.9939,40.1956,40.8999,"30,334"
2303 聯電,2025/2/21,40.7121,40.9469,40.5712,40.9469,"34,489"
2303 聯電,2025/2/20,40.3834,40.6652,40.2425,40.3834,"40,230"
2303 聯電,2025/2/19,39.6321,40.3364,39.5851,39.9608,"54,879"
2303 聯電,2025/2/18,39.4912,39.726,39.1625,39.3973,"36,105"
2303 聯電,2025/2/17,38.9747,39.6321,38.9277,39.4443,"33,131"
2303 聯電,2025/2/14,38.9747,39.2095,38.5521,38.8808,"28,678"
2303 聯電,2025/2/13,37.8007,39.2095,37.7538,38.8808,"64,119"
2303 聯電,2025/2/12,37.9416,38.0355,37.6129,37.6599,"28,301"
2303 聯電,2025/2/11,37.8477,38.0355,37.7068,37.9416,"29,978"
2303 聯電,2025/2/10,37.7068,37.8477,37.472,37.7538,"31,106"
2303 聯電,2025/2/7,37.6599,37.8477,37.6599,37.7068,"23,231"
2303 聯電,2025/2/6,37.8477,37.8947,37.519,37.6599,"32,830"
2303 聯電,2025/2/5,37.9416,38.1764,37.6599,37.6599,"34,136"
2303 聯電,2025/2/4,38.4582,38.4582,37.6599,37.6599,"58,336"
2303 聯電,2025/2/3,37.7538,39.1156,37.566,38.0355,"112,511"
2303 聯電,2025/1/22,37.2842,38.0825,37.2842,37.7538,"149,025"
2303 聯電,2025/1/21,40.1486,40.6652,39.8199,40.3364,"42,396"
2303 聯電,2025/1/20,39.0216,40.1486,38.9747,40.1486,"47,464"
2303 聯電,2025/1/17,38.8808,39.2095,38.6929,38.6929,"44,241"
2303 聯電,2025/1/16,39.3503,39.679,39.0216,39.0216,"37,412"
2303 聯電,2025/1/15,39.4912,39.9138,38.9277,38.9277,"36,667"
2303 聯電,2025/1/14,38.6929,39.679,38.5521,39.679,"37,186"
2303 聯電,2025/1/13,38.5051,39.1625,38.3173,38.4112,"49,325"
2303 聯電,2025/1/10,38.7399,39.0686,38.3173,38.7869,"41,145"
2303 聯電,2025/1/9,40.1017,40.3364,39.0686,39.0686,"47,183"
2303 聯電,2025/1/8,39.8199,40.2895,39.773,40.1017,"38,044"
2303 聯電,2025/1/7,40.9939,41.1347,39.773,39.773,"59,202"
2303 聯電,2025/1/6,40.9469,41.0878,40.7121,40.7591,"33,049"
2303 聯電,2025/1/3,41.2756,41.4634,40.4773,40.4773,"42,529"
2303 聯電,2025/1/2,40.2895,41.0408,40.2425,41.0408,"65,489"
2303 聯電,2024/12/31,40.1017,40.806,39.6321,40.4304,"43,755"
2303 聯電,2024/12/30,40.5712,40.9469,40.4773,40.4773,"25,753"
2303 聯電,2024/12/27,40.8999,41.3695,40.806,40.9469,"22,762"
2303 聯電,2024/12/26,41.6043,41.6043,40.853,41.0408,"28,538"
2303 聯電,2024/12/25,41.7921,41.98,41.3695,41.3695,"52,749"
2303 聯電,2024/12/24,41.6982,42.2147,41.0408,41.3226,"133,767"
2303 聯電,2024/12/23,40.1486,40.6652,40.1486,40.2895,"36,819"
2303 聯電,2024/12/20,40.0077,40.3834,39.5851,39.773,"70,140"
2303 聯電,2024/12/19,40.3834,40.9469,40.1017,40.3834,"69,363"
2303 聯電,2024/12/18,40.4773,41.1817,40.3834,41.0408,"88,714"
2303 聯電,2024/12/17,39.4443,40.7591,39.3973,39.9608,"102,542"
2303 聯電,2024/12/16,38.7869,39.0686,38.2234,38.9277,"85,871"
2303 聯電,2024/12/13,39.4443,39.5382,38.1294,38.9277,"116,092"
2303 聯電,2024/12/12,40.5243,40.6652,39.5851,39.9138,"73,331"
2303 聯電,2024/12/11,40.6182,40.806,40.3834,40.3834,"44,548"
2303 聯電,2024/12/10,41.1347,41.2756,40.853,41.0408,"33,052"
2303 聯電,2024/12/9,40.853,41.3695,40.853,41.3695,"33,312"
2303 聯電,2024/12/6,40.5243,41.2756,40.5243,40.853,"43,886"
2303 聯電,2024/12/5,41.3695,41.5104,40.9469,40.9469,"57,737"
2303 聯電,2024/12/4,41.5573,41.7452,41.3226,41.7452,"51,839"
2303 聯電,2024/12/3,42.3556,42.4026,41.6043,42.0739,"50,827"
2303 聯電,2024/12/2,41.2756,41.886,41.1347,41.886,"38,808"
2303 聯電,2024/11/29,41.2286,41.4165,40.6182,40.8999,"66,391"
2303 聯電,2024/11/28,41.2756,41.4165,40.3834,41.2286,"84,388"
2303 聯電,2024/11/27,42.1208,42.1678,41.2756,41.6982,"89,385"
2303 聯電,2024/11/26,42.0739,42.9191,41.886,42.6374,"42,091"
2303 聯電,2024/11/25,42.3556,42.6843,42.1678,42.1678,"77,140"
2303 聯電,2024/11/22,42.0269,42.4495,41.7452,41.7452,"50,873"
2303 聯電,2024/11/21,41.8391,42.0269,41.6982,41.6982,"67,566"
2303 聯電,2024/11/20,42.4495,42.6843,42.1678,42.1678,"61,462"
2303 聯電,2024/11/19,42.4495,43.2009,42.4495,42.4495,"60,279"
2303 聯電,2024/11/18,42.1678,43.013,42.1208,42.3556,"69,335"
2303 聯電,2024/11/15,42.2617,42.6374,41.886,42.2617,"52,930"
2303 聯電,2024/11/14,42.8252,42.8252,42.2617,42.2617,"79,049"
2303 聯電,2024/11/13,43.1069,43.5296,42.9191,43.013,"53,138"
2303 聯電,2024/11/12,43.1539,44.093,42.9661,43.2948,"70,364"
2303 聯電,2024/11/11,43.6235,43.8113,42.9191,43.7174,"46,564"
2303 聯電,2024/11/8,44.5157,44.8913,43.8113,43.8113,"63,092"
2303 聯電,2024/11/7,43.1539,45.0322,43.1069,44.2809,"93,698"
2303 聯電,2024/11/6,42.2617,43.6235,42.2617,43.06,"79,644"
2303 聯電,2024/11/5,42.7313,42.8722,42.3087,42.5904,"85,444"
2303 聯電,2024/11/4,43.7643,43.8583,43.2009,43.2009,"60,431"
2303 聯電,2024/11/1,42.9661,44.14,42.8722,43.7643,"142,032"
2303 聯電,2024/10/30,45.5487,45.6896,45.0792,45.22,"54,660"
2303 聯電,2024/10/29,45.8774,45.9244,45.22,45.4548,"82,221"
2303 聯電,2024/10/28,46.7696,46.9575,46.2531,46.2531,"49,591"
2303 聯電,2024/10/25,46.9105,47.1453,46.7696,46.7696,"47,613"
2303 聯電,2024/10/24,46.9105,47.0514,46.8166,46.8635,"50,120"
2303 聯電,2024/10/23,47.6149,47.6149,47.1453,47.1453,"50,524"
2303 聯電,2024/10/22,47.3331,47.8027,47.3331,47.6149,"51,036"
2303 聯電,2024/10/21,47.2392,47.8027,46.9575,47.8027,"63,151"
2303 聯電,2024/10/18,48.3662,48.554,47.427,47.427,"79,201"
2303 聯電,2024/10/17,48.4601,48.7418,48.4601,48.554,"32,439"
2303 聯電,2024/10/16,48.2723,48.7418,48.1783,48.554,"61,244"
2303 聯電,2024/10/15,49.3992,49.5871,49.2114,49.3992,"25,326"
2303 聯電,2024/10/14,48.9297,49.3992,48.8357,49.3053,"27,090"
2303 聯電,2024/10/11,48.6479,49.1175,48.554,48.6479,"32,833"
2303 聯電,2024/10/9,49.1175,49.3053,48.554,48.7418,"42,465"
2303 聯電,2024/10/8,48.9297,49.3992,48.9297,49.3992,"39,756"
2303 聯電,2024/10/7,49.7749,50.0566,49.1175,49.681,"43,397"
2303 聯電,2024/10/4,49.3992,49.681,49.0236,49.3992,"63,348"
2303 聯電,2024/10/1,50.3384,50.9019,50.3384,50.4323,"24,979"
2303 聯電,2024/9/30,51.4654,51.841,50.5262,50.5262,"42,157"
2303 聯電,2024/9/27,52.0289,52.0289,51.6532,51.6532,"40,025"
2303 聯電,2024/9/26,51.5593,51.7471,51.3715,51.5593,"47,535"
2303 聯電,2024/9/25,50.9958,51.4654,50.808,51.1836,"52,411"
2303 聯電,2024/9/24,50.714,50.808,50.3384,50.6201,"43,459"
2303 聯電,2024/9/23,50.5262,50.714,50.1506,50.714,"30,909"
2303 聯電,2024/9/20,50.808,51.0897,49.8688,50.5262,"71,866"
2303 聯電,2024/9/19,50.4323,50.9019,50.2445,50.4323,"44,964"
2303 聯電,2024/9/18,50.808,50.9019,50.0566,50.5262,"57,765"
2303 聯電,2024/9/16,51.2775,51.4654,50.9958,51.1836,"24,475"
2303 聯電,2024/9/13,51.841,51.9349,50.9958,51.2775,"30,635"
2303 聯電,2024/9/12,51.7471,52.0289,51.5593,51.841,"35,327"
2303 聯電,2024/9/11,50.0566,50.714,49.9627,50.714,"24,122"
2303 聯電,2024/9/10,50.5262,50.5262,49.681,50.0566,"34,262"
2303 聯電,2024/9/9,49.681,50.5262,49.3992,50.5262,"46,437"
2303 聯電,2024/9/6,50.9958,51.1836,50.3384,51.1836,"24,617"
2303 聯電,2024/9/5,50.6201,51.2775,50.3384,50.6201,"37,783"
2303 聯電,2024/9/4,49.7749,50.808,49.1175,50.0566,"85,748"
2303 聯電,2024/9/3,51.841,52.2167,51.6532,51.7471,"27,896"
2303 聯電,2024/9/2,52.2167,52.2167,51.4654,52.0289,"35,096"
2303 聯電,2024/8/30,51.2775,52.1228,51.2775,52.1228,"62,697"
2303 聯電,2024/8/29,51.3715,51.4654,50.9958,51.2775,"23,254"
2303 聯電,2024/8/28,50.9019,51.841,50.808,51.841,"29,808"
2303 聯電,2024/8/27,51.1836,51.2775,50.5262,50.714,"38,928"
2303 聯電,2024/8/26,52.4045,52.4045,51.5593,51.7471,"27,664"
2303 聯電,2024/8/23,51.841,52.2167,51.4654,52.2167,"31,165"
2303 聯電,2024/8/22,52.5923,52.7802,52.1228,52.4984,"30,087"
2303 聯電,2024/8/21,52.4984,52.5923,51.9349,52.5923,"35,451"
2303 聯電,2024/8/20,52.8741,52.968,52.2167,52.5923,"47,715"
2303 聯電,2024/8/19,52.4984,52.5923,52.0289,52.5923,"42,753"
2303 聯電,2024/8/16,52.5923,52.5923,52.0289,52.4045,"68,166"
2303 聯電,2024/8/15,52.3106,52.3106,51.1836,51.3715,"36,309"
2303 聯電,2024/8/14,52.1228,52.4045,51.841,52.3106,"96,047"
2303 聯電,2024/8/13,51.4654,51.5593,50.9958,51.4654,"40,357"
2303 聯電,2024/8/12,50.9958,51.3715,50.9019,51.3715,"60,707"
2303 聯電,2024/8/9,50.9019,51.0897,50.2445,50.6201,"92,121"
2303 聯電,2024/8/8,48.8357,49.681,48.4601,49.5871,"41,940"
2303 聯電,2024/8/7,49.0236,49.7749,48.554,49.7749,"66,432"
2303 聯電,2024/8/6,48.2723,48.7418,46.4879,48.554,"91,083"
2303 聯電,2024/8/5,48.3662,48.3662,46.394,46.9105,"114,919"
2303 聯電,2024/8/2,49.4932,49.681,48.8357,49.681,"91,983"
2303 聯電,2024/8/1,50.4323,50.714,49.3992,50.6201,"177,167"
2303 聯電,2024/7/31,46.5818,47.427,46.347,47.3331,"48,572"
2303 聯電,2024/7/30,46.9105,46.9575,46.2061,46.9575,"55,881"
2303 聯電,2024/7/29,47.9905,48.2723,46.9105,47.1453,"53,281"
2303 聯電,2024/7/26,46.4409,47.6149,46.1592,47.6149,"90,576"
2303 聯電,2024/7/23,47.8966,48.1783,47.427,48.1783,"54,070"
2303 聯電,2024/7/22,48.3662,48.4601,46.8166,47.1453,"87,881"
2303 聯電,2024/7/19,49.0236,49.2114,48.554,48.7418,"50,320"
2303 聯電,2024/7/18,49.3053,49.681,48.6479,49.4932,"80,643"
2303 聯電,2024/7/17,49.8688,50.0566,49.5871,49.7749,"73,727"
2303 聯電,2024/7/16,50.4323,50.5262,49.681,49.7749,"52,998"
2303 聯電,2024/7/15,49.8688,50.3384,49.7749,50.1506,"46,266"
2303 聯電,2024/7/12,50.4323,50.4323,49.5871,49.7749,"97,130"
2303 聯電,2024/7/11,51.841,51.841,50.9019,51.3715,"60,577"
2303 聯電,2024/7/10,51.841,52.0289,50.9019,51.3715,"57,142"
2303 聯電,2024/7/9,52.4045,52.8741,51.6532,51.9349,"83,989"
2303 聯電,2024/7/8,50.714,52.1228,50.3384,51.9349,"120,702"
2303 聯電,2024/7/5,50.714,50.808,50.1506,50.2445,"55,352"
2303 聯電,2024/7/4,50.0566,51.0897,49.9627,50.714,"110,580"
2303 聯電,2024/7/3,49.8688,50.0566,49.3992,49.4932,"111,658"
