證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
3711 日月光投控,2025/10/16,180,191.5,180,191.5,"53,001"
3711 日月光投控,2025/10/15,172,178,170,178,"21,690"
3711 日月光投控,2025/10/14,175,176.5,168.5,169.5,"26,312"
3711 日月光投控,2025/10/13,173.5,174.5,171,173,"23,359"
3711 日月光投控,2025/10/9,180,181.5,176,179,"26,056"
3711 日月光投控,2025/10/8,173,175.5,171,174.5,"22,202"
3711 日月光投控,2025/10/7,169,176.5,168.5,173.5,"37,598"
3711 日月光投控,2025/10/3,166,169,165,165.5,"21,196"
3711 日月光投控,2025/10/2,165.5,166.5,163.5,164.5,"16,420"
3711 日月光投控,2025/10/1,166,166.5,162.5,163,"14,445"
3711 日月光投控,2025/9/30,166,166.5,163,164,"27,435"
3711 日月光投控,2025/9/26,170.5,170.5,165.5,165.5,"17,434"
3711 日月光投控,2025/9/25,173,173.5,170,172,"14,660"
3711 日月光投控,2025/9/24,175,175.5,171,172,"17,175"
3711 日月光投控,2025/9/23,177.5,177.5,173.5,174.5,"26,525"
3711 日月光投控,2025/9/22,171.5,173.5,169,172.5,"19,848"
3711 日月光投控,2025/9/19,171.5,172.5,169.5,170,"17,710"
3711 日月光投控,2025/9/18,170.5,173.5,169,170,"20,541"
3711 日月光投控,2025/9/17,170,170,167.5,169,"8,848"
3711 日月光投控,2025/9/16,168.5,170.5,167.5,169.5,"14,161"
3711 日月光投控,2025/9/15,167.5,168,165,166.5,"8,720"
3711 日月光投控,2025/9/12,168,168.5,165,167,"10,981"
3711 日月光投控,2025/9/11,170,172,166,166.5,"16,367"
3711 日月光投控,2025/9/10,169.5,172,168.5,169,"26,755"
3711 日月光投控,2025/9/9,170,170,164,167,"53,554"
3711 日月光投控,2025/9/8,166,171.5,162,171.5,"45,515"
3711 日月光投控,2025/9/5,155,156.5,154.5,156,"6,327"
3711 日月光投控,2025/9/4,156.5,157,153.5,154,"10,227"
3711 日月光投控,2025/9/3,156.5,157,154,157,"8,823"
3711 日月光投控,2025/9/2,156.5,160.5,156,157,"29,904"
3711 日月光投控,2025/9/1,152,157,151,156,"21,915"
3711 日月光投控,2025/8/29,149,153.5,149,151,"18,217"
3711 日月光投控,2025/8/28,149.5,150,147,147.5,"10,402"
3711 日月光投控,2025/8/27,150,151.5,150,150.5,"9,205"
3711 日月光投控,2025/8/26,148,149.5,147.5,149,"14,089"
3711 日月光投控,2025/8/25,146.5,149,146.5,148.5,"9,338"
3711 日月光投控,2025/8/22,144,145,143,143.5,"6,626"
3711 日月光投控,2025/8/21,144,145.5,143.5,144,"9,998"
3711 日月光投控,2025/8/20,148,148.5,144,145,"13,288"
3711 日月光投控,2025/8/19,151,151.5,148,148.5,"11,423"
3711 日月光投控,2025/8/18,149,151,148.5,150.5,"12,992"
3711 日月光投控,2025/8/15,148.5,149,148,148,"7,370"
3711 日月光投控,2025/8/14,147.5,149,147,148,"9,006"
3711 日月光投控,2025/8/13,150,150.5,147,148.5,"14,965"
3711 日月光投控,2025/8/12,152.5,152.5,148,148,"13,628"
3711 日月光投控,2025/8/11,150.5,154.5,149.5,151,"21,029"
3711 日月光投控,2025/8/8,150,152,149,149,"13,956"
3711 日月光投控,2025/8/7,147.5,149.5,147,148,"13,007"
3711 日月光投控,2025/8/6,145,146,144,145,"9,936"
3711 日月光投控,2025/8/5,148,149,146,146.5,"16,238"
3711 日月光投控,2025/8/4,148.5,148.5,146,147.5,"18,382"
3711 日月光投控,2025/8/1,143.5,152.5,141.5,152.5,"41,643"
3711 日月光投控,2025/7/31,150.5,154,149.5,152.5,"12,413"
3711 日月光投控,2025/7/30,154,155,151,152,"11,434"
3711 日月光投控,2025/7/29,154,155,153.5,153.5,"5,103"
3711 日月光投控,2025/7/28,154,155.5,153,154.5,"10,584"
3711 日月光投控,2025/7/25,154.5,155,152,153.5,"8,223"
3711 日月光投控,2025/7/24,154,155.5,152.5,155.5,"11,211"
3711 日月光投控,2025/7/23,152,154.5,152,153.5,"12,179"
3711 日月光投控,2025/7/22,151,154.5,150,151,"12,041"
3711 日月光投控,2025/7/21,153,153.5,151.5,152.5,"10,711"
3711 日月光投控,2025/7/18,153.5,155,153,154,"14,682"
3711 日月光投控,2025/7/17,151.5,153,151,151.5,"9,574"
3711 日月光投控,2025/7/16,150,153,149,151,"12,261"
3711 日月光投控,2025/7/15,147,150.5,146.5,150.5,"9,133"
3711 日月光投控,2025/7/14,149,150.5,148,148.5,"7,679"
3711 日月光投控,2025/7/11,148.5,151,148,150,"11,800"
3711 日月光投控,2025/7/10,145.5,151.5,145.5,150,"16,429"
3711 日月光投控,2025/7/9,143,146.5,142.5,146.5,"14,002"
3711 日月光投控,2025/7/8,142.5,144,141.5,143,"8,246"
3711 日月光投控,2025/7/7,146.5,148.5,143,144,"15,172"
3711 日月光投控,2025/7/4,145,148,144,147,"25,515"
3711 日月光投控,2025/7/3,147.5,148,143,144,"35,655"
3711 日月光投控,2025/7/2,140.5,144,138,141.5,"54,051"
3711 日月光投控,2025/7/1,141.6454,143.5725,139.7182,140.2,"22,081"
3711 日月光投控,2025/6/30,144.5361,144.5361,142.1272,142.1272,"19,277"
3711 日月光投控,2025/6/27,145.4997,146.4632,143.0907,144.5361,"20,832"
3711 日月光投控,2025/6/26,145.9815,147.4268,144.5361,146.945,"16,379"
3711 日月光投控,2025/6/25,145.0179,147.4268,144.5361,147.4268,"12,437"
3711 日月光投控,2025/6/24,144.0543,144.5361,142.609,144.0543,"14,908"
3711 日月光投控,2025/6/23,137.3093,141.6454,136.8275,141.6454,"13,172"
3711 日月光投控,2025/6/20,140.2,141.6454,138.2729,139.2364,"11,364"
3711 日月光投控,2025/6/19,142.1272,144.0543,139.7182,140.6818,"8,570"
3711 日月光投控,2025/6/18,141.6454,144.5361,141.1636,142.609,"11,059"
3711 日月光投控,2025/6/17,140.6818,143.5725,140.6818,142.609,"12,563"
3711 日月光投控,2025/6/16,137.7911,140.6818,137.7911,139.7182,"10,005"
3711 日月光投控,2025/6/13,137.3093,140.2,135.8639,138.2729,"13,759"
3711 日月光投控,2025/6/12,141.6454,141.6454,137.3093,139.7182,"13,187"
3711 日月光投控,2025/6/11,139.7182,141.6454,138.7547,140.2,"16,593"
3711 日月光投控,2025/6/10,136.3457,138.2729,136.3457,137.3093,"15,797"
3711 日月光投控,2025/6/9,134.9004,136.3457,133.9368,134.9004,"8,035"
3711 日月光投控,2025/6/6,133.9368,135.8639,132.9732,133.9368,"7,049"
3711 日月光投控,2025/6/5,133.9368,137.3093,133.9368,134.4186,"11,826"
3711 日月光投控,2025/6/4,131.5279,135.3821,131.5279,134.9004,"17,117"
3711 日月光投控,2025/6/3,131.0461,132.0096,128.6371,128.6371,"21,396"
3711 日月光投控,2025/6/2,131.5279,133.455,128.1553,129.6007,"15,766"
3711 日月光投控,2025/5/29,136.3457,137.3093,132.9732,132.9732,"31,149"
3711 日月光投控,2025/5/28,139.7182,139.7182,135.8639,136.8275,"8,948"
3711 日月光投控,2025/5/27,138.2729,138.2729,135.8639,136.3457,"8,204"
3711 日月光投控,2025/5/26,136.8275,139.2364,135.8639,138.7547,"4,279"
3711 日月光投控,2025/5/23,139.7182,140.2,136.8275,137.3093,"6,866"
3711 日月光投控,2025/5/22,139.7182,141.6454,138.7547,139.7182,"6,933"
3711 日月光投控,2025/5/21,139.2364,140.6818,138.7547,139.2364,"7,328"
3711 日月光投控,2025/5/20,138.7547,140.6818,138.7547,138.7547,"8,445"
3711 日月光投控,2025/5/19,139.7182,140.6818,136.3457,136.8275,"14,806"
3711 日月光投控,2025/5/16,143.0907,143.5725,140.2,141.6454,"10,461"
3711 日月光投控,2025/5/15,144.5361,145.4997,142.1272,145.0179,"9,665"
3711 日月光投控,2025/5/14,142.609,144.5361,142.1272,144.5361,"12,235"
3711 日月光投控,2025/5/13,141.6454,141.6454,138.7547,139.7182,"11,159"
3711 日月光投控,2025/5/12,133.9368,137.3093,133.455,136.8275,"7,840"
3711 日月光投控,2025/5/9,132.4914,133.9368,131.0461,132.4914,"6,530"
3711 日月光投控,2025/5/8,130.5643,133.455,130.5643,132.4914,"7,339"
3711 日月光投控,2025/5/7,132.0096,132.9732,129.6007,130.5643,"13,344"
3711 日月光投控,2025/5/6,130.0825,135.8639,129.6007,131.5279,"18,349"
3711 日月光投控,2025/5/5,133.9368,135.3821,129.1189,129.1189,"9,589"
3711 日月光投控,2025/5/2,132.9732,134.4186,132.0096,133.9368,"10,541"
3711 日月光投控,2025/4/30,132.0096,132.4914,130.5643,130.5643,"8,460"
3711 日月光投控,2025/4/29,132.0096,133.455,130.5643,133.455,"10,476"
3711 日月光投控,2025/4/28,132.9732,133.455,131.0461,132.0096,"7,185"
3711 日月光投控,2025/4/25,133.9368,136.3457,132.0096,132.4914,"16,148"
3711 日月光投控,2025/4/24,131.5279,131.5279,127.6736,127.6736,"12,638"
3711 日月光投控,2025/4/23,127.6736,132.4914,127.1918,132.4914,"10,645"
3711 日月光投控,2025/4/22,123.3375,126.71,122.3739,122.8557,"7,457"
3711 日月光投控,2025/4/21,123.8193,125.2646,123.3375,123.8193,"4,236"
3711 日月光投控,2025/4/18,125.7464,126.71,123.8193,124.301,"8,670"
3711 日月光投控,2025/4/17,125.2646,126.71,122.3739,124.7828,"14,506"
3711 日月光投控,2025/4/16,128.6371,130.0825,127.1918,128.6371,"7,901"
3711 日月光投控,2025/4/15,128.6371,132.4914,127.1918,130.5643,"12,295"
3711 日月光投控,2025/4/14,127.6736,132.9732,126.71,127.6736,"25,882"
3711 日月光投控,2025/4/11,118.5196,131.0461,117.0742,129.6007,"37,478"
3711 日月光投控,2025/4/10,121.8921,121.8921,121.8921,121.8921,"4,118"
3711 日月光投控,2025/4/9,117.556,118.5196,110.811,110.811,"29,069"
3711 日月光投控,2025/4/8,118.0378,125.7464,118.0378,122.8557,"38,948"
3711 日月光投控,2025/4/7,129.6007,129.6007,129.6007,129.6007,"3,495"
3711 日月光投控,2025/4/2,143.0907,145.4997,143.0907,143.5725,"10,464"
3711 日月光投控,2025/4/1,138.7547,145.4997,138.2729,144.0543,"18,797"
3711 日月光投控,2025/3/31,138.2729,142.1272,137.7911,137.7911,"20,413"
3711 日月光投控,2025/3/28,147.9086,148.3904,143.5725,145.0179,"19,750"
3711 日月光投控,2025/3/27,152.2447,152.7265,148.8722,150.7993,"16,531"
3711 日月光投控,2025/3/26,155.6172,156.5808,154.6536,155.6172,"4,763"
3711 日月光投控,2025/3/25,156.099,157.0626,153.6901,154.6536,"7,552"
3711 日月光投控,2025/3/24,156.5808,157.0626,153.6901,154.6536,"7,679"
3711 日月光投控,2025/3/21,158.0261,158.0261,154.1718,155.1354,"17,022"
3711 日月光投控,2025/3/20,153.2083,158.0261,153.2083,156.5808,"10,781"
3711 日月光投控,2025/3/19,154.1718,155.6172,152.2447,152.2447,"8,946"
3711 日月光投控,2025/3/18,153.6901,155.1354,153.2083,154.6536,"11,501"
3711 日月光投控,2025/3/17,151.7629,153.6901,151.2811,151.7629,"11,021"
3711 日月光投控,2025/3/14,152.7265,154.1718,149.354,149.354,"12,773"
3711 日月光投控,2025/3/13,156.5808,158.0261,151.7629,151.7629,"14,070"
3711 日月光投控,2025/3/12,150.7993,156.099,150.3175,153.2083,"17,381"
3711 日月光投控,2025/3/11,149.354,152.7265,147.4268,150.3175,"20,412"
3711 日月光投控,2025/3/10,156.5808,157.5443,154.6536,155.1354,"8,738"
3711 日月光投控,2025/3/7,157.0626,159.4715,156.5808,156.5808,"9,563"
3711 日月光投控,2025/3/6,161.8804,163.3258,159.4715,159.9533,"10,776"
3711 日月光投控,2025/3/5,159.9533,162.844,158.9897,159.9533,"18,334"
3711 日月光投控,2025/3/4,155.1354,159.9533,154.1718,158.0261,"23,185"
3711 日月光投控,2025/3/3,158.0261,161.3986,157.5443,159.4715,"16,892"
3711 日月光投控,2025/2/27,168.6255,169.1072,162.844,164.7712,"25,604"
3711 日月光投控,2025/2/26,167.1801,169.589,165.7347,169.1072,"21,997"
3711 日月光投控,2025/2/25,165.2529,171.0344,164.7712,170.0708,"20,640"
3711 日月光投控,2025/2/24,171.0344,171.5162,167.6619,169.589,"19,227"
3711 日月光投控,2025/2/21,171.998,175.8523,170.0708,174.4069,"18,621"
3711 日月光投控,2025/2/20,177.2976,178.2612,171.0344,172.9615,"23,976"
3711 日月光投控,2025/2/19,171.998,179.2248,171.998,176.8158,"25,009"
3711 日月光投控,2025/2/18,170.5526,174.4069,170.5526,172.4797,"11,486"
3711 日月光投控,2025/2/17,167.6619,172.9615,167.1801,171.5162,"18,177"
3711 日月光投控,2025/2/14,166.6983,169.589,164.7712,168.6255,"29,872"
3711 日月光投控,2025/2/13,158.5079,165.7347,158.5079,164.2894,"21,569"
3711 日月光投控,2025/2/12,160.9169,161.8804,159.4715,159.4715,"9,277"
3711 日月光投控,2025/2/11,159.4715,162.844,159.4715,161.3986,"14,454"
3711 日月光投控,2025/2/10,157.0626,161.8804,156.099,160.4351,"20,326"
3711 日月光投控,2025/2/7,155.1354,159.4715,155.1354,158.5079,"16,082"
3711 日月光投控,2025/2/6,155.6172,158.5079,155.1354,155.1354,"8,723"
3711 日月光投控,2025/2/5,153.6901,157.0626,153.6901,155.6172,"16,100"
3711 日月光投控,2025/2/4,155.6172,157.0626,151.2811,151.7629,"20,365"
3711 日月光投控,2025/2/3,155.1354,159.9533,154.1718,155.1354,"38,085"
3711 日月光投控,2025/1/22,168.6255,171.998,165.7347,170.5526,"24,592"
3711 日月光投控,2025/1/21,164.7712,166.6983,164.2894,165.7347,"9,983"
3711 日月光投控,2025/1/20,160.4351,166.6983,160.4351,165.7347,"15,868"
3711 日月光投控,2025/1/17,160.4351,160.9169,157.5443,159.9533,"13,290"
3711 日月光投控,2025/1/16,160.4351,162.844,158.9897,158.9897,"16,764"
3711 日月光投控,2025/1/15,155.1354,158.0261,153.6901,155.6172,"12,483"
3711 日月光投控,2025/1/14,154.6536,157.5443,154.1718,155.1354,"13,553"
3711 日月光投控,2025/1/13,159.9533,161.3986,155.6172,156.5808,"15,674"
3711 日月光投控,2025/1/10,158.9897,163.8076,158.9897,162.3622,"10,794"
3711 日月光投控,2025/1/9,166.2165,167.6619,159.4715,159.9533,"13,116"
3711 日月光投控,2025/1/8,168.6255,168.6255,164.7712,165.2529,"18,188"
3711 日月光投控,2025/1/7,163.3258,171.5162,161.8804,168.6255,"33,766"
3711 日月光投控,2025/1/6,157.5443,161.3986,157.5443,159.9533,"13,633"
3711 日月光投控,2025/1/3,157.0626,158.0261,154.6536,155.1354,"6,091"
3711 日月光投控,2025/1/2,155.6172,157.0626,154.1718,154.6536,"7,539"
3711 日月光投控,2024/12/31,156.099,157.0626,155.1354,156.099,"5,569"
3711 日月光投控,2024/12/30,158.0261,159.9533,157.5443,157.5443,"8,547"
3711 日月光投控,2024/12/27,158.5079,160.4351,158.5079,158.9897,"6,215"
3711 日月光投控,2024/12/26,159.4715,159.9533,157.5443,158.9897,"5,287"
3711 日月光投控,2024/12/25,159.4715,160.9169,158.9897,159.4715,"7,896"
3711 日月光投控,2024/12/24,156.099,160.4351,156.099,158.5079,"15,136"
3711 日月光投控,2024/12/23,152.7265,156.5808,152.7265,154.6536,"9,870"
3711 日月光投控,2024/12/20,153.6901,155.6172,151.7629,151.7629,"24,344"
3711 日月光投控,2024/12/19,152.2447,155.1354,151.7629,155.1354,"10,891"
3711 日月光投控,2024/12/18,153.2083,156.099,153.2083,155.1354,"11,571"
3711 日月光投控,2024/12/17,153.2083,154.6536,151.2811,152.2447,"14,559"
3711 日月光投控,2024/12/16,154.1718,157.0626,153.6901,154.6536,"18,192"
3711 日月光投控,2024/12/13,150.7993,154.1718,150.7993,152.7265,"10,552"
3711 日月光投控,2024/12/12,149.354,153.6901,149.354,151.2811,"14,233"
3711 日月光投控,2024/12/11,149.8358,152.2447,149.354,150.3175,"11,412"
3711 日月光投控,2024/12/10,153.2083,153.2083,151.7629,152.2447,"9,895"
3711 日月光投控,2024/12/9,154.1718,155.1354,152.7265,154.1718,"6,697"
3711 日月光投控,2024/12/6,152.7265,156.099,152.2447,153.6901,"21,024"
3711 日月光投控,2024/12/5,152.7265,153.2083,150.3175,151.7629,"16,654"
3711 日月光投控,2024/12/4,149.354,152.2447,147.9086,152.2447,"18,060"
3711 日月光投控,2024/12/3,151.2811,153.2083,148.8722,149.354,"17,881"
3711 日月光投控,2024/12/2,146.945,149.8358,146.945,148.8722,"11,201"
3711 日月光投控,2024/11/29,141.1636,146.945,140.6818,145.9815,"11,717"
3711 日月光投控,2024/11/28,145.4997,145.9815,140.6818,141.6454,"17,410"
3711 日月光投控,2024/11/27,148.8722,149.354,145.0179,145.0179,"13,087"
3711 日月光投控,2024/11/26,149.354,150.3175,148.8722,149.354,"7,976"
3711 日月光投控,2024/11/25,152.2447,152.7265,150.3175,150.3175,"11,487"
3711 日月光投控,2024/11/22,149.8358,152.2447,149.8358,150.7993,"12,232"
3711 日月光投控,2024/11/21,147.4268,148.3904,144.5361,147.9086,"13,432"
3711 日月光投控,2024/11/20,149.8358,151.2811,148.8722,149.354,"15,599"
3711 日月光投控,2024/11/19,152.2447,153.6901,147.4268,148.8722,"25,193"
3711 日月光投控,2024/11/18,149.354,149.8358,145.0179,145.9815,"17,860"
3711 日月光投控,2024/11/15,148.3904,153.6901,147.9086,149.354,"20,817"
3711 日月光投控,2024/11/14,150.3175,150.7993,146.4632,148.3904,"20,519"
3711 日月光投控,2024/11/13,146.945,156.5808,146.945,151.2811,"28,179"
3711 日月光投控,2024/11/12,148.3904,149.354,146.945,146.945,"15,428"
3711 日月光投控,2024/11/11,149.354,153.2083,147.9086,151.7629,"8,077"
3711 日月光投控,2024/11/8,152.2447,153.6901,149.354,149.8358,"13,412"
3711 日月光投控,2024/11/7,145.9815,152.2447,145.4997,150.3175,"15,701"
3711 日月光投控,2024/11/6,145.4997,148.8722,145.0179,146.4632,"13,491"
3711 日月光投控,2024/11/5,144.5361,145.0179,142.609,144.5361,"17,713"
3711 日月光投控,2024/11/4,148.8722,149.8358,145.9815,146.945,"12,753"
3711 日月光投控,2024/11/1,140.2,149.354,139.7182,148.3904,"31,210"
3711 日月光投控,2024/10/30,152.7265,154.1718,151.2811,151.2811,"14,852"
3711 日月光投控,2024/10/29,153.6901,153.6901,149.8358,152.7265,"17,401"
3711 日月光投控,2024/10/28,156.5808,157.5443,153.6901,155.1354,"10,599"
3711 日月光投控,2024/10/25,153.2083,157.0626,153.2083,156.099,"9,439"
3711 日月光投控,2024/10/24,155.1354,156.5808,153.2083,153.2083,"9,582"
3711 日月光投控,2024/10/23,158.0261,158.5079,155.1354,155.6172,"11,816"
3711 日月光投控,2024/10/22,155.6172,158.5079,155.1354,158.0261,"15,332"
3711 日月光投控,2024/10/21,158.0261,158.5079,155.1354,155.6172,"17,040"
3711 日月光投控,2024/10/18,166.6983,166.6983,155.1354,157.5443,"35,763"
3711 日月光投控,2024/10/17,159.9533,160.4351,157.0626,159.4715,"14,981"
3711 日月光投控,2024/10/16,157.5443,162.844,157.0626,158.9897,"34,622"
3711 日月光投控,2024/10/15,153.6901,162.844,152.7265,162.3622,"35,033"
3711 日月光投控,2024/10/14,150.3175,154.6536,149.354,152.2447,"18,333"
3711 日月光投控,2024/10/11,149.354,151.2811,147.9086,149.354,"12,079"
3711 日月光投控,2024/10/9,147.4268,149.8358,147.4268,148.3904,"10,363"
3711 日月光投控,2024/10/8,146.945,147.4268,145.9815,147.4268,"12,059"
3711 日月光投控,2024/10/7,147.4268,149.354,146.4632,149.354,"14,192"
3711 日月光投控,2024/10/4,144.5361,147.9086,143.5725,145.4997,"18,726"
3711 日月光投控,2024/10/1,145.0179,148.8722,145.0179,145.9815,"10,581"
3711 日月光投控,2024/9/30,149.354,150.7993,145.4997,145.4997,"18,567"
3711 日月光投控,2024/9/27,157.0626,157.5443,153.2083,153.2083,"26,717"
3711 日月光投控,2024/9/26,152.2447,156.5808,152.2447,156.5808,"25,492"
3711 日月光投控,2024/9/25,152.2447,153.2083,150.3175,152.7265,"24,871"
3711 日月光投控,2024/9/24,149.354,151.2811,146.4632,151.2811,"19,958"
3711 日月光投控,2024/9/23,149.354,151.2811,147.4268,151.2811,"17,546"
3711 日月光投控,2024/9/20,150.3175,151.2811,146.945,148.8722,"35,560"
3711 日月光投控,2024/9/19,145.0179,146.945,142.609,146.4632,"26,227"
3711 日月光投控,2024/9/18,146.945,149.8358,143.5725,146.945,"32,408"
3711 日月光投控,2024/9/16,147.4268,150.3175,145.9815,148.3904,"21,579"
3711 日月光投控,2024/9/13,142.1272,142.609,140.6818,141.6454,"9,239"
3711 日月光投控,2024/9/12,140.6818,144.0543,140.6818,142.1272,"15,082"
3711 日月光投控,2024/9/11,138.2729,138.7547,135.8639,136.8275,"11,482"
3711 日月光投控,2024/9/10,137.7911,140.6818,137.3093,139.2364,"9,582"
3711 日月光投控,2024/9/9,132.9732,137.7911,132.4914,136.8275,"12,456"
3711 日月光投控,2024/9/6,138.7547,139.7182,136.3457,136.3457,"7,403"
3711 日月光投控,2024/9/5,139.7182,140.6818,138.2729,138.2729,"7,399"
3711 日月光投控,2024/9/4,137.3093,140.6818,135.3821,138.2729,"20,267"
3711 日月光投控,2024/9/3,146.945,147.9086,145.4997,145.9815,"7,064"
3711 日月光投控,2024/9/2,149.8358,150.7993,146.4632,147.4268,"8,500"
3711 日月光投控,2024/8/30,146.945,149.354,146.4632,147.9086,"13,091"
3711 日月光投控,2024/8/29,144.0543,147.9086,143.5725,146.4632,"10,691"
3711 日月光投控,2024/8/28,142.609,147.4268,141.6454,146.4632,"10,209"
3711 日月光投控,2024/8/27,141.6454,143.0907,140.6818,141.6454,"8,908"
3711 日月光投控,2024/8/26,145.4997,146.4632,142.1272,142.609,"13,577"
3711 日月光投控,2024/8/23,142.1272,145.0179,141.1636,145.0179,"15,667"
3711 日月光投控,2024/8/22,146.945,146.945,143.0907,144.5361,"13,296"
3711 日月光投控,2024/8/21,147.4268,148.8722,145.9815,146.945,"14,873"
3711 日月光投控,2024/8/20,150.3175,150.3175,148.3904,149.354,"10,454"
3711 日月光投控,2024/8/19,148.8722,148.8722,145.9815,148.3904,"12,376"
3711 日月光投控,2024/8/16,149.8358,151.2811,147.9086,147.9086,"15,008"
3711 日月光投控,2024/8/15,148.8722,149.354,145.4997,145.4997,"17,050"
3711 日月光投控,2024/8/14,145.4997,151.2811,145.4997,150.3175,"22,804"
3711 日月光投控,2024/8/13,143.0907,145.9815,141.6454,143.5725,"13,211"
3711 日月光投控,2024/8/12,140.2,146.4632,140.2,143.0907,"20,648"
3711 日月光投控,2024/8/9,137.3093,143.0907,135.8639,140.2,"21,953"
3711 日月光投控,2024/8/8,133.9368,135.3821,131.0461,132.9732,"22,538"
3711 日月光投控,2024/8/7,136.3457,140.6818,133.9368,140.2,"27,262"
3711 日月光投控,2024/8/6,131.5279,133.455,124.301,132.4914,"29,208"
3711 日月光投控,2024/8/5,128.6371,130.0825,124.7828,125.2646,"30,934"
3711 日月光投控,2024/8/2,142.1272,144.5361,137.7911,138.2729,"27,006"
3711 日月光投控,2024/8/1,148.3904,149.8358,146.4632,147.9086,"14,799"
3711 日月光投控,2024/7/31,146.945,148.3904,144.0543,144.5361,"20,559"
3711 日月光投控,2024/7/30,145.4997,151.2811,143.5725,149.8358,"20,009"
3711 日月光投控,2024/7/29,150.3175,151.2811,146.4632,147.9086,"22,441"
3711 日月光投控,2024/7/26,149.8358,151.2811,149.8358,149.8358,"50,516"
3711 日月光投控,2024/7/23,161.8804,168.6255,161.3986,166.2165,"17,567"
3711 日月光投控,2024/7/22,162.3622,162.844,157.0626,158.0261,"20,661"
3711 日月光投控,2024/7/19,166.2165,168.1437,161.8804,164.7712,"27,132"
3711 日月光投控,2024/7/18,169.1072,172.4797,164.2894,169.589,"24,777"
3711 日月光投控,2024/7/17,171.0344,181.1519,170.0708,175.8523,"28,254"
3711 日月光投控,2024/7/16,171.0344,173.4433,169.589,172.4797,"16,730"
3711 日月光投控,2024/7/15,173.4433,174.8887,170.5526,172.9615,"17,614"
