證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2317 鴻海,2025/10/9,227,227,221,221.5,"56,700"
2317 鴻海,2025/10/8,225,225.5,222,225,"50,104"
2317 鴻海,2025/10/7,230,231.5,225,228.5,"66,127"
2317 鴻海,2025/10/3,226,228,224.5,226.5,"52,446"
2317 鴻海,2025/10/2,221.5,226,221,225.5,"73,884"
2317 鴻海,2025/10/1,219,222,216,219,"58,600"
2317 鴻海,2025/9/30,224,224,215.5,216,"92,277"
2317 鴻海,2025/9/26,230,230.5,218.5,219.5,"122,225"
2317 鴻海,2025/9/25,223,231,222.5,230,"126,590"
2317 鴻海,2025/9/24,222,223,219,223,"66,406"
2317 鴻海,2025/9/23,218,222,217.5,221,"106,127"
2317 鴻海,2025/9/22,215.5,218,214,216,"34,758"
2317 鴻海,2025/9/19,216.5,217,214,214,"60,640"
2317 鴻海,2025/9/18,211.5,216,208,215,"80,554"
2317 鴻海,2025/9/17,214,214.5,211,212,"57,358"
2317 鴻海,2025/9/16,217,217,213.5,215.5,"50,810"
2317 鴻海,2025/9/15,218.5,218.5,213,216,"56,651"
2317 鴻海,2025/9/12,217,218.5,216.5,217.5,"74,001"
2317 鴻海,2025/9/11,212,216.5,209,214.5,"133,210"
2317 鴻海,2025/9/10,211,211,209,210,"86,104"
2317 鴻海,2025/9/9,204.5,208,204,207.5,"64,990"
2317 鴻海,2025/9/8,206,207.5,202,203.5,"45,711"
2317 鴻海,2025/9/5,205.5,206.5,203,205,"39,235"
2317 鴻海,2025/9/4,203,205,202,203,"41,864"
2317 鴻海,2025/9/3,198.5,201,197,200.5,"34,371"
2317 鴻海,2025/9/2,200,203.5,198,198.5,"35,779"
2317 鴻海,2025/9/1,203,204.5,197,198.5,"70,459"
2317 鴻海,2025/8/29,206,207,202.5,203.5,"55,250"
2317 鴻海,2025/8/28,207.5,207.5,204,206,"48,681"
2317 鴻海,2025/8/27,210,210,207.5,208,"41,852"
2317 鴻海,2025/8/26,207,209,206,209,"42,252"
2317 鴻海,2025/8/25,207,208,206,207.5,"52,074"
2317 鴻海,2025/8/22,208,208,202,202.5,"54,944"
2317 鴻海,2025/8/21,201,206,201,206,"67,845"
2317 鴻海,2025/8/20,206,206.5,200,200.5,"124,219"
2317 鴻海,2025/8/19,210,212,208,208,"49,978"
2317 鴻海,2025/8/18,207.5,210,206,210,"73,566"
2317 鴻海,2025/8/15,205,208,202,207,"156,672"
2317 鴻海,2025/8/14,197.5,200,197,199.5,"78,943"
2317 鴻海,2025/8/13,198,199,193.5,198.5,"103,356"
2317 鴻海,2025/8/12,198.5,199,195.5,197,"38,689"
2317 鴻海,2025/8/11,194,198,192.5,198,"52,291"
2317 鴻海,2025/8/8,197,197,193.5,194.5,"65,469"
2317 鴻海,2025/8/7,190,195,190,194.5,"119,398"
2317 鴻海,2025/8/6,185.5,188.5,184,186,"68,868"
2317 鴻海,2025/8/5,182,185,182,184.5,"52,169"
2317 鴻海,2025/8/4,179.5,181,178.5,180,"44,503"
2317 鴻海,2025/8/1,175,181.5,175,181.5,"65,361"
2317 鴻海,2025/7/31,178,179,176,178,"90,529"
2317 鴻海,2025/7/30,171.5,171.5,171.5,171.5,0
2317 鴻海,2025/7/29,175,175.5,171,171.5,"49,613"
2317 鴻海,2025/7/28,176,178,175.5,176,"55,666"
2317 鴻海,2025/7/25,175.5,175.5,173,174.5,"57,244"
2317 鴻海,2025/7/24,168,174,167.5,174,"127,736"
2317 鴻海,2025/7/23,163.5,166,163.5,166,"51,058"
2317 鴻海,2025/7/22,165,166,161.5,162,"39,452"
2317 鴻海,2025/7/21,166,166.5,164.5,165,"17,115"
2317 鴻海,2025/7/18,165,166,164.5,165.5,"35,368"
2317 鴻海,2025/7/17,163,164,162.5,164,"20,679"
2317 鴻海,2025/7/16,163,164,162.5,162.5,"25,282"
2317 鴻海,2025/7/15,160,163,160,163,"20,779"
2317 鴻海,2025/7/14,161.5,162.5,160.5,160.5,"18,862"
2317 鴻海,2025/7/11,161.5,162.5,160.5,161.5,"21,551"
2317 鴻海,2025/7/10,161,162.5,160,161.5,"31,990"
2317 鴻海,2025/7/9,159.5,161.5,159,161,"29,446"
2317 鴻海,2025/7/8,160.5,161,158.5,159,"30,781"
2317 鴻海,2025/7/7,161,162,159.5,161,"24,255"
2317 鴻海,2025/7/4,164,164.5,160.5,161,"27,987"
2317 鴻海,2025/7/3,164,164.5,163,164,"46,192"
2317 鴻海,2025/7/2,160,162,160,162,"66,421"
2317 鴻海,2025/7/1,155.8402,160.1825,155.3578,159.7001,"103,158"
2317 鴻海,2025/6/30,160.1825,160.665,155.3578,155.3578,"62,308"
2317 鴻海,2025/6/27,157.2877,159.7001,156.8052,159.2176,"75,664"
2317 鴻海,2025/6/26,156.3227,158.2526,155.8402,157.2877,"65,708"
2317 鴻海,2025/6/25,155.8402,156.3227,154.3928,156.3227,"48,758"
2317 鴻海,2025/6/24,152.4629,156.3227,151.9804,154.8753,"67,130"
2317 鴻海,2025/6/23,147.6381,150.533,146.6732,150.533,"49,297"
2317 鴻海,2025/6/20,149.0855,150.0505,147.6381,150.0505,"60,372"
2317 鴻海,2025/6/19,150.0505,150.533,148.6031,148.6031,"20,674"
2317 鴻海,2025/6/18,149.568,151.0155,148.6031,150.533,"38,500"
2317 鴻海,2025/6/17,151.0155,151.4979,149.0855,149.568,"25,564"
2317 鴻海,2025/6/16,150.533,151.4979,149.0855,149.568,"21,896"
2317 鴻海,2025/6/13,151.4979,152.9454,150.533,151.0155,"37,530"
2317 鴻海,2025/6/12,150.0505,152.4629,148.6031,151.9804,"33,551"
2317 鴻海,2025/6/11,151.0155,151.9804,150.0505,150.533,"27,402"
2317 鴻海,2025/6/10,150.0505,150.533,149.568,150.0505,"33,025"
2317 鴻海,2025/6/9,149.568,150.0505,148.6031,149.0855,"18,474"
2317 鴻海,2025/6/6,150.0505,150.0505,147.6381,147.6381,"24,170"
2317 鴻海,2025/6/5,151.0155,151.4979,150.0505,150.0505,"34,529"
2317 鴻海,2025/6/4,148.1206,150.533,147.6381,150.533,"39,837"
2317 鴻海,2025/6/3,148.1206,149.568,146.1907,146.1907,"38,422"
2317 鴻海,2025/6/2,148.6031,149.0855,145.7082,147.1556,"55,748"
2317 鴻海,2025/5/29,149.0855,152.4629,148.6031,150.533,"91,749"
2317 鴻海,2025/5/28,148.6031,148.6031,146.1907,146.6732,"31,758"
2317 鴻海,2025/5/27,148.1206,149.568,146.6732,146.6732,"27,594"
2317 鴻海,2025/5/26,147.1556,149.568,145.7082,147.6381,"28,992"
2317 鴻海,2025/5/23,150.533,150.533,147.6381,148.6031,"22,518"
2317 鴻海,2025/5/22,148.1206,148.6031,146.1907,147.6381,"37,074"
2317 鴻海,2025/5/21,149.568,151.0155,149.0855,149.568,"29,698"
2317 鴻海,2025/5/20,151.4979,152.9454,148.1206,148.6031,"41,647"
2317 鴻海,2025/5/19,151.4979,152.4629,148.6031,148.6031,"53,345"
2317 鴻海,2025/5/16,152.9454,153.9103,151.4979,152.4629,"34,670"
2317 鴻海,2025/5/15,157.2877,157.2877,152.9454,153.9103,"71,845"
2317 鴻海,2025/5/14,155.8402,157.2877,153.9103,157.2877,"71,682"
2317 鴻海,2025/5/13,153.9103,155.8402,151.4979,152.4629,"95,098"
2317 鴻海,2025/5/12,143.7783,147.6381,143.2958,147.6381,"59,409"
2317 鴻海,2025/5/9,141.3659,142.3309,140.401,141.8484,"30,063"
2317 鴻海,2025/5/8,140.401,141.3659,139.436,140.8834,"29,519"
2317 鴻海,2025/5/7,141.3659,142.8133,138.471,139.9185,"43,382"
2317 鴻海,2025/5/6,137.5061,141.3659,137.0236,140.8834,"53,330"
2317 鴻海,2025/5/5,143.7783,143.7783,137.0236,137.5061,"66,798"
2317 鴻海,2025/5/2,139.436,142.8133,138.9535,142.3309,"60,280"
2317 鴻海,2025/4/30,137.9886,138.9535,136.5411,136.5411,"42,090"
2317 鴻海,2025/4/29,136.5411,138.471,136.0587,137.9886,"40,351"
2317 鴻海,2025/4/28,135.0937,138.471,135.0937,137.5061,"47,321"
2317 鴻海,2025/4/25,135.5762,136.0587,133.6463,134.1287,"57,201"
2317 鴻海,2025/4/24,134.1287,134.1287,130.7514,131.7164,"46,353"
2317 鴻海,2025/4/23,131.2339,134.6112,131.2339,134.1287,"65,973"
2317 鴻海,2025/4/22,129.7864,131.2339,126.8916,127.3741,"44,476"
2317 鴻海,2025/4/21,130.2689,132.1988,129.7864,131.7164,"32,102"
2317 鴻海,2025/4/18,130.2689,131.7164,128.8215,130.7514,"26,363"
2317 鴻海,2025/4/17,129.7864,130.7514,127.3741,129.7864,"64,431"
2317 鴻海,2025/4/16,133.1638,134.6112,131.2339,131.2339,"61,680"
2317 鴻海,2025/4/15,134.1287,135.0937,131.2339,134.6112,"86,203"
2317 鴻海,2025/4/14,136.5411,139.9185,131.2339,133.6463,"214,264"
2317 鴻海,2025/4/11,114.3472,130.2689,112.8997,129.7864,"297,865"
2317 鴻海,2025/4/10,119.1719,119.1719,119.1719,119.1719,"36,901"
2317 鴻海,2025/4/9,114.8296,118.207,108.5574,108.5574,"366,032"
2317 鴻海,2025/4/8,122.5493,125.9266,120.6194,120.6194,"308,542"
2317 鴻海,2025/4/7,133.6463,133.6463,133.6463,133.6463,"30,755"
2317 鴻海,2025/4/2,147.6381,149.0855,146.6732,148.1206,"38,868"
2317 鴻海,2025/4/1,143.2958,147.6381,142.8133,146.6732,"61,385"
2317 鴻海,2025/3/31,139.9185,144.2608,139.9185,140.8834,"130,858"
2317 鴻海,2025/3/28,152.4629,152.9454,147.6381,148.6031,"111,580"
2317 鴻海,2025/3/27,157.7701,158.2526,154.3928,154.8753,"68,898"
2317 鴻海,2025/3/26,160.1825,161.1475,159.2176,160.1825,"19,840"
2317 鴻海,2025/3/25,159.7001,160.665,158.2526,159.2176,"34,677"
2317 鴻海,2025/3/24,160.665,161.1475,157.2877,157.2877,"42,919"
2317 鴻海,2025/3/21,161.1475,161.1475,159.2176,159.2176,"55,445"
2317 鴻海,2025/3/20,159.2176,161.1475,158.7351,160.1825,"37,221"
2317 鴻海,2025/3/19,161.1475,161.63,157.7701,158.2526,"80,802"
2317 鴻海,2025/3/18,163.0774,163.5599,161.1475,161.63,"40,404"
2317 鴻海,2025/3/17,165.9723,166.4547,162.1124,162.1124,"50,999"
2317 鴻海,2025/3/14,162.5949,164.5248,162.1124,164.0424,"33,052"
2317 鴻海,2025/3/13,166.4547,167.9022,162.1124,162.1124,"35,310"
2317 鴻海,2025/3/12,163.0774,165.4898,163.0774,164.5248,"41,085"
2317 鴻海,2025/3/11,160.1825,163.5599,159.2176,162.5949,"69,729"
2317 鴻海,2025/3/10,167.4197,167.9022,164.0424,165.9723,"36,673"
2317 鴻海,2025/3/7,165.0073,168.3846,165.0073,165.9723,"32,530"
2317 鴻海,2025/3/6,169.3496,169.8321,167.4197,167.4197,"28,989"
2317 鴻海,2025/3/5,165.4898,168.8671,165.4898,167.4197,"45,364"
2317 鴻海,2025/3/4,159.7001,165.9723,159.2176,164.5248,"71,127"
2317 鴻海,2025/3/3,165.9723,168.8671,164.0424,164.0424,"70,556"
2317 鴻海,2025/2/27,173.6919,175.1393,167.9022,167.9022,"81,509"
2317 鴻海,2025/2/26,168.8671,174.6569,168.3846,174.1744,"45,145"
2317 鴻海,2025/2/25,175.1393,175.6218,171.2795,171.2795,"70,811"
2317 鴻海,2025/2/24,174.6569,177.5517,174.1744,177.5517,"27,928"
2317 鴻海,2025/2/21,175.1393,177.5517,174.6569,176.5868,"35,359"
2317 鴻海,2025/2/20,176.5868,177.0692,175.1393,175.6218,"23,659"
2317 鴻海,2025/2/19,177.0692,178.0342,175.6218,176.5868,"35,389"
2317 鴻海,2025/2/18,176.5868,177.5517,174.6569,177.0692,"27,184"
2317 鴻海,2025/2/17,173.2094,176.1043,172.7269,176.1043,"47,251"
2317 鴻海,2025/2/14,173.6919,174.1744,171.2795,171.762,"26,925"
2317 鴻海,2025/2/13,170.797,174.6569,170.797,173.6919,"40,596"
2317 鴻海,2025/2/12,175.1393,175.1393,170.797,170.797,"42,666"
2317 鴻海,2025/2/11,171.762,175.6218,169.8321,172.7269,"71,048"
2317 鴻海,2025/2/10,169.8321,170.3146,167.9022,167.9022,"37,723"
2317 鴻海,2025/2/7,168.8671,171.762,167.9022,171.762,"52,118"
2317 鴻海,2025/2/6,166.4547,167.9022,165.0073,166.9372,"41,060"
2317 鴻海,2025/2/5,161.1475,165.4898,161.1475,165.0073,"53,304"
2317 鴻海,2025/2/4,161.1475,163.0774,159.2176,159.2176,"68,458"
2317 鴻海,2025/2/3,158.2526,162.1124,157.7701,159.7001,"168,103"
2317 鴻海,2025/1/22,174.1744,174.6569,172.2445,173.6919,"44,375"
2317 鴻海,2025/1/21,172.2445,173.6919,170.797,172.2445,"32,613"
2317 鴻海,2025/1/20,168.3846,171.762,168.3846,171.762,"35,167"
2317 鴻海,2025/1/17,166.9372,169.3496,165.9723,167.4197,"47,442"
2317 鴻海,2025/1/16,168.8671,169.8321,166.9372,167.4197,"42,128"
2317 鴻海,2025/1/15,168.3846,169.3496,165.0073,165.0073,"60,432"
2317 鴻海,2025/1/14,165.4898,168.3846,165.0073,168.3846,"64,355"
2317 鴻海,2025/1/13,173.6919,174.1744,165.4898,165.4898,"157,188"
2317 鴻海,2025/1/10,176.1043,177.5517,174.6569,175.1393,"42,317"
2317 鴻海,2025/1/9,181.4115,181.4115,176.5868,176.5868,"47,079"
2317 鴻海,2025/1/8,183.3415,183.3415,180.4466,181.4115,"41,798"
2317 鴻海,2025/1/7,180.4466,185.2714,179.9641,183.3415,"83,019"
2317 鴻海,2025/1/6,178.5167,180.9291,177.0692,178.0342,"67,829"
2317 鴻海,2025/1/3,176.5868,177.5517,174.1744,174.6569,"48,659"
2317 鴻海,2025/1/2,177.5517,179.4816,175.1393,176.1043,"41,467"
2317 鴻海,2024/12/31,178.0342,178.5167,176.5868,177.5517,"22,003"
2317 鴻海,2024/12/30,178.9992,180.4466,178.0342,178.5167,"24,531"
2317 鴻海,2024/12/27,180.9291,181.4115,178.9992,179.9641,"22,136"
2317 鴻海,2024/12/26,180.9291,182.3765,180.4466,180.9291,"36,347"
2317 鴻海,2024/12/25,179.9641,181.4115,179.4816,179.9641,"21,758"
2317 鴻海,2024/12/24,180.9291,180.9291,178.9992,178.9992,"33,589"
2317 鴻海,2024/12/23,178.5167,180.9291,177.5517,178.9992,"52,761"
2317 鴻海,2024/12/20,174.6569,177.5517,173.6919,174.6569,"56,744"
2317 鴻海,2024/12/19,174.6569,175.6218,172.7269,174.6569,"65,029"
2317 鴻海,2024/12/18,176.5868,178.9992,176.1043,178.0342,"47,937"
2317 鴻海,2024/12/17,174.6569,179.4816,174.6569,176.5868,"55,667"
2317 鴻海,2024/12/16,181.4115,182.859,175.1393,175.6218,"75,228"
2317 鴻海,2024/12/13,181.894,182.859,178.9992,179.9641,"55,417"
2317 鴻海,2024/12/12,183.8239,186.2363,181.894,181.894,"50,634"
2317 鴻海,2024/12/11,183.3415,187.2013,182.3765,182.3765,"66,246"
2317 鴻海,2024/12/10,186.2363,188.1662,185.2714,185.2714,"58,994"
2317 鴻海,2024/12/9,191.5436,192.026,188.1662,188.1662,"41,114"
2317 鴻海,2024/12/6,192.5085,194.4384,190.5786,191.0611,"47,526"
2317 鴻海,2024/12/5,195.8859,196.3683,192.026,192.026,"46,475"
2317 鴻海,2024/12/4,190.5786,194.4384,190.0961,193.956,"50,379"
2317 鴻海,2024/12/3,191.5436,192.991,189.6137,189.6137,"52,170"
2317 鴻海,2024/12/2,191.5436,192.5085,188.6487,189.1312,"47,905"
2317 鴻海,2024/11/29,186.7188,192.026,185.7538,188.6487,"50,800"
2317 鴻海,2024/11/28,189.1312,192.026,186.2363,188.6487,"58,511"
2317 鴻海,2024/11/27,193.4735,193.956,189.6137,189.6137,"96,019"
2317 鴻海,2024/11/26,199.7457,199.7457,194.9209,195.4034,"95,313"
2317 鴻海,2024/11/25,198.7807,203.123,198.2983,203.123,"80,800"
2317 鴻海,2024/11/22,198.2983,199.7457,195.8859,195.8859,"37,504"
2317 鴻海,2024/11/21,197.8158,197.8158,194.9209,195.4034,"50,295"
2317 鴻海,2024/11/20,199.2632,201.1931,197.8158,198.7807,"44,351"
2317 鴻海,2024/11/19,196.3683,197.8158,193.956,196.3683,"60,416"
2317 鴻海,2024/11/18,197.8158,200.7106,194.9209,195.4034,"61,852"
2317 鴻海,2024/11/15,204.5705,206.9828,198.7807,199.7457,"102,463"
2317 鴻海,2024/11/14,207.4653,207.9478,201.6756,204.088,"72,322"
2317 鴻海,2024/11/13,205.0529,208.9128,205.0529,206.9828,"55,926"
2317 鴻海,2024/11/12,209.8777,210.8427,206.5004,206.5004,"69,315"
2317 鴻海,2024/11/11,211.8076,212.2901,209.8777,212.2901,"42,180"
2317 鴻海,2024/11/8,211.8076,212.2901,209.8777,210.3602,"54,800"
2317 鴻海,2024/11/7,204.5705,211.3251,204.5705,209.3952,"77,417"
2317 鴻海,2024/11/6,207.4653,209.3952,205.0529,206.0179,"67,838"
2317 鴻海,2024/11/5,204.5705,207.9478,203.6055,206.5004,"43,852"
2317 鴻海,2024/11/4,201.6756,206.5004,200.7106,206.5004,"58,094"
2317 鴻海,2024/11/1,194.9209,201.1931,194.4384,200.7106,"89,610"
2317 鴻海,2024/10/30,202.1581,207.9478,201.6756,204.088,"68,400"
2317 鴻海,2024/10/29,205.5354,205.5354,199.7457,202.1581,"87,991"
2317 鴻海,2024/10/28,210.8427,213.7375,206.5004,207.4653,"96,697"
2317 鴻海,2024/10/25,205.0529,208.4303,204.5705,208.4303,"49,896"
2317 鴻海,2024/10/24,207.4653,207.9478,202.6406,204.088,"80,712"
2317 鴻海,2024/10/23,206.9828,209.3952,205.5354,208.4303,"51,836"
2317 鴻海,2024/10/22,203.6055,208.4303,201.6756,207.9478,"94,132"
2317 鴻海,2024/10/21,202.6406,206.0179,201.6756,202.6406,"59,461"
2317 鴻海,2024/10/18,202.6406,203.6055,199.7457,200.2282,"107,497"
2317 鴻海,2024/10/17,200.2282,201.6756,196.8508,201.1931,"66,198"
2317 鴻海,2024/10/16,196.8508,200.2282,196.3683,197.8158,"99,708"
2317 鴻海,2024/10/15,193.956,200.2282,193.4735,199.7457,"129,198"
2317 鴻海,2024/10/14,192.991,192.991,189.6137,192.026,"36,897"
2317 鴻海,2024/10/11,192.991,194.9209,192.026,192.991,"71,856"
2317 鴻海,2024/10/9,191.0611,192.991,190.0961,192.026,"84,123"
2317 鴻海,2024/10/8,190.0961,190.5786,187.2013,187.2013,"56,919"
2317 鴻海,2024/10/7,192.026,192.026,188.1662,190.5786,"84,399"
2317 鴻海,2024/10/4,181.4115,189.6137,181.4115,187.2013,"118,705"
2317 鴻海,2024/10/1,182.3765,183.3415,178.9992,180.4466,"36,339"
2317 鴻海,2024/9/30,183.3415,184.3064,180.9291,180.9291,"64,605"
2317 鴻海,2024/9/27,185.2714,187.2013,183.3415,184.3064,"69,739"
2317 鴻海,2024/9/26,185.2714,186.2363,181.894,182.859,"66,162"
2317 鴻海,2024/9/25,179.9641,184.3064,179.4816,181.894,"119,878"
2317 鴻海,2024/9/24,172.7269,177.5517,171.762,176.5868,"57,714"
2317 鴻海,2024/9/23,171.762,174.1744,171.2795,173.6919,"30,951"
2317 鴻海,2024/9/20,173.6919,175.6218,170.797,170.797,"82,199"
2317 鴻海,2024/9/19,168.3846,170.3146,166.9372,170.3146,"41,818"
2317 鴻海,2024/9/18,172.7269,173.2094,167.4197,167.9022,"78,892"
2317 鴻海,2024/9/16,170.797,175.6218,168.8671,174.6569,"54,484"
2317 鴻海,2024/9/13,172.7269,173.2094,168.8671,169.8321,"37,100"
2317 鴻海,2024/9/12,168.3846,171.2795,167.9022,171.2795,"53,142"
2317 鴻海,2024/9/11,164.0424,165.9723,163.5599,163.5599,"29,538"
2317 鴻海,2024/9/10,167.4197,167.9022,161.63,163.0774,"92,555"
2317 鴻海,2024/9/9,165.9723,167.9022,164.5248,165.9723,"68,938"
2317 鴻海,2024/9/6,169.3496,171.762,168.8671,170.3146,"39,222"
2317 鴻海,2024/9/5,173.6919,174.6569,168.8671,168.8671,"77,629"
2317 鴻海,2024/9/4,168.8671,174.6569,165.9723,173.2094,"126,923"
2317 鴻海,2024/9/3,177.5517,180.4466,176.5868,178.5167,"52,160"
2317 鴻海,2024/9/2,178.9992,180.4466,175.6218,176.5868,"36,343"
2317 鴻海,2024/8/30,178.5167,179.4816,177.0692,178.0342,"55,298"
2317 鴻海,2024/8/29,174.1744,178.9992,173.6919,178.0342,"58,392"
2317 鴻海,2024/8/28,174.6569,179.4816,173.2094,178.9992,"60,573"
2317 鴻海,2024/8/27,175.1393,175.6218,172.7269,174.1744,"28,579"
2317 鴻海,2024/8/26,175.6218,178.5167,174.1744,175.6218,"42,914"
2317 鴻海,2024/8/23,169.8321,174.6569,168.8671,173.6919,"50,027"
2317 鴻海,2024/8/22,177.5517,178.5167,172.7269,173.2094,"74,784"
2317 鴻海,2024/8/21,178.5167,179.4816,175.1393,177.0692,"73,330"
2317 鴻海,2024/8/20,182.859,184.3064,179.4816,179.9641,"85,359"
2317 鴻海,2024/8/19,178.5167,181.4115,178.0342,180.4466,"58,296"
2317 鴻海,2024/8/16,179.4816,180.4466,176.5868,177.5517,"73,463"
2317 鴻海,2024/8/15,178.9992,179.4816,174.6569,174.6569,"85,168"
2317 鴻海,2024/8/14,179.4816,180.4466,177.0692,178.9992,"99,284"
2317 鴻海,2024/8/13,173.6919,176.5868,171.762,174.6569,"117,511"
2317 鴻海,2024/8/12,165.9723,172.7269,165.4898,169.8321,"116,336"
2317 鴻海,2024/8/9,164.0424,165.9723,162.1124,162.5949,"138,560"
2317 鴻海,2024/8/8,157.7701,160.665,155.3578,157.7701,"175,362"
2317 鴻海,2024/8/7,163.0774,168.8671,162.1124,164.5248,"172,980"
2317 鴻海,2024/8/6,167.4197,168.8671,154.3928,161.63,"312,722"
2317 鴻海,2024/8/5,163.5599,166.4547,162.1124,162.1124,"235,984"
2317 鴻海,2024/8/2,185.7538,187.6837,178.9992,179.9641,"180,006"
2317 鴻海,2024/8/1,197.8158,198.2983,193.4735,195.4034,"71,018"
2317 鴻海,2024/7/31,187.6837,194.9209,187.2013,191.0611,"78,102"
2317 鴻海,2024/7/30,183.8239,190.0961,182.3765,189.1312,"56,000"
2317 鴻海,2024/7/29,189.1312,190.0961,185.2714,186.2363,"59,992"
2317 鴻海,2024/7/26,183.3415,187.2013,181.894,185.2714,"105,379"
2317 鴻海,2024/7/23,191.5436,194.4384,190.0961,194.4384,"86,260"
2317 鴻海,2024/7/22,195.8859,196.8508,184.3064,185.7538,"162,437"
2317 鴻海,2024/7/19,193.4735,196.8508,192.991,196.8508,"92,595"
2317 鴻海,2024/7/18,198.7807,201.6756,195.8859,196.8508,"136,319"
2317 鴻海,2024/7/17,205.5354,209.8777,204.088,204.5705,"76,957"
2317 鴻海,2024/7/16,208.9128,209.8777,205.0529,205.5354,"84,353"
2317 鴻海,2024/7/15,208.9128,211.3251,206.9828,208.9128,"53,360"
2317 鴻海,2024/7/12,211.3251,213.2551,206.5004,208.4303,"145,211"
2317 鴻海,2024/7/11,218.5623,220.9747,216.1499,217.5974,"66,478"
2317 鴻海,2024/7/10,217.5974,218.0798,212.7726,215.6674,"72,345"
2317 鴻海,2024/7/9,218.5623,226.2819,212.7726,217.5974,"140,667"
2317 鴻海,2024/7/8,209.3952,218.5623,208.9128,218.5623,"116,266"
2317 鴻海,2024/7/5,206.5004,207.9478,205.0529,206.9828,"44,877"
2317 鴻海,2024/7/4,200.7106,207.4653,200.2282,206.9828,"112,375"
2317 鴻海,2024/7/3,197.8158,200.7106,195.8859,195.8859,"77,916"
2317 鴻海,2024/7/2,204.5705,205.5354,195.8859,197.3333,"147,154"
2317 鴻海,2024/7/1,202.2787,204.1604,201.8083,203.2195,"74,505"
2317 鴻海,2024/6/28,201.3379,203.2195,199.9266,201.3379,"76,615"
